Date,Total_Capital,voo_Capital,tsla_Capital,avgo_Capital,cof_Capital,crm_Capital,gm_Capital,gs_Capital,ibm_Capital,ilmn_Capital,nke_Capital,nvda_Capital,orcl_Capital,regn_Capital
2022-09-19,100.0,50.0,17.7984130838898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2015869161102,0.0,0.0
2022-09-20,100.21585213580909,100.21585213580909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-21,97.73280776886536,48.86640388443268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.86640388443268,0.0,0.0
2022-09-22,94.53347392334082,84.52253552828688,0.0,0.0,2.038122323433279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.972816071620654
2022-09-23,93.68616556464313,93.68616556464313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-26,94.11827317080818,49.41136629893268,44.706906871875496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27,93.48710955493756,24.449954932025484,49.593924133666235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.44323048924583,0.0,0.0
2022-09-28,93.66220274355076,93.66220274355076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-29,92.3898452435781,46.19492262178905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.19492262178905,0.0,0.0
2022-09-30,93.27518568837579,46.08658625109348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.18859943728231,0.0,0.0
2022-10-03,96.74606670195377,96.74606670195377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-04,97.02317690386529,48.93815415881838,1.4030250223104823,0.0,3.3000367935209876,0.0,0.0,22.576100079056932,13.619806816556823,0.0,0.0,0.0,7.186054033601689,0.0
2022-10-05,97.48167281209379,85.08125714890961,0.0,0.0,0.0,12.400415663184182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-06,95.665959923918,95.665959923918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-07,94.36531593913999,47.182657969569995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.182657969569995,0.0,0.0
2022-10-10,91.7560624341394,71.31711120602093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.438951228118466
2022-10-11,92.02580274289782,56.37265612343443,0.0,0.0,4.079008245662724,0.0,0.0,0.0,0.0,0.0,0.0,31.574138373800665,0.0,0.0
2022-10-12,88.89598289590745,31.940874300111204,3.7633949001932856,0.0,0.0,0.0,0.0,7.158672107220099,7.0279648922549525,0.0,0.0,30.86527275955993,8.139803936567994,0.0
2022-10-13,95.19235768350259,80.2406519168975,0.0,0.0,0.0,0.0,0.0,7.578697810505146,7.373007956099934,0.0,0.0,0.0,0.0,0.0
2022-10-14,94.15747539566618,55.35615565098889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.80131974467729,0.0,0.0
2022-10-17,98.61281213424583,70.81718725349432,14.05184812098694,0.0,1.1802953866436718,0.0,0.0,9.309172156340786,3.254309216780101,0.0,0.0,0.0,0.0,0.0
2022-10-18,96.54166796858004,35.97018664788888,17.048555632464332,0.0,0.0,0.0,0.0,12.307353659996657,5.550096218768131,0.0,0.0,22.96946004216275,2.6960157672992957,0.0
2022-10-19,96.20684204613869,90.48030041668439,0.0,0.0,0.0,0.0,0.0,0.0,5.7265416294543074,0.0,0.0,0.0,0.0,0.0
2022-10-20,95.58952696705165,44.88295882315179,0.0,0.0,0.0,0.0,0.0,7.306141189844705,23.486616578918238,0.0,0.0,0.0,19.913810375136936,0.0
2022-10-21,98.32359241941032,46.21406970280317,0.0,0.0,0.0,0.0,0.0,7.717257360316154,23.945773354547136,0.0,0.0,0.0,20.446492001743852,0.0
2022-10-24,99.00338699208439,74.8563895813354,0.0,0.0,0.0,0.0,0.0,0.0,24.146997410748977,0.0,0.0,0.0,0.0,0.0
2022-10-25,99.88798561950357,38.843075508643714,10.057645137514264,0.0,0.0,2.69565158592146,0.0,4.520688860672188,29.378452049937156,1.9886041690694436,0.0,0.0,8.53634406982851,3.8675242379168293
2022-10-26,101.33178204066613,50.192138259725155,10.533022928468633,0.0,0.0,0.0,0.0,0.0,29.780508247091145,2.038179156957054,0.0,0.0,8.787933448424138,0.0
2022-10-27,100.7734903975775,88.39830574365088,10.332694693138032,0.0,0.0,0.0,0.0,0.0,0.0,2.042489960788587,0.0,0.0,0.0,0.0
2022-10-28,102.3168056115058,46.28357749538518,15.937579360848122,0.0,0.0,0.0,3.0756868002616526,0.0,9.085170544356421,5.190572746824494,0.0,0.0,6.830400481409257,15.913818182420664
2022-10-31,103.67707758219184,95.34604912915847,0.0,0.0,0.0,0.0,3.1849915763532315,0.0,0.0,5.146036876680144,0.0,0.0,0.0,0.0
2022-11-01,101.82912812020109,70.36268451505218,0.0,0.0,0.0,0.0,16.9838164952604,0.0,0.0,14.482627109888513,0.0,0.0,0.0,0.0
2022-11-02,98.35365589868228,34.04048067658074,0.0,0.0,0.0,1.0547343667161264,17.57191282667146,0.0,0.0,14.428612951467384,0.0,31.25791507724656,0.0,0.0
