Final Capital ($),Total Buy Transactions,Total Short Transactions,Volatility (Annualized),Value at Risk (VaR) at 95%,ticker,variable_method,model_name,trading_strategy
103.209302421364,113,0,0.19902165517489515,-0.014233089144859072,avgo,all_variables,lstm_xgboost,long_only
