Final Capital ($),Total Buy Transactions,Total Short Transactions,Volatility (Annualized),Value at Risk (VaR) at 95%,ticker,variable_method,model_name,trading_strategy
101.98534023104364,11,0,0.05969563950138006,-0.00043446530326009426,gs,all_variables,lstm,long_only
