Final Capital ($),Total Buy Transactions,Total Short Transactions,Volatility (Annualized),Value at Risk (VaR) at 95%,ticker,variable_method,model_name,trading_strategy
109.02783721172769,23,0,0.08363426451439415,-0.003858402846017572,ibm,all_variables,lstm,long_only
