Stock,Average Portion
voo_Portion,0.828624770198152
tsla_Portion,0.013139557903138263
avgo_Portion,0.02324820994145306
cof_Portion,0.008265688663528736
crm_Portion,0.02136486727000479
gm_Portion,0.020925563771054898
gs_Portion,0.00957648061056672
ibm_Portion,0.006889924116864415
ilmn_Portion,0.017106251127052795
nke_Portion,0.02073417787856648
nvda_Portion,0.013335541382572617
orcl_Portion,0.008612816618862946
regn_Portion,0.008176150518182324
