Final Capital ($),Total Buy Transactions,Total Short Transactions,Volatility (Annualized),Value at Risk (VaR) at 95%,ticker,variable_method,model_name,trading_strategy
113.49751345645237,65,47,11.98390742070295,-2.0056189281365433,regn,all_variables,lstm_xgboost,both
