Final Capital ($),Total Buy Transactions,Total Short Transactions,Volatility (Annualized),Value at Risk (VaR) at 95%,ticker,variable_method,model_name,trading_strategy
109.60919122244937,23,0,0.1173860961874051,-0.007132921233858467,gs,price_alone,lstm,long_only
