Final Capital ($),Total Buy Transactions,Total Short Transactions,Volatility (Annualized),Value at Risk (VaR) at 95%,ticker,variable_method,model_name,trading_strategy
94.58005122980762,7,0,0.06239494339004978,0.0,ilmn,price_alone,lstm_attention,long_only
