Final Capital ($),Total Buy Transactions,Total Short Transactions,Volatility (Annualized),Value at Risk (VaR) at 95%,ticker,variable_method,model_name,trading_strategy
97.41272642370136,25,0,0.14558385347226332,-0.009718222098650477,gm,all_variables,lstm,long_only
