Final Capital ($),Total Buy Transactions,Total Short Transactions,Volatility (Annualized),Value at Risk (VaR) at 95%,ticker,variable_method,model_name,trading_strategy
155.17628758561693,23,0,0.22866650670411165,-0.022249696138982353,nvda,price_alone,lstm,long_only
