Final Capital ($),Total Buy Transactions,Total Short Transactions,Volatility (Annualized),Value at Risk (VaR) at 95%,ticker,variable_method,model_name,trading_strategy
168.018104626636,129,59,11.995309284230638,-2.0,orcl,price_alone,arimax,both
