Stock,Average Portion
voo_Portion,0.6922760687045754
tsla_Portion,0.04841052030122931
avgo_Portion,0.031688627205725274
cof_Portion,0.011912491759001085
crm_Portion,0.02888634757651075
gm_Portion,0.027068993743397114
gs_Portion,0.014271889782692148
ibm_Portion,0.010808020809334353
ilmn_Portion,0.019530033775297516
nke_Portion,0.029546818427708805
nvda_Portion,0.062087698789318024
orcl_Portion,0.012355559627884647
regn_Portion,0.011156929497325553
