Stock,Average Portion
voo_Portion,0.5778714478887061
tsla_Portion,0.06406067718329336
avgo_Portion,0.040850717231520714
cof_Portion,0.017973552616559696
crm_Portion,0.03592505783676719
gm_Portion,0.038762490997926495
gs_Portion,0.021482377378853716
ibm_Portion,0.015864424414595582
ilmn_Portion,0.02665652920815633
nke_Portion,0.03983752744016587
nvda_Portion,0.08471220154467042
orcl_Portion,0.019178514359485102
regn_Portion,0.01682448189929946
