Date,interest_rate,unemployment_rate,cpi,gdp_growth,industrial_production,personal_consumption,technology_capital_spending,crude_oil_prices,semiconductor_shipments
2023-08-02,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,79.5,107.4614
2023-08-03,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,81.56,107.4614
2023-08-04,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,82.76,107.4614
2023-08-05,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,82.76,107.4614
2023-08-06,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,82.76,107.4614
2023-08-07,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,81.94,107.4614
2023-08-08,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,82.94,107.4614
2023-08-09,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,84.35,107.4614
2023-08-10,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,82.81,107.4614
2023-08-11,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,83.17,107.4614
2023-08-12,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,83.17,107.4614
2023-08-13,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,83.17,107.4614
2023-08-14,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,82.5,107.4614
2023-08-15,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,81.06,107.4614
2023-08-16,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,79.4,107.4614
2023-08-17,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,80.43,107.4614
2023-08-18,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,81.25,107.4614
2023-08-19,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,81.25,107.4614
2023-08-20,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,81.25,107.4614
2023-08-21,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,80.71,107.4614
2023-08-22,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,80.25,107.4614
2023-08-23,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,78.91,107.4614
2023-08-24,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,79.52,107.4614
2023-08-25,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,80.47,107.4614
2023-08-26,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,80.47,107.4614
2023-08-27,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,80.47,107.4614
2023-08-28,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,80.65,107.4614
2023-08-29,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,81.14,107.4614
2023-08-30,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,81.64,107.4614
2023-08-31,5.33,3.8,306.187,4.4,103.0951,18911.6,88789.0,83.55,107.4614
2023-09-01,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,85.52,107.219
2023-09-02,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,85.52,107.219
2023-09-03,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,85.52,107.219
2023-09-04,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,85.52,107.219
2023-09-05,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,86.74,107.219
2023-09-06,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,87.55,107.219
2023-09-07,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,86.87,107.219
2023-09-08,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,87.51,107.219
2023-09-09,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,87.51,107.219
2023-09-10,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,87.51,107.219
2023-09-11,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,87.3,107.219
2023-09-12,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,88.87,107.219
2023-09-13,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,88.59,107.219
2023-09-14,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,90.13,107.219
2023-09-15,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,90.83,107.219
2023-09-16,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,90.83,107.219
2023-09-17,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,90.83,107.219
2023-09-18,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,91.47,107.219
2023-09-19,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,91.16,107.219
2023-09-20,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,89.2,107.219
2023-09-21,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,89.56,107.219
2023-09-22,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,90.0,107.219
2023-09-23,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,90.0,107.219
2023-09-24,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,90.0,107.219
2023-09-25,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,89.68,107.219
2023-09-26,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,91.43,107.219
2023-09-27,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,93.67,107.219
2023-09-28,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,91.65,107.219
2023-09-29,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,90.77,107.219
2023-09-30,5.33,3.8,307.288,4.4,103.3081,19024.9,96830.0,90.77,107.219
2023-10-01,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,90.77,98.5911
2023-10-02,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,88.81,98.5911
2023-10-03,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,89.26,98.5911
2023-10-04,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,84.32,98.5911
2023-10-05,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,82.3,98.5911
2023-10-06,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,82.83,98.5911
2023-10-07,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,82.83,98.5911
2023-10-08,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,82.83,98.5911
2023-10-09,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,82.83,98.5911
2023-10-10,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,85.89,98.5911
2023-10-11,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,83.7,98.5911
2023-10-12,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,82.87,98.5911
2023-10-13,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,87.67,98.5911
2023-10-14,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,87.67,98.5911
2023-10-15,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,87.67,98.5911
2023-10-16,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,86.65,98.5911
2023-10-17,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,86.66,98.5911
2023-10-18,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,88.35,98.5911
2023-10-19,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,89.35,98.5911
2023-10-20,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,89.12,98.5911
2023-10-21,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,89.12,98.5911
2023-10-22,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,89.12,98.5911
2023-10-23,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,85.49,98.5911
2023-10-24,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,84.58,98.5911
2023-10-25,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,86.07,98.5911
2023-10-26,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,83.8,98.5911
2023-10-27,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,86.04,98.5911
2023-10-28,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,86.04,98.5911
2023-10-29,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,86.04,98.5911
2023-10-30,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,83.03,98.5911
2023-10-31,5.33,3.8,307.531,3.2,102.5781,19069.5,86154.0,81.64,98.5911
2023-11-01,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,81.05,107.2618
2023-11-02,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,83.04,107.2618
2023-11-03,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,81.19,107.2618
2023-11-04,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,81.19,107.2618
2023-11-05,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,81.19,107.2618
2023-11-06,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,81.54,107.2618
2023-11-07,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,77.96,107.2618
2023-11-08,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,75.85,107.2618
2023-11-09,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,76.34,107.2618
2023-11-10,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,76.34,107.2618
2023-11-11,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,76.34,107.2618
2023-11-12,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,76.34,107.2618
2023-11-13,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,78.86,107.2618
2023-11-14,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,78.9,107.2618
2023-11-15,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,77.15,107.2618
2023-11-16,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,73.5,107.2618
2023-11-17,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,76.47,107.2618
2023-11-18,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,76.47,107.2618
2023-11-19,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,76.47,107.2618
2023-11-20,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,78.1,107.2618
2023-11-21,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,78.35,107.2618
2023-11-22,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,76.8,107.2618
2023-11-23,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,76.8,107.2618
2023-11-24,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,74.83,107.2618
2023-11-25,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,74.83,107.2618
2023-11-26,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,74.83,107.2618
2023-11-27,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,74.46,107.2618
2023-11-28,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,76.09,107.2618
2023-11-29,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,77.56,107.2618
2023-11-30,5.33,3.7,308.024,3.2,102.8868,19151.0,107388.0,75.66,107.2618
2023-12-01,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,73.7,108.6938
2023-12-02,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,73.7,108.6938
2023-12-03,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,73.7,108.6938
2023-12-04,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,72.73,108.6938
2023-12-05,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,71.95,108.6938
2023-12-06,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,68.98,108.6938
2023-12-07,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,69.0,108.6938
2023-12-08,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,70.87,108.6938
2023-12-09,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,70.87,108.6938
2023-12-10,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,70.87,108.6938
2023-12-11,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,70.95,108.6938
2023-12-12,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,68.27,108.6938
2023-12-13,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,69.09,108.6938
2023-12-14,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,71.21,108.6938
2023-12-15,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,71.05,108.6938
2023-12-16,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,71.05,108.6938
2023-12-17,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,71.05,108.6938
2023-12-18,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,72.16,108.6938
2023-12-19,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,73.23,108.6938
2023-12-20,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,73.87,108.6938
2023-12-21,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,73.59,108.6938
2023-12-22,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,73.29,108.6938
2023-12-23,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,73.29,108.6938
2023-12-24,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,73.29,108.6938
2023-12-25,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,73.29,108.6938
2023-12-26,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,75.84,108.6938
2023-12-27,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,74.31,108.6938
2023-12-28,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,72.02,108.6938
2023-12-29,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,71.89,108.6938
2023-12-30,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,71.89,108.6938
2023-12-31,5.33,3.7,308.742,3.2,102.6309,19289.9,95548.0,71.89,108.6938
2024-01-01,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,71.89,102.2729
2024-01-02,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,70.62,102.2729
2024-01-03,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,72.97,102.2729
2024-01-04,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,72.38,102.2729
2024-01-05,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,74.0,102.2729
2024-01-06,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,74.0,102.2729
2024-01-07,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,74.0,102.2729
2024-01-08,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,71.06,102.2729
2024-01-09,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,72.43,102.2729
2024-01-10,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,71.57,102.2729
2024-01-11,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,72.15,102.2729
2024-01-12,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,72.94,102.2729
2024-01-13,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,72.94,102.2729
2024-01-14,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,72.94,102.2729
2024-01-15,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,72.94,102.2729
2024-01-16,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,72.63,102.2729
2024-01-17,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,72.79,102.2729
2024-01-18,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,74.32,102.2729
2024-01-19,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,73.69,102.2729
2024-01-20,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,73.69,102.2729
2024-01-21,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,73.69,102.2729
2024-01-22,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,75.26,102.2729
2024-01-23,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,74.72,102.2729
2024-01-24,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,75.48,102.2729
2024-01-25,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,77.91,102.2729
2024-01-26,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,78.45,102.2729
2024-01-27,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,78.45,102.2729
2024-01-28,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,78.45,102.2729
2024-01-29,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,77.25,102.2729
2024-01-30,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,78.3,102.2729
2024-01-31,5.33,3.7,309.685,1.6,101.483,19308.5,82898.0,76.28,102.2729
2024-02-01,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,74.36,108.1696
2024-02-02,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,72.72,108.1696
2024-02-03,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,72.72,108.1696
2024-02-04,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,72.72,108.1696
2024-02-05,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,73.21,108.1696
2024-02-06,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,73.83,108.1696
2024-02-07,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,74.26,108.1696
2024-02-08,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,76.67,108.1696
2024-02-09,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,77.26,108.1696
2024-02-10,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,77.26,108.1696
2024-02-11,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,77.26,108.1696
2024-02-12,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,77.34,108.1696
2024-02-13,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,78.28,108.1696
2024-02-14,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,77.09,108.1696
2024-02-15,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,78.47,108.1696
2024-02-16,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,79.65,108.1696
2024-02-17,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,79.65,108.1696
2024-02-18,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,79.65,108.1696
2024-02-19,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,79.65,108.1696
2024-02-20,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,78.72,108.1696
2024-02-21,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,78.89,108.1696
2024-02-22,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,79.64,108.1696
2024-02-23,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,77.6,108.1696
2024-02-24,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,77.6,108.1696
2024-02-25,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,77.6,108.1696
2024-02-26,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,78.53,108.1696
2024-02-27,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,79.8,108.1696
2024-02-28,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,79.44,108.1696
2024-02-29,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,79.22,108.1696
2024-03-01,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,80.9,110.4333
2024-03-02,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,80.9,110.4333
2024-03-03,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,80.9,110.4333
2024-03-04,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,79.67,110.4333
2024-03-05,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,79.11,110.4333
2024-03-06,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,80.08,110.4333
2024-03-07,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,79.81,110.4333
2024-03-08,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,78.96,110.4333
2024-03-09,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,78.96,110.4333
2024-03-10,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,78.96,110.4333
2024-03-11,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,78.87,110.4333
2024-03-12,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,78.51,110.4333
2024-03-13,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,80.67,110.4333
2024-03-14,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,82.16,110.4333
2024-03-15,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,81.94,110.4333
2024-03-16,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,81.94,110.4333
2024-03-17,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,81.94,110.4333
2024-03-18,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,83.68,110.4333
2024-03-19,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,84.39,110.4333
2024-03-20,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,82.79,110.4333
2024-03-21,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,81.99,110.4333
2024-03-22,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,81.1,110.4333
2024-03-23,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,81.1,110.4333
2024-03-24,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,81.1,110.4333
2024-03-25,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,82.41,110.4333
2024-03-26,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,82.41,110.4333
2024-03-27,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,82.15,110.4333
2024-03-28,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,83.96,110.4333
2024-03-29,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,83.96,110.4333
2024-03-30,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,83.96,110.4333
2024-03-31,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,83.96,110.4333
2024-04-01,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,84.54,108.1696
2024-04-02,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,85.95,108.1696
2024-04-03,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,86.22,108.1696
2024-04-04,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,87.37,108.1696
2024-04-05,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,87.69,108.1696
2024-04-06,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,87.69,108.1696
2024-04-07,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,87.69,108.1696
2024-04-08,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,87.24,108.1696
2024-04-09,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,86.04,108.1696
2024-04-10,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,86.98,108.1696
2024-04-11,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,85.79,108.1696
2024-04-12,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,86.46,108.1696
2024-04-13,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,86.46,108.1696
2024-04-14,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,86.46,108.1696
2024-04-15,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,86.21,108.1696
2024-04-16,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,86.15,108.1696
2024-04-17,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,83.58,108.1696
2024-04-18,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,83.5,108.1696
2024-04-19,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,83.79,108.1696
2024-04-20,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,83.79,108.1696
2024-04-21,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,83.79,108.1696
2024-04-22,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,83.82,108.1696
2024-04-23,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,84.17,108.1696
2024-04-24,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,84.09,108.1696
2024-04-25,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,84.92,108.1696
2024-04-26,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,85.38,108.1696
2024-04-27,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,85.38,108.1696
2024-04-28,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,85.38,108.1696
2024-04-29,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,84.26,108.1696
2024-04-30,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,83.49,108.1696
2024-05-01,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,80.7,107.639
2024-05-02,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,80.59,107.639
2024-05-03,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,79.65,107.639
2024-05-04,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,79.65,107.639
2024-05-05,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,79.65,107.639
2024-05-06,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,80.1,107.639
2024-05-07,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,79.97,107.639
2024-05-08,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,80.57,107.639
2024-05-09,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,80.86,107.639
2024-05-10,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,79.81,107.639
2024-05-11,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,79.81,107.639
2024-05-12,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,79.81,107.639
2024-05-13,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,80.71,107.639
2024-05-14,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,79.62,107.639
2024-05-15,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,80.23,107.639
2024-05-16,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,80.85,107.639
2024-05-17,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,81.66,107.639
2024-05-18,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,81.66,107.639
2024-05-19,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,81.66,107.639
2024-05-20,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,81.39,107.639
2024-05-21,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,80.66,107.639
2024-05-22,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,79.15,107.639
2024-05-23,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,77.47,107.639
2024-05-24,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,78.48,107.639
2024-05-25,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,78.48,107.639
