Date,semiconductor_shipments,industrial_production,global_trade_volume,crude_oil_prices,interest_rate,gdp_growth,m2_money_supply,personal_computing_sales,consumer_sentiment
2022-12-30,103.1531,102.2805,11263.243289,80.16,4.33,2.8,21221.2,99.223,70.5
2023-01-02,103.1531,102.2805,11263.243289,80.16,4.33,2.8,21221.2,99.223,70.5
2023-01-03,103.1531,102.2805,11263.243289,76.87,4.33,2.8,21221.2,99.223,70.5
2023-01-04,103.1531,102.2805,11263.243289,72.82,4.33,2.8,21221.2,99.223,70.5
2023-01-05,103.1531,102.2805,11263.243289,73.61,4.33,2.8,21221.2,99.223,70.5
2023-01-06,103.1531,102.2805,11263.243289,73.77,4.33,2.8,21221.2,99.223,70.5
2023-01-09,103.1531,102.2805,11263.243289,74.69,4.33,2.8,21221.2,99.223,70.5
2023-01-10,103.1531,102.2805,11263.243289,75.11,4.33,2.8,21221.2,99.223,70.5
2023-01-11,103.1531,102.2805,11263.243289,77.46,4.33,2.8,21221.2,99.223,70.5
2023-01-12,103.1531,102.2805,11263.243289,78.32,4.33,2.8,21221.2,99.223,70.5
2023-01-13,103.1531,102.2805,11263.243289,79.9,4.33,2.8,21221.2,99.223,70.5
2023-01-16,103.1531,102.2805,11263.243289,79.9,4.33,2.8,21221.2,99.223,70.5
2023-01-17,103.1531,102.2805,11263.243289,80.25,4.33,2.8,21221.2,99.223,70.5
2023-01-18,103.1531,102.2805,11263.243289,79.53,4.33,2.8,21221.2,99.223,70.5
2023-01-19,103.1531,102.2805,11263.243289,80.31,4.33,2.8,21221.2,99.223,70.5
2023-01-20,103.1531,102.2805,11263.243289,81.27,4.33,2.8,21221.2,99.223,70.5
2023-01-23,103.1531,102.2805,11263.243289,81.62,4.33,2.8,21221.2,99.223,70.5
2023-01-24,103.1531,102.2805,11263.243289,79.86,4.33,2.8,21221.2,99.223,70.5
2023-01-25,103.1531,102.2805,11263.243289,79.78,4.33,2.8,21221.2,99.223,70.5
2023-01-26,103.1531,102.2805,11263.243289,80.64,4.33,2.8,21221.2,99.223,70.5
2023-01-27,103.1531,102.2805,11263.243289,79.73,4.33,2.8,21221.2,99.223,70.5
2023-01-30,103.1531,102.2805,11263.243289,77.97,4.33,2.8,21221.2,99.223,70.5
2023-01-31,103.1531,102.2805,11263.243289,78.95,4.33,2.8,21221.2,99.223,70.5
2023-02-02,103.1531,102.2805,11263.243289,75.87,4.58,2.8,21221.2,99.223,70.5
2023-02-03,103.1531,102.2805,11263.243289,73.4,4.58,2.8,21221.2,99.223,70.5
2023-02-06,103.1531,102.2805,11263.243289,74.11,4.58,2.8,21221.2,99.223,70.5
2023-02-07,103.1531,102.2805,11263.243289,77.17,4.58,2.8,21221.2,99.223,70.5
2023-02-08,103.1531,102.2805,11263.243289,78.47,4.58,2.8,21221.2,99.223,70.5
2023-02-09,103.1531,102.2805,11263.243289,78.04,4.57,2.8,21221.2,99.223,70.5
2023-02-10,103.1531,102.2805,11263.243289,79.74,4.58,2.8,21221.2,99.223,70.5
2023-02-13,103.1531,102.2805,11263.243289,80.14,4.58,2.8,21221.2,99.223,70.5
2023-02-14,103.1531,102.2805,11263.243289,79.08,4.58,2.8,21221.2,99.223,70.5
2023-02-15,103.1531,102.2805,11263.243289,78.57,4.58,2.8,21221.2,99.223,70.5
2023-02-16,103.1531,102.2805,11263.243289,78.45,4.58,2.8,21221.2,99.223,70.5
2023-02-17,103.1531,102.2805,11263.243289,76.31,4.58,2.8,21221.2,99.223,70.5
2023-02-20,103.1531,102.2805,11263.243289,76.31,4.58,2.8,21221.2,99.223,70.5
2023-02-21,103.1531,102.2805,11263.243289,76.28,4.58,2.8,21221.2,99.223,70.5
2023-02-22,103.1531,102.2805,11263.243289,73.95,4.58,2.8,21221.2,99.223,70.5
2023-02-23,103.1531,102.2805,11263.243289,75.26,4.58,2.8,21221.2,99.223,70.5
2023-02-24,103.1531,102.2805,11263.243289,76.19,4.58,2.8,21221.2,99.223,70.5
2023-02-27,103.1531,102.2805,11263.243289,75.57,4.57,2.8,21221.2,99.223,70.5
2023-02-28,103.1531,102.2805,11263.243289,76.88,4.57,2.8,21221.2,99.223,70.5
2023-03-02,103.1531,102.2805,11263.243289,78.05,4.57,2.8,21221.2,99.223,70.5
2023-03-03,103.1531,102.2805,11263.243289,79.62,4.57,2.8,21221.2,99.223,70.5
2023-03-06,103.1531,102.2805,11263.243289,80.39,4.57,2.8,21221.2,99.223,70.5
2023-03-07,103.1531,102.2805,11263.243289,77.45,4.57,2.8,21221.2,99.223,70.5
2023-03-08,103.1531,102.2805,11263.243289,76.56,4.57,2.8,21221.2,99.223,70.5
2023-03-09,103.1531,102.2805,11263.243289,75.6,4.57,2.8,21221.2,99.223,70.5
2023-03-10,103.1531,102.2805,11263.243289,76.55,4.57,2.8,21221.2,99.223,70.5
2023-03-13,103.1531,102.2805,11263.243289,74.68,4.58,2.8,21221.2,99.223,70.5
2023-03-14,103.1531,102.2805,11263.243289,71.18,4.58,2.8,21221.2,99.223,70.5
2023-03-15,103.1531,102.2805,11263.243289,67.38,4.58,2.8,21221.2,99.223,70.5
2023-03-16,103.1531,102.2805,11263.243289,68.15,4.58,2.8,21221.2,99.223,70.5
2023-03-17,103.1531,102.2805,11263.243289,66.61,4.58,2.8,21221.2,99.223,70.5
2023-03-20,103.1531,102.2805,11263.243289,67.56,4.58,2.8,21221.2,99.223,70.5
2023-03-21,103.1531,102.2805,11263.243289,69.4,4.58,2.8,21221.2,99.223,70.5
2023-03-22,103.1531,102.2805,11263.243289,70.71,4.58,2.8,21221.2,99.223,70.5
2023-03-23,103.1531,102.2805,11263.243289,69.77,4.83,2.8,21221.2,99.223,70.5
2023-03-24,103.1531,102.2805,11263.243289,69.22,4.83,2.8,21221.2,99.223,70.5
2023-03-27,103.1531,102.2805,11263.243289,72.87,4.83,2.8,21221.2,99.223,70.5
2023-03-28,103.1531,102.2805,11263.243289,73.12,4.83,2.8,21221.2,99.223,70.5
2023-03-29,103.1531,102.2805,11263.243289,72.95,4.83,2.8,21221.2,99.223,70.5
2023-03-30,103.1531,102.2805,11263.243289,74.32,4.83,2.8,21221.2,99.223,70.5
2023-03-31,103.1531,102.2805,11263.243289,75.68,4.83,2.8,21221.2,99.223,70.5
2023-04-03,103.1531,102.2805,11263.243289,80.4,4.83,2.8,21221.2,99.223,70.5
2023-04-04,103.1531,102.2805,11263.243289,80.7,4.83,2.8,21221.2,99.223,70.5
2023-04-05,103.1531,102.2805,11263.243289,80.69,4.83,2.8,21221.2,99.223,70.5
2023-04-06,103.1531,102.2805,11263.243289,80.7,4.83,2.8,21221.2,99.223,70.5
2023-04-07,103.1531,102.2805,11263.243289,80.7,4.83,2.8,21221.2,99.223,70.5
2023-04-10,103.1531,102.2805,11263.243289,79.79,4.83,2.8,21221.2,99.223,70.5
2023-04-11,103.1531,102.2805,11263.243289,81.54,4.83,2.8,21221.2,99.223,70.5
2023-04-12,103.1531,102.2805,11263.243289,83.26,4.83,2.8,21221.2,99.223,70.5
2023-04-13,103.1531,102.2805,11263.243289,82.16,4.83,2.8,21221.2,99.223,70.5
2023-04-14,103.1531,102.2805,11263.243289,82.58,4.83,2.8,21221.2,99.223,70.5
2023-04-17,103.1531,102.2805,11263.243289,80.93,4.83,2.8,21221.2,99.223,70.5
2023-04-18,103.1531,102.2805,11263.243289,80.85,4.83,2.8,21221.2,99.223,70.5
2023-04-19,103.1531,102.2805,11263.243289,79.18,4.83,2.8,21221.2,99.223,70.5
2023-04-20,103.1531,102.2805,11263.243289,77.27,4.83,2.8,21221.2,99.223,70.5
2023-04-21,103.1531,102.2805,11263.243289,77.86,4.83,2.8,21221.2,99.223,70.5
2023-04-24,103.1531,102.2805,11263.243289,78.64,4.83,2.8,21221.2,99.223,70.5
2023-04-25,103.1531,102.2805,11263.243289,77.05,4.83,2.8,21221.2,99.223,70.5
2023-04-26,103.1531,102.2805,11263.243289,74.33,4.83,2.8,21221.2,99.223,70.5
2023-04-27,103.1531,102.2805,11263.243289,74.77,4.83,2.8,21221.2,99.223,70.5
2023-04-28,103.1531,102.2805,11263.243289,76.78,4.83,2.8,21221.2,99.223,70.5
2023-05-02,103.1531,102.2805,11263.243289,71.71,4.83,2.8,21221.2,99.223,70.5
2023-05-03,103.1531,102.2805,11263.243289,68.62,4.83,2.8,21221.2,99.223,70.5
2023-05-04,103.1531,102.2805,11263.243289,68.52,5.08,2.8,21221.2,99.223,70.5
2023-05-05,103.1531,102.2805,11263.243289,71.32,5.08,2.8,21221.2,99.223,70.5
2023-05-08,103.1531,102.2805,11263.243289,73.13,5.08,2.8,21221.2,99.223,70.5
2023-05-09,103.1531,102.2805,11263.243289,73.68,5.08,2.8,21221.2,99.223,70.5
2023-05-10,103.1531,102.2805,11263.243289,72.53,5.08,2.8,21221.2,99.223,70.5
2023-05-11,103.1531,102.2805,11263.243289,70.81,5.08,2.8,21221.2,99.223,70.5
2023-05-12,103.1531,102.2805,11263.243289,70.02,5.08,2.8,21221.2,99.223,70.5
2023-05-15,103.1531,102.2805,11263.243289,71.07,5.08,2.8,21221.2,99.223,70.5
2023-05-16,103.1531,102.2805,11263.243289,70.85,5.08,2.8,21221.2,99.223,70.5
2023-05-17,103.1531,102.2805,11263.243289,72.78,5.08,2.8,21221.2,99.223,70.5
2023-05-18,103.1531,102.2805,11263.243289,71.82,5.08,2.8,21221.2,99.223,70.5
2023-05-19,103.1531,102.2805,11263.243289,71.57,5.08,2.8,21221.2,99.223,70.5
2023-05-22,103.1531,102.2805,11263.243289,71.81,5.08,2.8,21221.2,99.223,70.5
2023-05-23,103.1531,102.2805,11263.243289,72.87,5.08,2.8,21221.2,99.223,70.5
2023-05-24,103.1531,102.2805,11263.243289,74.37,5.08,2.8,21221.2,99.223,70.5
2023-05-25,103.1531,102.2805,11263.243289,71.68,5.08,2.8,21221.2,99.223,70.5
2023-05-26,103.1531,102.2805,11263.243289,72.35,5.08,2.8,21221.2,99.223,70.5
2023-05-29,103.1531,102.2805,11263.243289,72.35,5.08,2.8,21221.2,99.223,70.5
2023-05-30,103.1531,102.2805,11263.243289,69.45,5.08,2.8,21221.2,99.223,70.5
2023-05-31,103.1531,102.2805,11263.243289,68.11,5.08,2.8,21221.2,99.223,70.5
2023-06-02,103.1531,102.2805,11263.243289,71.76,5.08,2.8,21221.2,99.223,70.5
2023-06-05,103.1531,102.2805,11263.243289,72.14,5.08,2.8,21221.2,99.223,70.5
2023-06-06,103.1531,102.2805,11263.243289,71.71,5.08,2.8,21221.2,99.223,70.5
2023-06-07,103.1531,102.2805,11263.243289,72.52,5.08,2.8,21221.2,99.223,70.5
2023-06-08,103.1531,102.2805,11263.243289,71.28,5.08,2.8,21221.2,99.223,70.5
2023-06-09,103.1531,102.2805,11263.243289,70.16,5.08,2.8,21221.2,99.223,70.5
2023-06-12,103.1531,102.2805,11263.243289,67.08,5.08,2.8,21221.2,99.223,70.5
2023-06-13,103.1531,102.2805,11263.243289,69.39,5.08,2.8,21221.2,99.223,70.5
2023-06-14,103.1531,102.2805,11263.243289,68.22,5.08,2.8,21221.2,99.223,70.5
2023-06-15,103.1531,102.2805,11263.243289,70.61,5.07,2.8,21221.2,99.223,70.5
2023-06-16,103.1531,102.2805,11263.243289,71.81,5.08,2.8,21221.2,99.223,70.5
2023-06-19,103.1531,102.2805,11263.243289,71.81,5.08,2.8,21221.2,99.223,70.5
2023-06-20,103.1531,102.2805,11263.243289,70.94,5.07,2.8,21221.2,99.223,70.5
2023-06-21,103.1531,102.2805,11263.243289,72.55,5.07,2.8,21221.2,99.223,70.5
2023-06-22,103.1531,102.2805,11263.243289,69.22,5.07,2.8,21221.2,99.223,70.5
2023-06-23,103.1531,102.2805,11263.243289,68.91,5.07,2.8,21221.2,99.223,70.5
2023-06-26,103.1531,102.2805,11263.243289,69.09,5.07,2.8,21221.2,99.223,70.5
2023-06-27,103.1531,102.2805,11263.243289,67.68,5.07,2.8,21221.2,99.223,70.5
2023-06-28,103.1531,102.2805,11263.243289,69.54,5.07,2.8,21221.2,99.223,70.5
2023-06-29,103.1531,102.2805,11263.243289,69.85,5.07,2.8,21221.2,99.223,70.5
2023-06-30,103.1531,102.2805,11263.243289,70.66,5.08,2.8,21221.2,99.223,70.5
2023-07-03,103.1531,102.2805,11263.243289,69.71,5.08,2.8,21221.2,99.223,70.5
2023-07-04,103.1531,102.2805,11263.243289,69.71,5.08,2.8,21221.2,99.223,70.5
2023-07-05,103.1531,102.2805,11263.243289,71.78,5.08,2.8,21221.2,99.223,70.5
2023-07-06,103.1531,102.2805,11263.243289,71.76,5.08,2.8,21221.2,99.223,70.5
2023-07-07,103.1531,102.2805,11263.243289,73.91,5.08,2.8,21221.2,99.223,70.5
2023-07-10,103.1531,102.2805,11263.243289,73.05,5.07,2.8,21221.2,99.223,70.5
2023-07-11,103.1531,102.2805,11263.243289,74.87,5.08,2.8,21221.2,99.223,70.5
2023-07-12,103.1531,102.2805,11263.243289,75.77,5.08,2.8,21221.2,99.223,70.5
2023-07-13,103.1531,102.2805,11263.243289,76.86,5.08,2.8,21221.2,99.223,70.5
2023-07-14,103.1531,102.2805,11263.243289,75.44,5.08,2.8,21221.2,99.223,70.5
2023-07-17,103.1531,102.2805,11263.243289,74.17,5.08,2.8,21221.2,99.223,70.5
2023-07-18,103.1531,102.2805,11263.243289,75.76,5.08,2.8,21221.2,99.223,70.5
2023-07-19,103.1531,102.2805,11263.243289,75.4,5.08,2.8,21221.2,99.223,70.5
2023-07-20,103.1531,102.2805,11263.243289,75.65,5.08,2.8,21221.2,99.223,70.5
2023-07-21,103.1531,102.2805,11263.243289,77.06,5.08,2.8,21221.2,99.223,70.5
2023-07-24,103.1531,102.2805,11263.243289,78.81,5.08,2.8,21221.2,99.223,70.5
2023-07-25,103.1531,102.2805,11263.243289,79.76,5.08,2.8,21221.2,99.223,70.5
2023-07-26,103.1531,102.2805,11263.243289,79.11,5.08,2.8,21221.2,99.223,70.5
2023-07-27,103.1531,102.2805,11263.243289,80.17,5.33,2.8,21221.2,99.223,70.5
2023-07-28,103.1531,102.2805,11263.243289,80.55,5.33,2.8,21221.2,99.223,70.5
2023-07-31,103.1531,102.2805,11263.243289,81.8,5.33,2.8,21221.2,99.223,70.5
2023-08-02,103.1531,102.2805,11263.243289,79.5,5.33,2.8,21221.2,99.223,70.5
2023-08-03,103.1531,102.2805,11263.243289,81.56,5.33,2.8,21221.2,99.223,70.5
2023-08-04,103.1531,102.2805,11263.243289,82.76,5.33,2.8,21221.2,99.223,70.5
2023-08-07,103.1531,102.2805,11263.243289,81.94,5.33,2.8,21221.2,99.223,70.5
2023-08-08,103.1531,102.2805,11263.243289,82.94,5.33,2.8,21221.2,99.223,70.5
2023-08-09,103.1531,102.2805,11263.243289,84.35,5.33,2.8,21221.2,99.223,70.5
2023-08-10,103.1531,102.2805,11263.243289,82.81,5.33,2.8,21221.2,99.223,70.5
2023-08-11,103.1531,102.2805,11263.243289,83.17,5.33,2.8,21221.2,99.223,70.5
2023-08-14,103.1531,102.2805,11263.243289,82.5,5.33,2.8,21221.2,99.223,70.5
2023-08-15,103.1531,102.2805,11263.243289,81.06,5.33,2.8,21221.2,99.223,70.5
2023-08-16,103.1531,102.2805,11263.243289,79.4,5.33,2.8,21221.2,99.223,70.5
2023-08-17,103.1531,102.2805,11263.243289,80.43,5.33,2.8,21221.2,99.223,70.5
2023-08-18,103.1531,102.2805,11263.243289,81.25,5.33,2.8,21221.2,99.223,70.5
2023-08-21,103.1531,102.2805,11263.243289,80.71,5.33,2.8,21221.2,99.223,70.5
2023-08-22,103.1531,102.2805,11263.243289,80.25,5.33,2.8,21221.2,99.223,70.5
2023-08-23,103.1531,102.2805,11263.243289,78.91,5.33,2.8,21221.2,99.223,70.5
2023-08-24,103.1531,102.2805,11263.243289,79.52,5.33,2.8,21221.2,99.223,70.5
2023-08-25,103.1531,102.2805,11263.243289,80.47,5.33,2.8,21221.2,99.223,70.5
2023-08-28,103.1531,102.2805,11263.243289,80.65,5.33,2.8,21221.2,99.223,70.5
2023-08-29,103.1531,102.2805,11263.243289,81.14,5.33,2.8,21221.2,99.223,70.5
2023-08-30,103.1531,102.2805,11263.243289,81.64,5.33,2.8,21221.2,99.223,70.5
2023-08-31,103.1531,102.2805,11263.243289,83.55,5.33,2.8,21221.2,99.223,70.5
2023-09-04,103.1531,102.2805,11263.243289,83.55,5.33,2.8,21221.2,99.223,70.5
2023-09-05,103.1531,102.2805,11263.243289,86.74,5.33,2.8,21221.2,99.223,70.5
2023-09-06,103.1531,102.2805,11263.243289,87.55,5.33,2.8,21221.2,99.223,70.5
2023-09-07,103.1531,102.2805,11263.243289,86.87,5.33,2.8,21221.2,99.223,70.5
2023-09-08,103.1531,102.2805,11263.243289,87.51,5.33,2.8,21221.2,99.223,70.5
2023-09-11,103.1531,102.2805,11263.243289,87.3,5.33,2.8,21221.2,99.223,70.5
2023-09-12,103.1531,102.2805,11263.243289,88.87,5.33,2.8,21221.2,99.223,70.5
2023-09-13,103.1531,102.2805,11263.243289,88.59,5.33,2.8,21221.2,99.223,70.5
2023-09-14,103.1531,102.2805,11263.243289,90.13,5.33,2.8,21221.2,99.223,70.5
2023-09-15,103.1531,102.2805,11263.243289,90.83,5.33,2.8,21221.2,99.223,70.5
2023-09-18,103.1531,102.2805,11263.243289,91.47,5.33,2.8,21221.2,99.223,70.5
2023-09-19,103.1531,102.2805,11263.243289,91.16,5.33,2.8,21221.2,99.223,70.5
2023-09-20,103.1531,102.2805,11263.243289,89.2,5.33,2.8,21221.2,99.223,70.5
2023-09-21,103.1531,102.2805,11263.243289,89.56,5.33,2.8,21221.2,99.223,70.5
2023-09-22,103.1531,102.2805,11263.243289,90.0,5.33,2.8,21221.2,99.223,70.5
2023-09-25,103.1531,102.2805,11263.243289,89.68,5.33,2.8,21221.2,99.223,70.5
2023-09-26,103.1531,102.2805,11263.243289,91.43,5.33,2.8,21221.2,99.223,70.5
2023-09-27,103.1531,102.2805,11263.243289,93.67,5.33,2.8,21221.2,99.223,70.5
2023-09-28,103.1531,102.2805,11263.243289,91.65,5.33,2.8,21221.2,99.223,70.5
2023-09-29,103.1531,102.2805,11263.243289,90.77,5.33,2.8,21221.2,99.223,70.5
2023-10-02,103.1531,102.2805,11263.243289,88.81,5.33,2.8,21221.2,99.223,70.5
2023-10-03,103.1531,102.2805,11263.243289,89.26,5.33,2.8,21221.2,99.223,70.5
2023-10-04,103.1531,102.2805,11263.243289,84.32,5.33,2.8,21221.2,99.223,70.5
2023-10-05,103.1531,102.2805,11263.243289,82.3,5.33,2.8,21221.2,99.223,70.5
2023-10-06,103.1531,102.2805,11263.243289,82.83,5.33,2.8,21221.2,99.223,70.5
2023-10-09,103.1531,102.2805,11263.243289,82.83,5.33,2.8,21221.2,99.223,70.5
2023-10-10,103.1531,102.2805,11263.243289,85.89,5.33,2.8,21221.2,99.223,70.5
2023-10-11,103.1531,102.2805,11263.243289,83.7,5.33,2.8,21221.2,99.223,70.5
2023-10-12,103.1531,102.2805,11263.243289,82.87,5.33,2.8,21221.2,99.223,70.5
2023-10-13,103.1531,102.2805,11263.243289,87.67,5.33,2.8,21221.2,99.223,70.5
2023-10-16,103.1531,102.2805,11263.243289,86.65,5.33,2.8,21221.2,99.223,70.5
2023-10-17,103.1531,102.2805,11263.243289,86.66,5.33,2.8,21221.2,99.223,70.5
2023-10-18,103.1531,102.2805,11263.243289,88.35,5.33,2.8,21221.2,99.223,70.5
2023-10-19,103.1531,102.2805,11263.243289,89.35,5.33,2.8,21221.2,99.223,70.5
2023-10-20,103.1531,102.2805,11263.243289,89.12,5.33,2.8,21221.2,99.223,70.5
2023-10-23,103.1531,102.2805,11263.243289,85.49,5.33,2.8,21221.2,99.223,70.5
2023-10-24,103.1531,102.2805,11263.243289,84.58,5.33,2.8,21221.2,99.223,70.5
2023-10-25,103.1531,102.2805,11263.243289,86.07,5.33,2.8,21221.2,99.223,70.5
2023-10-26,103.1531,102.2805,11263.243289,83.8,5.33,2.8,21221.2,99.223,70.5
2023-10-27,103.1531,102.2805,11263.243289,86.04,5.33,2.8,21221.2,99.223,70.5
2023-10-30,103.1531,102.2805,11263.243289,83.03,5.33,2.8,21221.2,99.223,70.5
2023-10-31,103.1531,102.2805,11263.243289,81.64,5.33,2.8,21221.2,99.223,70.5
2023-11-02,103.1531,102.2805,11263.243289,83.04,5.33,2.8,21221.2,99.223,70.5
2023-11-03,103.1531,102.2805,11263.243289,81.19,5.33,2.8,21221.2,99.223,70.5
2023-11-06,103.1531,102.2805,11263.243289,81.54,5.33,2.8,21221.2,99.223,70.5
2023-11-07,103.1531,102.2805,11263.243289,77.96,5.33,2.8,21221.2,99.223,70.5
2023-11-08,103.1531,102.2805,11263.243289,75.85,5.33,2.8,21221.2,99.223,70.5
2023-11-09,103.1531,102.2805,11263.243289,76.34,5.33,2.8,21221.2,99.223,70.5
2023-11-10,103.1531,102.2805,11263.243289,76.34,5.33,2.8,21221.2,99.223,70.5
2023-11-13,103.1531,102.2805,11263.243289,78.86,5.33,2.8,21221.2,99.223,70.5
2023-11-14,103.1531,102.2805,11263.243289,78.9,5.33,2.8,21221.2,99.223,70.5
2023-11-15,103.1531,102.2805,11263.243289,77.15,5.33,2.8,21221.2,99.223,70.5
2023-11-16,103.1531,102.2805,11263.243289,73.5,5.33,2.8,21221.2,99.223,70.5
2023-11-17,103.1531,102.2805,11263.243289,76.47,5.33,2.8,21221.2,99.223,70.5
2023-11-20,103.1531,102.2805,11263.243289,78.1,5.33,2.8,21221.2,99.223,70.5
2023-11-21,103.1531,102.2805,11263.243289,78.35,5.33,2.8,21221.2,99.223,70.5
2023-11-22,103.1531,102.2805,11263.243289,76.8,5.33,2.8,21221.2,99.223,70.5
2023-11-23,103.1531,102.2805,11263.243289,76.8,5.33,2.8,21221.2,99.223,70.5
2023-11-24,103.1531,102.2805,11263.243289,74.83,5.33,2.8,21221.2,99.223,70.5
2023-11-27,103.1531,102.2805,11263.243289,74.46,5.33,2.8,21221.2,99.223,70.5
2023-11-28,103.1531,102.2805,11263.243289,76.09,5.33,2.8,21221.2,99.223,70.5
2023-11-29,103.1531,102.2805,11263.243289,77.56,5.33,2.8,21221.2,99.223,70.5
2023-11-30,103.1531,102.2805,11263.243289,75.66,5.33,2.8,21221.2,99.223,70.5
2023-12-04,103.1531,102.2805,11263.243289,72.73,5.33,2.8,21221.2,99.223,70.5
2023-12-05,103.1531,102.2805,11263.243289,71.95,5.33,2.8,21221.2,99.223,70.5
2023-12-06,103.1531,102.2805,11263.243289,68.98,5.33,2.8,21221.2,99.223,70.5
2023-12-07,103.1531,102.2805,11263.243289,69.0,5.33,2.8,21221.2,99.223,70.5
2023-12-08,103.1531,102.2805,11263.243289,70.87,5.33,2.8,21221.2,99.223,70.5
2023-12-11,103.1531,102.2805,11263.243289,70.95,5.33,2.8,21221.2,99.223,70.5
2023-12-12,103.1531,102.2805,11263.243289,68.27,5.33,2.8,21221.2,99.223,70.5
2023-12-13,103.1531,102.2805,11263.243289,69.09,5.33,2.8,21221.2,99.223,70.5
2023-12-14,103.1531,102.2805,11263.243289,71.21,5.33,2.8,21221.2,99.223,70.5
2023-12-15,103.1531,102.2805,11263.243289,71.05,5.33,2.8,21221.2,99.223,70.5
2023-12-18,103.1531,102.2805,11263.243289,72.16,5.33,2.8,21221.2,99.223,70.5
2023-12-19,103.1531,102.2805,11263.243289,73.23,5.33,2.8,21221.2,99.223,70.5
2023-12-20,103.1531,102.2805,11263.243289,73.87,5.33,2.8,21221.2,99.223,70.5
2023-12-21,103.1531,102.2805,11263.243289,73.59,5.33,2.8,21221.2,99.223,70.5
2023-12-22,103.1531,102.2805,11263.243289,73.29,5.33,2.8,21221.2,99.223,70.5
2023-12-25,103.1531,102.2805,11263.243289,73.29,5.33,2.8,21221.2,99.223,70.5
2023-12-26,103.1531,102.2805,11263.243289,75.84,5.33,2.8,21221.2,99.223,70.5
2023-12-27,103.1531,102.2805,11263.243289,74.31,5.33,2.8,21221.2,99.223,70.5
2023-12-28,103.1531,102.2805,11263.243289,72.02,5.33,2.8,21221.2,99.223,70.5
2023-12-29,103.1531,102.2805,11263.243289,71.89,5.33,2.8,21221.2,99.223,70.5
2024-01-02,103.1531,102.2805,11263.243289,70.62,5.33,2.8,21221.2,99.223,70.5
2024-01-03,103.1531,102.2805,11263.243289,72.97,5.33,2.8,21221.2,99.223,70.5
2024-01-04,103.1531,102.2805,11263.243289,72.38,5.33,2.8,21221.2,99.223,70.5
2024-01-05,103.1531,102.2805,11263.243289,74.0,5.33,2.8,21221.2,99.223,70.5
2024-01-08,103.1531,102.2805,11263.243289,71.06,5.33,2.8,21221.2,99.223,70.5
2024-01-09,103.1531,102.2805,11263.243289,72.43,5.33,2.8,21221.2,99.223,70.5
2024-01-10,103.1531,102.2805,11263.243289,71.57,5.33,2.8,21221.2,99.223,70.5
2024-01-11,103.1531,102.2805,11263.243289,72.15,5.33,2.8,21221.2,99.223,70.5
2024-01-12,103.1531,102.2805,11263.243289,72.94,5.33,2.8,21221.2,99.223,70.5
2024-01-15,103.1531,102.2805,11263.243289,72.94,5.33,2.8,21221.2,99.223,70.5
2024-01-16,103.1531,102.2805,11263.243289,72.63,5.33,2.8,21221.2,99.223,70.5
2024-01-17,103.1531,102.2805,11263.243289,72.79,5.33,2.8,21221.2,99.223,70.5
2024-01-18,103.1531,102.2805,11263.243289,74.32,5.33,2.8,21221.2,99.223,70.5
2024-01-19,103.1531,102.2805,11263.243289,73.69,5.33,2.8,21221.2,99.223,70.5
2024-01-22,103.1531,102.2805,11263.243289,75.26,5.33,2.8,21221.2,99.223,70.5
2024-01-23,103.1531,102.2805,11263.243289,74.72,5.33,2.8,21221.2,99.223,70.5
2024-01-24,103.1531,102.2805,11263.243289,75.48,5.33,2.8,21221.2,99.223,70.5
2024-01-25,103.1531,102.2805,11263.243289,77.91,5.33,2.8,21221.2,99.223,70.5
2024-01-26,103.1531,102.2805,11263.243289,78.45,5.33,2.8,21221.2,99.223,70.5
2024-01-29,103.1531,102.2805,11263.243289,77.25,5.33,2.8,21221.2,99.223,70.5
2024-01-30,103.1531,102.2805,11263.243289,78.3,5.33,2.8,21221.2,99.223,70.5
2024-01-31,103.1531,102.2805,11263.243289,76.28,5.33,2.8,21221.2,99.223,70.5
2024-02-02,103.1531,102.2805,11263.243289,72.72,5.33,2.8,21221.2,99.223,70.5
2024-02-05,103.1531,102.2805,11263.243289,73.21,5.33,2.8,21221.2,99.223,70.5
2024-02-06,103.1531,102.2805,11263.243289,73.83,5.33,2.8,21221.2,99.223,70.5
2024-02-07,103.1531,102.2805,11263.243289,74.26,5.33,2.8,21221.2,99.223,70.5
2024-02-08,103.1531,102.2805,11263.243289,76.67,5.33,2.8,21221.2,99.223,70.5
2024-02-09,103.1531,102.2805,11263.243289,77.26,5.33,2.8,21221.2,99.223,70.5
2024-02-12,103.1531,102.2805,11263.243289,77.34,5.33,2.8,21221.2,99.223,70.5
2024-02-13,103.1531,102.2805,11263.243289,78.28,5.33,2.8,21221.2,99.223,70.5
2024-02-14,103.1531,102.2805,11263.243289,77.09,5.33,2.8,21221.2,99.223,70.5
2024-02-15,103.1531,102.2805,11263.243289,78.47,5.33,2.8,21221.2,99.223,70.5
2024-02-16,103.1531,102.2805,11263.243289,79.65,5.33,2.8,21221.2,99.223,70.5
2024-02-19,103.1531,102.2805,11263.243289,79.65,5.33,2.8,21221.2,99.223,70.5
2024-02-20,103.1531,102.2805,11263.243289,78.72,5.33,2.8,21221.2,99.223,70.5
2024-02-21,103.1531,102.2805,11263.243289,78.89,5.33,2.8,21221.2,99.223,70.5
2024-02-22,103.1531,102.2805,11263.243289,79.64,5.33,2.8,21221.2,99.223,70.5
