level_0,index,Date,Adj_Closed_price,Log_Return,Next_day_Adj_Open_price,ma_10,ma_30,ema_10,volatility_10,rsi_14,interest_rate_mom,unemployment_rate_mom,gdp_growth_mom,business_investment_mom,software_spending_mom,corporate_earnings_mom,consumer_sentiment_mom,m2_money_supply_mom,industrial_production_mom,daily_sentiment_score
160,160,2022-10-18,152.85142517089844,0.042239631393414016,151.18881639870852,147.43050384521484,150.36580657958984,147.20219455056326,0.02696491963634892,53.33729537607083,0.75,-0.10000000000000009,0.0,-3.367672249714504,0.6944211479754436,0.0,0.6872852233676952,-0.5502457610268796,0.35116695405557063,12.5
161,161,2022-10-19,152.99081420898438,0.0009115094633068873,154.314943343874,147.175634765625,150.37874857584634,148.25467085209436,0.026930904459036318,57.27926895868441,0.75,-0.10000000000000009,0.0,-3.367672249714504,0.6944211479754436,0.0,0.6872852233676952,-0.5502457610268796,0.35116695405557063,0.0
162,162,2022-10-20,156.80389404296875,0.024618060325329923,156.80388454649614,147.37873229980468,150.3986602783203,149.80907506861698,0.028125515236663276,64.2351110997534,0.75,-0.10000000000000009,0.0,-3.367672249714504,0.6944211479754436,0.0,0.6872852233676952,-0.5502457610268796,0.35116695405557063,0.0
163,163,2022-10-21,159.4620819091797,0.01681022091983515,160.46761296764612,148.36236572265625,150.31835021972657,151.56416722144655,0.025537967489261147,63.16805632953991,0.75,-0.10000000000000009,0.0,-3.367672249714504,0.6944211479754436,0.0,0.6872852233676952,-0.5502457610268796,0.35116695405557063,100.0
164,164,2022-10-24,159.93995666503906,0.0029923109731154213,160.98532202692422,149.85672912597656,150.15308329264323,153.08703802937245,0.021944585043504224,56.26911422485008,0.75,-0.10000000000000009,0.0,-3.367672249714504,0.6944211479754436,0.0,0.6872852233676952,-0.5502457610268796,0.35116695405557063,16.666666666666664
165,165,2022-10-25,164.53955078125,0.028352497629256675,159.0937326312741,152.1166961669922,150.39102681477866,155.16931307516836,0.019616577734509855,60.424356884797575,0.75,-0.10000000000000009,0.0,-3.367672249714504,0.6944211479754436,0.0,0.6872852233676952,-0.5502457610268796,0.35116695405557063,100.0
166,166,2022-10-26,159.2032470703125,-0.03296930221526532,161.08488786808203,153.87090911865235,150.37874806722004,155.90275561974002,0.024418606168694,54.64024686101794,0.75,-0.10000000000000009,0.0,-3.367672249714504,0.6944211479754436,0.0,0.6872852233676952,-0.5502457610268796,0.35116695405557063,16.666666666666664
167,167,2022-10-27,159.0439453125,-0.001001119726616568,158.80500304924738,155.29558410644532,150.54368286132814,156.47388101842364,0.02442713561484744,61.01538471422651,0.75,-0.10000000000000009,0.0,-3.367672249714504,0.6944211479754436,0.0,0.6872852233676952,-0.5502457610268796,0.35116695405557063,37.5
168,168,2022-10-28,162.29949951171875,0.020262841146582965,161.40345975018317,157.36639099121095,150.92565409342447,157.53308438084093,0.02185064715898033,70.90951266005541,0.75,-0.10000000000000009,0.0,-3.367672249714504,0.6944211479754436,0.0,0.6872852233676952,-0.5502457610268796,0.35116695405557063,50.0
169,169,2022-10-31,161.8713836669922,-0.002641298869429497,164.27073026029115,158.90057983398438,151.24954935709636,158.32186606923204,0.021083113424251107,75.71939549238024,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,16.666666666666664
170,170,2022-11-01,159.11363220214844,-0.01718347701837679,158.80501327528734,159.52680053710938,151.58207244873046,158.4658235479441,0.01926963432100997,71.16637032672404,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,
171,171,2022-11-02,149.3470001220703,-0.06334615667087322,148.34145546926902,159.16241912841798,151.6610549926758,156.80785565233066,0.028784423047929004,54.75348744672222,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,100.0
172,172,2022-11-03,145.68325805664062,-0.02483765859013478,145.85251884641067,158.05035552978515,151.53428446451824,154.78520154402335,0.027858233290634464,54.23448540711456,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,70.0
173,173,2022-11-04,139.1522674560547,-0.045866016755701504,139.99848823226395,156.01937408447264,151.2940185546875,151.9428498916654,0.028849995606006686,42.60923932982757,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,87.5
174,174,2022-11-07,143.95094299316406,0.03390378498692536,144.44873361101705,154.42047271728515,151.23660583496093,150.4897759101197,0.03228023243415382,40.80247318487833,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,50.0
175,175,2022-11-08,146.44985961914062,0.017210546840043892,145.20537092229054,152.61150360107422,151.1772028605143,149.75524567539622,0.03095397647318384,43.55503929208692,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,50.0
176,176,2022-11-09,141.43211364746094,-0.03486327496318332,150.33262841569157,150.83439025878906,150.90806376139324,148.24194894304435,0.031104367120062617,35.20504148119211,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,0.0
177,177,2022-11-10,155.6092071533203,0.09552794217838231,155.79835765312333,150.49091644287108,151.2229990641276,149.58145043582178,0.04617022330233877,46.964724730962544,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,0.0
178,178,2022-11-11,157.03286743164062,0.009107348206486697,155.131326404803,149.9642532348633,151.68395284016927,150.93625352597064,0.045700001432793715,47.74343642372356,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,
179,179,2022-11-14,157.95877075195312,0.005878924230413266,161.9609881004823,149.57299194335937,152.04103444417316,152.21307483978563,0.04579295253509242,44.58286293655208,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,50.0
180,180,2022-11-15,161.35369873046875,0.02126478751527773,159.29283891392674,149.7969985961914,152.25143432617188,153.87500645627347,0.046031623953429524,51.82864610743821,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,0.0
181,181,2022-11-16,154.4344024658203,-0.043829415213238986,149.52620199628728,150.3057388305664,152.2145975748698,153.97671482164563,0.043315144506117384,46.48443200530667,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,25.0
182,182,2022-11-17,149.02841186523438,-0.03563245524221387,151.16890447346537,150.64025421142577,152.0231140136719,153.0770233750254,0.04422071423073726,40.19997268674537,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,0.0
183,183,2022-11-18,147.3856964111328,-0.011084035653493769,145.37463544386867,151.4635971069336,151.94844563802084,152.04223665431763,0.04128425114589305,39.491557018077906,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,0.0
184,184,2022-11-21,144.20980834960938,-0.02178369416775527,144.5582592202884,151.48948364257814,151.92222849527994,150.6181587807343,0.04081759861314576,39.253421071914964,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,50.0
185,185,2022-11-22,148.59036254882812,0.029924033587102602,146.96756250560762,151.7035339355469,152.14391123453777,150.24946855675134,0.04159754319725036,49.40847114837023,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,0.0
186,186,2022-11-23,151.56715393066406,0.01983551181423605,151.39789967455306,152.7170379638672,152.47411244710287,150.48904771564455,0.039851483488196504,54.649893269039914,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,42.857142857142854
187,187,2022-11-25,152.6722412109375,0.007264622254539446,151.3282090119485,152.4233413696289,152.73661397298176,150.88599198751598,0.025084600304198318,61.68673491056672,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,0.0
188,188,2022-11-28,153.0107421875,0.002214720042058241,152.04502505917904,152.02112884521483,153.11725769042968,151.27231020569488,0.024841895552695704,58.485648045326684,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,8.333333333333332
189,189,2022-11-29,151.00961303710938,-0.013164632017652804,150.08373490213046,151.32621307373046,153.26659495035807,151.22454708413386,0.024850069126862655,54.31098505722917,0.0,0.10000000000000009,0.6999999999999997,8.592567060184898,0.5363805970149294,-1.2594809846167676,2.2184300341296925,-0.3454576732983994,-0.08538373420546863,30.0
190,190,2022-11-30,159.541748046875,0.05496213393074231,146.89786819354822,151.1450180053711,153.48960571289064,152.73676544099587,0.030397440975210795,66.05473337681933,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,0.0
191,191,2022-12-01,146.3502960205078,-0.08630259539204656,143.652270616225,150.33660736083985,153.26825510660808,151.5755891827253,0.03882558045113981,41.6456980284799,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,16.666666666666664
192,192,2022-12-02,143.92108154296875,-0.01673793132062178,142.1688495407448,149.82587432861328,152.83882802327474,150.18386052095138,0.037630949913885506,38.38011161012507,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,0.0
193,193,2022-12-05,133.33804321289062,-0.07637752259136987,132.12347718098832,148.42110900878907,151.96802673339843,147.1209846467585,0.04418868700430894,31.369590458534574,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,10.0
194,194,2022-12-06,132.68099975585938,-0.004939832771317088,131.91439688078907,147.26822814941406,151.05939483642578,144.4955328484132,0.04401097823833184,27.365625513433713,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,18.75
195,195,2022-12-07,129.9033203125,-0.02115726526413584,127.86237192533737,145.39952392578124,149.90485382080078,141.84240329642898,0.041995653235511514,29.280207570519153,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,6.25
196,196,2022-12-08,129.55487060546875,-0.00268598123874314,129.16659269658936,143.19829559326172,148.91657460530598,139.6083064435271,0.04059333403304002,32.01546293253456,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,19.047619047619047
197,197,2022-12-09,130.53053283691406,0.007502664856964604,130.52057198032776,140.98412475585937,147.96612752278645,137.95780215141565,0.04060835904821044,34.2394464986979,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,35.71428571428571
198,198,2022-12-12,132.5216827392578,0.015139107857884315,136.78276534330553,138.93521881103516,146.9735336303711,136.9694168037506,0.04143796942944407,38.82329526701625,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,19.047619047619047
199,199,2022-12-13,135.0205841064453,0.018680966324553395,134.41327959156538,137.33631591796876,146.07850697835286,136.61508358605872,0.04274451361645772,36.53958333522531,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,10.0
200,200,2022-12-14,134.15443420410156,-0.006435611277962608,131.08805437065107,134.7975845336914,145.2465337117513,136.1676927893392,0.03607580362405001,31.972765473444753,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,25.0
201,201,2022-12-15,129.86349487304688,-0.03250777106006636,128.35020795891245,133.1489044189453,144.59708353678386,135.02147498637697,0.02768288802598123,27.847604899747708,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,-25.0
202,202,2022-12-16,127.70308685302734,-0.016775923899481505,127.20528667958199,131.52710494995117,143.99774449666342,133.69085896213159,0.027683620448495663,26.26072825075856,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,0.0
203,203,2022-12-19,128.43980407714844,0.0057524083760805865,126.9364878281902,131.03728103637695,143.6406623840332,132.73612171031647,0.01628333049286275,28.31449989795989,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,33.33333333333333
204,204,2022-12-20,127.88228607177734,-0.004350143089430428,127.39444416806329,130.55740966796876,143.10504048665365,131.853606139673,0.016279580879062255,14.07585602809337,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,10.0
205,205,2022-12-21,129.72410583496094,0.01429973172955613,128.1013125565124,130.53948822021485,142.54751536051432,131.46642426608898,0.01590801734121993,24.589107225313555,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,0.0
206,206,2022-12-22,128.6190185546875,-0.008555242359846626,128.1610512057063,130.4459030151367,142.12041219075522,130.94871413674323,0.016119337704244396,25.626333114914758,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,66.66666666666666
207,207,2022-12-23,128.867919921875,0.0019333131706538405,127.99179492295478,130.2796417236328,141.22903594970703,130.5703879158581,0.015898176111706862,39.38537081670839,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,33.33333333333333
208,208,2022-12-27,130.08251953125,0.009381011434717043,129.13672379798197,130.03572540283204,140.330691019694,130.48168457320207,0.01533152329075799,43.98889088128859,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,30.0
209,209,2022-12-28,127.9021987915039,-0.016903114775596813,129.12676392303075,129.3238868713379,139.32880528767905,130.01268715834786,0.014116198777499136,45.23919379705382,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,25.0
210,210,2022-12-29,131.95420837402344,0.03118905621657685,130.03273788994375,129.10386428833007,138.34882227579752,130.3656910157434,0.01822922769430038,54.85299328050408,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,37.5
211,211,2022-12-30,132.0039825439453,0.0003771367756288902,134.5925024798634,129.31791305541992,137.60114161173502,130.6635622026892,0.014661928853183978,53.09622459652311,0.75,0.0,0.0,-8.030562388763563,0.48215528382542505,0.0,-5.342237061769605,-0.3093302975729628,-0.3271328890358194,49.99999999999999
212,212,2023-01-03,134.18431091308594,0.016382216536331297,140.59583832152694,129.96603546142578,137.1063382466634,131.30369833185225,0.013757152412599193,53.46619535418738,0.5,-0.10000000000000009,0.0,4.120598059879943,0.8038585209003246,0.0,5.467372134038784,-0.43946066616432633,-1.2406673533399748,25.0
213,213,2023-01-04,138.97303771972656,0.03506563162103504,137.03166889909787,131.01935882568358,136.8259162902832,132.69812367510212,0.016745403073943003,57.521806525202294,0.5,-0.10000000000000009,0.0,4.120598059879943,0.8038585209003246,0.0,5.467372134038784,-0.43946066616432633,-1.2406673533399748,75.0
214,214,2023-01-05,135.73741149902344,-0.023557719534198638,136.97193417692804,131.80487136840821,136.54350306193035,133.25072146126962,0.019222708533822644,52.76330979211383,0.5,-0.10000000000000009,0.0,4.120598059879943,0.8038585209003246,0.0,5.467372134038784,-0.43946066616432633,-1.2406673533399748,0.0
215,215,2023-01-06,139.88897705078125,0.03012686539403889,141.95978300696197,132.82135848999025,136.25345687866212,134.457677022999,0.020588592043565373,67.58646551737982,0.5,-0.10000000000000009,0.0,4.120598059879943,0.8038585209003246,0.0,5.467372134038784,-0.43946066616432633,-1.2406673533399748,16.666666666666664
216,216,2023-01-09,146.44985961914062,0.045834027779095364,145.16554476938,134.60444259643555,136.08288040161133,136.6380738586611,0.022915646403023713,78.48717891047926,0.5,-0.10000000000000009,0.0,4.120598059879943,0.8038585209003246,0.0,5.467372134038784,-0.43946066616432633,-1.2406673533399748,14.285714285714285
217,217,2023-01-10,146.78834533691406,0.0023086068758249347,144.63789260415567,136.39648513793946,135.8867505391439,138.483577763798,0.022895838471623776,78.22362213595332,0.5,-0.10000000000000009,0.0,4.120598059879943,0.8038585209003246,0.0,5.467372134038784,-0.43946066616432633,-1.2406673533399748,30.0
218,218,2023-01-11,144.2595672607422,-0.017377494237383693,147.18658128422746,137.81418991088867,135.59504470825195,139.5337576723333,0.024848783401422197,73.75108902341846,0.5,-0.10000000000000009,0.0,4.120598059879943,0.8038585209003246,0.0,5.467372134038784,-0.43946066616432633,-1.2406673533399748,16.666666666666664
219,219,2023-01-12,148.93881225585938,0.03192133824879918,145.55382919791597,139.91785125732423,135.52601801554363,141.24376759661075,0.023668781522415045,75.74708681329106,0.5,-0.10000000000000009,0.0,4.120598059879943,0.8038585209003246,0.0,5.467372134038784,-0.43946066616432633,-1.2406673533399748,25.0
220,220,2023-01-13,148.8491973876953,-0.0006018702430400374,148.93882288577078,141.60735015869142,135.16959966023762,142.6265730131716,0.023420310362068607,77.86613627746144,0.5,-0.10000000000000009,0.0,4.120598059879943,0.8038585209003246,0.0,5.467372134038784,-0.43946066616432633,-1.2406673533399748,37.5
221,221,2023-01-17,147.81381225585938,-0.006980238871455057,148.20207645973068,143.1883331298828,135.21838353474934,143.56970742093299,0.023937530528891245,75.54363948692101,0.5,-0.10000000000000009,0.0,4.120598059879943,0.8038585209003246,0.0,5.467372134038784,-0.43946066616432633,-1.2406673533399748,28.57142857142857
222,222,2023-01-18,144.80714416503906,-0.02055063959687709,142.88568260318982,144.25061645507813,135.24791895548503,143.79469591986137,0.025841773895582884,68.93724954569896,0.5,-0.10000000000000009,0.0,4.120598059879943,0.8038585209003246,0.0,5.467372134038784,-0.43946066616432633,-1.2406673533399748,37.5
223,223,2023-01-19,145.76290893554688,0.006578573443771451,143.66223276854484,144.92960357666016,135.66208114624024,144.15255283180417,0.023983282720817727,73.71760412624728,0.5,-0.10000000000000009,0.0,4.120598059879943,0.8038585209003246,0.0,5.467372134038784,-0.43946066616432633,-1.2406673533399748,0.0
224,224,2023-01-20,150.58151245117188,0.032523158207239965,156.65456104107454,146.414013671875,136.25876490275064,145.3214545807801,0.023166153488571123,74.24202407046945,0.5,-0.10000000000000009,0.0,4.120598059879943,0.8038585209003246,0.0,5.467372134038784,-0.43946066616432633,-1.2406673533399748,25.0
225,225,2023-01-23,155.18109130859375,0.03008821743297869,155.21096446658757,147.94322509765624,137.10135726928712,147.11411580401895,0.023162495697974118,76.96941051472052,0.5,-0.10000000000000009,0.0,4.120598059879943,0.8038585209003246,0.0,5.467372134038784,-0.43946066616432633,-1.2406673533399748,0.0
226,226,2023-01-24,154.17556762695312,-0.006500763398537758,150.54169728026736,148.7157958984375,137.92204717000325,148.39801613546152,0.01994993846795543,73.91616262772263,0.5,-0.10000000000000009,0.0,4.120598059879943,0.8038585209003246,0.0,5.467372134038784,-0.43946066616432633,-1.2406673533399748,10.0
227,227,2023-01-25,155.47976684570312,0.008423603829151851,157.49083880248992,149.5849380493164,138.75368830362956,149.68560717368726,0.019947195520888993,71.54367404196236,0.5,-0.10000000000000009,0.0,4.120598059879943,0.8038585209003246,0.0,5.467372134038784,-0.43946066616432633,-1.2406673533399748,14.285714285714285
228,228,2023-01-26,164.36033630371094,0.05554558374849025,164.32053354736095,151.5950149536133,139.814976755778,152.35373974278247,0.023555156954490706,82.55945061941398,0.5,-0.10000000000000009,0.0,4.120598059879943,0.8038585209003246,0.0,5.467372134038784,-0.43946066616432633,-1.2406673533399748,0.0
229,229,2023-01-27,163.79287719726562,-0.0034585044346690987,163.3448480938212,153.0804214477539,140.77405319213867,154.43358291632484,0.02305660538601958,79.60546357953811,0.5,-0.10000000000000009,0.0,4.120598059879943,0.8038585209003246,0.0,5.467372134038784,-0.43946066616432633,-1.2406673533399748,50.0
230,230,2023-01-30,164.02183532714844,0.0013968754809656936,163.5539218132451,154.59768524169922,141.76963322957357,156.17690153647456,0.02296773094352424,75.81165956672339,0.5,-0.10000000000000009,0.0,4.120598059879943,0.8038585209003246,0.0,5.467372134038784,-0.43946066616432633,-1.2406673533399748,50.0
231,231,2023-01-31,167.2276153564453,0.019356289427429462,166.9886730931159,156.5390655517578,143.0151039123535,158.18612223101468,0.02234317029913014,77.69088924537351,0.0,-0.10000000000000009,-0.6000000000000001,1.7023392366701362,1.105794790005321,-0.46368940746053244,8.528428093645491,-0.40003384540173714,0.9044787904143092,25.0
232,232,2023-02-01,171.06060791015625,0.022662075301836355,174.93341169993508,159.16441192626954,144.46035461425782,160.52693780904042,0.019238132943134326,85.07040104977611,0.0,-0.10000000000000009,-0.6000000000000001,1.7023392366701362,1.105794790005321,-0.46368940746053244,8.528428093645491,-0.40003384540173714,0.9044787904143092,0.0
233,233,2023-02-02,173.86813354492188,0.01627923277899165,169.26856142278686,161.97493438720704,145.9746322631836,162.95260976101886,0.018915079410137235,84.3014115544567,0.0,-0.10000000000000009,-0.6000000000000001,1.7023392366701362,1.105794790005321,-0.46368940746053244,8.528428093645491,-0.40003384540173714,0.9044787904143092,75.0
234,234,2023-02-03,170.28404235839844,-0.020829278551853198,167.25747890509683,163.9451873779297,147.3880241394043,164.28559750599695,0.021584078526620924,76.90582117922146,0.0,-0.10000000000000009,-0.6000000000000001,1.7023392366701362,1.105794790005321,-0.46368940746053244,8.528428093645491,-0.40003384540173714,0.9044787904143092,25.0
235,235,2023-02-06,168.30284118652344,-0.011702897423715634,166.829385608438,165.25736236572266,148.6739819844564,165.01600544791086,0.02180115748008796,75.12208665561329,0.0,-0.10000000000000009,-0.6000000000000001,1.7023392366701362,1.105794790005321,-0.46368940746053244,8.528428093645491,-0.40003384540173714,0.9044787904143092,12.5
236,236,2023-02-07,170.52297973632812,0.013105083420996356,169.2486393654618,166.89210357666016,150.07078069051107,166.01727350035034,0.02121416864437679,82.15091449979225,0.0,-0.10000000000000009,-0.6000000000000001,1.7023392366701362,1.105794790005321,-0.46368940746053244,8.528428093645491,-0.40003384540173714,0.9044787904143092,0.0
237,237,2023-02-08,168.88027954101562,-0.009680007351071666,172.5639280052544,168.2321548461914,151.4045260111491,166.53782005319857,0.022123967155350862,78.41415475100902,0.0,-0.10000000000000009,-0.6000000000000001,1.7023392366701362,1.105794790005321,-0.46368940746053244,8.528428093645491,-0.40003384540173714,0.9044787904143092,0.0
238,238,2023-02-09,172.89247131347656,0.02347978934939945,166.91899902324994,169.08536834716796,152.83152440388997,167.69321119143092,0.01598124185006714,77.97759069553494,0.0,-0.10000000000000009,-0.6000000000000001,1.7023392366701362,1.105794790005321,-0.46368940746053244,8.528428093645491,-0.40003384540173714,0.9044787904143092,-33.33333333333333
239,239,2023-02-10,166.29177856445312,-0.03892590055097278,167.53625512092904,169.33525848388672,154.11117706298828,167.43840525925313,0.021174048963855288,63.26680163949719,0.0,-0.10000000000000009,-0.6000000000000001,1.7023392366701362,1.105794790005321,-0.46368940746053244,8.528428093645491,-0.40003384540173714,0.9044787904143092,0.0
240,240,2023-02-13,170.32388305664062,0.0239578713186818,167.47651662371263,169.96546325683593,155.39016621907552,167.96303758605086,0.022330525296474477,67.98229188685131,0.0,-0.10000000000000009,-0.6000000000000001,1.7023392366701362,1.105794790005321,-0.46368940746053244,8.528428093645491,-0.40003384540173714,0.9044787904143092,83.33333333333331
241,241,2023-02-14,169.20883178710938,-0.006568175786757559,168.10374009650388,170.16358489990233,156.6303278605143,168.18954562260694,0.021819004501687153,65.35296105057317,0.0,-0.10000000000000009,-0.6000000000000001,1.7023392366701362,1.105794790005321,-0.46368940746053244,8.528428093645491,-0.40003384540173714,0.9044787904143092,12.5
242,242,2023-02-15,170.3437957763672,0.00668507986064826,168.24311991742786,170.09190368652344,157.8356440226237,168.58122746874514,0.02062320581249246,58.09322569113933,0.0,-0.10000000000000009,-0.6000000000000001,1.7023392366701362,1.105794790005321,-0.46368940746053244,8.528428093645491,-0.40003384540173714,0.9044787904143092,16.666666666666664
243,243,2023-02-16,167.36700439453125,-0.01762969073132466,164.3006218018785,169.44179077148436,158.78210957845053,168.36045963706988,0.020358406774807207,54.538553113127264,0.0,-0.10000000000000009,-0.6000000000000001,1.7023392366701362,1.105794790005321,-0.46368940746053244,8.528428093645491,-0.40003384540173714,0.9044787904143092,0.0
244,244,2023-02-17,164.44000244140625,-0.017643255386086895,163.016326019781,168.85738677978514,159.73886260986328,167.6476492378583,0.020085582871733645,50.49695155896451,0.0,-0.10000000000000009,-0.6000000000000001,1.7023392366701362,1.105794790005321,-0.46368940746053244,8.528428093645491,-0.40003384540173714,0.9044787904143092,0.0
245,245,2023-02-21,160.9056854248047,-0.021727388357562563,162.38910541010938,168.11767120361327,160.43941955566407,166.4218376354849,0.020779084160688882,42.54520408141233,0.0,-0.10000000000000009,-0.6000000000000001,1.7023392366701362,1.105794790005321,-0.46368940746053244,8.528428093645491,-0.40003384540173714,0.9044787904143092,24.999999999999996
246,246,2023-02-22,162.63800048828125,0.010708486629948935,164.55944985112788,167.32917327880858,160.9790242513021,165.73386724508424,0.020566270609733737,39.55039656637281,0.0,-0.10000000000000009,-0.6000000000000001,1.7023392366701362,1.105794790005321,-0.46368940746053244,8.528428093645491,-0.40003384540173714,0.9044787904143092,40.0
247,247,2023-02-23,163.39462280273438,0.0046413985515617266,159.88022375989684,166.78060760498047,161.5325668334961,165.30855007374788,0.020681922765900338,36.30920182354622,0.0,-0.10000000000000009,-0.6000000000000001,1.7023392366701362,1.105794790005321,-0.46368940746053244,8.528428093645491,-0.40003384540173714,0.9044787904143092,25.0
248,248,2023-02-24,161.4831085205078,-0.01176772771203241,163.11586370456067,165.6396713256836,162.10668487548827,164.61301524588603,0.01849873971264338,37.96950545439376,0.0,-0.10000000000000009,-0.6000000000000001,1.7023392366701362,1.105794790005321,-0.46368940746053244,8.528428093645491,-0.40003384540173714,0.9044787904143092,12.5
249,249,2023-02-27,162.41896057128906,0.005778627210438728,161.81165809522534,165.25238952636718,162.55602315266927,164.21409621414114,0.014938901639934344,41.72036749315696,0.0,-0.10000000000000009,-0.6000000000000001,1.7023392366701362,1.105794790005321,-0.46368940746053244,8.528428093645491,-0.40003384540173714,0.9044787904143092,10.714285714285714
