level_0,index,Date,Adj_Closed_price,Log_Return,Next_day_Adj_Open_price,ma_10,ma_30,ema_10,volatility_10,rsi_14,corporate_bond_spread_mom,interest_rate_mom,gdp_growth_mom,unemployment_rate_mom,stock_market_volatility_mom,cpi_mom,industrial_production_mom,m2_money_supply_mom,commercial_loans_mom,sp500_mom,daily_sentiment_score
18,18,2022-03-25,314.56060791015625,0.0037401817774747035,315.1757525633332,314.55970458984376,0.0,313.9545512444595,0.01623422930522626,62.699407368630354,0.4099999999999999,0.0,0.0,-0.20000000000000018,5.32,0.7595878041007254,0.6236254453408918,0.2545661941658395,0.3763421840766945,-3.136052086678265,-10.294117647058822
19,19,2022-03-28,312.5193786621094,-0.00651029055735419,319.2022746604758,315.52158203125,0.0,313.69361077494125,0.016254621779362537,61.03979813936977,0.4099999999999999,0.0,0.0,-0.20000000000000018,5.32,0.7595878041007254,0.6236254453408918,0.2545661941658395,0.3763421840766945,-3.136052086678265,-7.6923076923076925
20,20,2022-03-29,316.58319091796875,0.012919574575852862,315.9680590741895,316.5002380371094,0.0,314.2189889827644,0.016263864932110475,55.49517878368405,0.4099999999999999,0.0,0.0,-0.20000000000000018,5.32,0.7595878041007254,0.6236254453408918,0.2545661941658395,0.3763421840766945,-3.136052086678265,-4.878048780487804
21,21,2022-03-30,312.78973388671875,-0.012054865471092724,313.29304499947966,316.01836853027345,0.0,313.959124419847,0.012479505676933558,55.11608750972229,0.4099999999999999,0.0,0.0,-0.20000000000000018,5.32,0.7595878041007254,0.6236254453408918,0.2545661941658395,0.3763421840766945,-3.136052086678265,-1.25
22,22,2022-03-31,307.6727294921875,-0.01649453661163922,311.24247706877003,314.7908508300781,0.0,312.81614352390886,0.012867597473455084,52.663287803632144,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,-6.666666666666668
23,23,2022-04-01,307.7845458984375,0.0003633604214339989,307.579526694397,313.3778503417969,0.0,311.90130759200497,0.012491458749700833,54.65361010483904,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,-7.1428571428571415
24,24,2022-04-04,305.9111328125,-0.006105367758948024,305.1188548865447,312.3721588134766,0.0,310.81218490482223,0.011502723552412369,49.12243772138668,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,-6.382978723404255
25,25,2022-04-05,301.9498596191406,-0.01303366828861911,298.2589020697066,310.5965850830078,0.0,309.2008530346983,0.010543778131099657,32.043593716972595,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,-3.0612244897959178
26,26,2022-04-06,294.77301025390625,-0.024055372449947758,293.5985913050692,308.7930480957031,0.0,306.57760889273607,0.010941102722400429,24.013812577610707,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,-5.555555555555555
27,27,2022-04-07,292.80633544921875,-0.006694184073350347,292.27503669971907,306.73505249023435,0.0,304.0737409939147,0.010593771851529628,19.953756497086147,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,-5.357142857142858
28,28,2022-04-08,299.554443359375,0.022784762551759496,298.8274840396086,305.23443603515625,0.0,303.2520505149075,0.01389508357850606,33.333271356917834,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,-16.346153846153847
29,29,2022-04-11,298.9673156738281,-0.001961926579992933,299.82477016021323,303.8792297363281,308.57090962727864,302.47300781652945,0.01391051553075667,27.502509461796592,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,-6.363636363636363
30,30,2022-04-12,298.0538635253906,-0.003060035030735849,294.3442751662403,302.0262969970703,308.30930989583334,301.66952703632234,0.012546594360130897,31.60580364752002,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,-0.7692307692307692
31,31,2022-04-13,300.0950927734375,0.006825180084129253,306.15348848156947,300.7568328857422,307.861610921224,301.38326626125234,0.012953373614571302,34.013381707555226,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,-11.904761904761903
32,32,2022-04-14,299.78753662109375,-0.001025387848292023,298.8647655523696,299.9683135986328,307.49562276204426,301.0931335994053,0.012217219703044617,31.85260272493619,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,-13.829787234042556
33,33,2022-04-18,307.4676818847656,0.025295969668372185,308.01758040943344,299.93662719726564,307.5021464029948,302.2521423785617,0.015093773301294714,44.54953863336433,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,-18.627450980392155
34,34,2022-04-19,313.1252746582031,0.01823336682920188,315.12920491602864,300.6580413818359,307.9389709472656,304.22907552031467,0.015956031971852004,46.393172209323275,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,-3.571428571428572
35,35,2022-04-20,317.8880920410156,0.01509606003328488,320.93589281050106,302.2518646240234,308.55071411132815,306.712533069533,0.01541682867461395,55.21250579555587,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,-14.0
36,36,2022-04-21,311.58734130859375,-0.02001972066455081,309.73261753509473,303.9332977294922,308.57277119954426,307.5988618402713,0.014598666452588812,53.90767131133059,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,-5.0
37,37,2022-04-22,298.0445861816406,-0.044436594986489025,294.8849025490464,304.4571228027344,308.2580495198568,305.86172081142934,0.02140660494429368,42.33312434089309,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,0.9433962264150946
38,38,2022-04-25,299.5824890136719,0.005146708677044235,296.34826740117575,304.4599273681641,308.0846893310547,304.72004230274615,0.02017415335645324,44.99191227291455,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,-10.714285714285714
39,39,2022-04-26,291.8464050292969,-0.026162148347222816,290.93294204772855,303.7478363037109,307.716216023763,302.3793809803008,0.02182115455637503,42.455496842917,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,8.333333333333332
40,40,2022-04-27,291.9488830566406,0.0003510752158767562,295.57461318945576,303.13733825683596,307.22129109700523,300.48292681236256,0.021836531579496107,47.64202841460102,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,4.000000000000002
41,41,2022-04-28,296.7769775390625,0.01640221042749709,295.6957659393888,302.80552673339844,306.52690938313805,299.80911785358074,0.022470782870238213,53.16405520450724,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,-0.735294117647058
42,42,2022-04-29,284.7347412109375,-0.04142292507120311,285.03299614864443,301.3002471923828,305.35313720703124,297.0683221003729,0.025833234960406917,39.1096018823597,-0.4099999999999999,0.25,0.0,-0.19999999999999973,-9.59,1.0606779482313256,0.8124046352426806,0.4708385366079204,1.578994563564251,3.577323877328009,15.789473684210524
43,43,2022-05-02,289.3298034667969,0.016009211643341955,290.3550890828485,299.48645935058596,304.26697896321616,295.66131871244994,0.02476176560573183,43.31175657828414,0.11999999999999988,0.0,1.3,0.10000000000000009,12.84,0.42113975510602586,0.2232325475391983,0.0018413832471031455,1.1745872336090368,-8.795671914903934,-1.3513513513513509
44,44,2022-05-03,293.2817687988281,0.013566589247505307,294.3722421876593,297.5021087646484,303.5107696533203,295.2286732736096,0.02429214214938461,46.822275690526894,0.11999999999999988,0.0,1.3,0.10000000000000009,12.84,0.42113975510602586,0.2232325475391983,0.0018413832471031455,1.1745872336090368,-8.795671914903934,12.295081967213115
45,45,2022-05-04,302.0896911621094,0.029590148719126404,298.7249358055687,295.9222686767578,302.92357279459634,296.47613107151864,0.026092646451862753,51.2183973355912,0.11999999999999988,0.0,1.3,0.10000000000000009,12.84,0.42113975510602586,0.2232325475391983,0.0018413832471031455,1.1745872336090368,-8.795671914903934,5.932203389830509
46,46,2022-05-05,291.79974365234375,-0.03465620630125004,291.06341123579637,293.9435089111328,302.22328491210936,295.6258788134868,0.02740043848831114,45.65104407242411,0.11999999999999988,0.0,1.3,0.10000000000000009,12.84,0.42113975510602586,0.2232325475391983,0.0018413832471031455,1.1745872336090368,-8.795671914903934,3.8461538461538467
47,47,2022-05-06,291.69720458984375,-0.00035146392406828326,287.93170819368123,293.30877075195315,301.5003153483073,294.911574409188,0.023959969051373,40.641571389196045,0.11999999999999988,0.0,1.3,0.10000000000000009,12.84,0.42113975510602586,0.2232325475391983,0.0018413832471031455,1.1745872336090368,-8.795671914903934,12.987012987012987
48,48,2022-05-09,287.90374755859375,-0.013090079250194932,290.5415022152764,292.1408966064453,300.61175333658855,293.6374240727163,0.024036566212149835,34.69456314282783,0.11999999999999988,0.0,1.3,0.10000000000000009,12.84,0.42113975510602586,0.2232325475391983,0.0018413832471031455,1.1745872336090368,-8.795671914903934,-12.5
49,49,2022-05-10,284.333984375,-0.012476665875661836,284.33394496968555,291.3896545410156,299.6722401936849,291.94588958222243,0.023000302790168212,29.338847478928272,0.11999999999999988,0.0,1.3,0.10000000000000009,12.84,0.42113975510602586,0.2232325475391983,0.0018413832471031455,1.1745872336090368,-8.795671914903934,-1.5384615384615392
50,50,2022-05-11,281.0624084472656,-0.011572809740845335,279.617752075284,290.30100708007814,298.48821411132815,289.96707483041206,0.023138528857043948,30.475734647962767,0.11999999999999988,0.0,1.3,0.10000000000000009,12.84,0.42113975510602586,0.2232325475391983,0.0018413832471031455,1.1745872336090368,-8.795671914903934,-7.2289156626506
51,51,2022-05-12,279.0678405761719,-0.007121830342193773,283.00113777726716,288.53009338378905,297.36415100097656,287.98539587509566,0.02202544361290286,35.75823980519641,0.11999999999999988,0.0,1.3,0.10000000000000009,12.84,0.42113975510602586,0.2232325475391983,0.0018413832471031455,1.1745872336090368,-8.795671914903934,-3.125
52,52,2022-05-13,286.1328430175781,0.025001280604348402,285.1635132536455,288.66990356445314,296.6461547851562,287.64856808281974,0.020142362334328534,40.679475889442415,0.11999999999999988,0.0,1.3,0.10000000000000009,12.84,0.42113975510602586,0.2232325475391983,0.0018413832471031455,1.1745872336090368,-8.795671914903934,0.0
53,53,2022-05-16,282.82403564453125,-0.011631266973302778,288.8171842326739,288.0193267822266,295.8141377766927,286.7713803667673,0.0196669557347898,43.33881137961599,0.11999999999999988,0.0,1.3,0.10000000000000009,12.84,0.42113975510602586,0.2232325475391983,0.0018413832471031455,1.1745872336090368,-8.795671914903934,-20.895522388059703
54,54,2022-05-17,291.7065734863281,0.030923489630003086,288.00626688338957,287.86180725097654,295.3406524658203,287.6686882066874,0.021863549521970917,49.84163493381776,0.11999999999999988,0.0,1.3,0.10000000000000009,12.84,0.42113975510602586,0.2232325475391983,0.0018413832471031455,1.1745872336090368,-8.795671914903934,0.0
55,55,2022-05-18,285.8905029296875,-0.020139531089498414,283.1781967916886,286.24188842773435,294.8053405761719,287.3453817926874,0.0198082194143777,42.97569351459492,0.11999999999999988,0.0,1.3,0.10000000000000009,12.84,0.42113975510602586,0.2232325475391983,0.0018413832471031455,1.1745872336090368,-8.795671914903934,-9.25925925925926
56,56,2022-05-19,287.2606201171875,0.00478100711052828,290.11272303803,285.78797607421876,294.5549275716146,287.3299705789601,0.017101926730661385,51.89008082077664,0.11999999999999988,0.0,1.3,0.10000000000000009,12.84,0.42113975510602586,0.2232325475391983,0.0018413832471031455,1.1745872336090368,-8.795671914903934,-6.25
57,57,2022-05-20,285.9557189941406,-0.0045529175919285765,291.47354774683754,285.2138275146484,294.3265736897786,287.0801066544475,0.017120323928552155,47.34446064896211,0.11999999999999988,0.0,1.3,0.10000000000000009,12.84,0.42113975510602586,0.2232325475391983,0.0018413832471031455,1.1745872336090368,-8.795671914903934,-3.409090909090909
58,58,2022-05-23,295.0992431640625,0.03147474712859851,293.9248416453181,285.9333770751953,294.1780670166016,288.53813147437745,0.019538680439951217,51.3223624580954,0.11999999999999988,0.0,1.3,0.10000000000000009,12.84,0.42113975510602586,0.2232325475391983,0.0018413832471031455,1.1745872336090368,-8.795671914903934,-5.208333333333334
59,59,2022-05-24,292.6199645996094,-0.008436999296771688,290.10345195099785,286.76197509765626,293.96648864746095,289.2802829516923,0.019234748460323876,42.41111606758544,0.11999999999999988,0.0,1.3,0.10000000000000009,12.84,0.42113975510602586,0.2232325475391983,0.0018413832471031455,1.1745872336090368,-8.795671914903934,-15.555555555555555
60,60,2022-05-25,293.5054626464844,0.0030215332057063025,296.67438231614585,288.00628051757815,293.81487528483075,290.0484974416545,0.018558721199960226,51.609544208687566,0.11999999999999988,0.0,1.3,0.10000000000000009,12.84,0.42113975510602586,0.2232325475391983,0.0018413832471031455,1.1745872336090368,-8.795671914903934,5.555555555555555
61,61,2022-05-26,301.64227294921875,0.027345537432083913,304.55029537725267,290.2637237548828,293.8664479573568,292.156456624848,0.01937774005301458,58.14876828271735,0.11999999999999988,0.0,1.3,0.10000000000000009,12.84,0.42113975510602586,0.2232325475391983,0.0018413832471031455,1.1745872336090368,-8.795671914903934,-12.162162162162165
62,62,2022-05-27,306.2559509277344,0.015179404660456487,303.8459306313978,292.2760345458984,294.0820617675781,294.7200010435546,0.0186427742115961,64.83794510874472,0.11999999999999988,0.0,1.3,0.10000000000000009,12.84,0.42113975510602586,0.2232325475391983,0.0018413832471031455,1.1745872336090368,-8.795671914903934,-2.3809523809523796
63,63,2022-05-31,306.5091857910156,0.0008265316106389741,306.6498377974397,294.64454956054686,294.05011189778645,296.86348917945656,0.01766514306206398,68.9448718222808,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,-7.1428571428571415
64,64,2022-06-01,301.8203430175781,-0.015415775194613766,300.63878302029985,295.6559265136719,293.67328084309895,297.7647353318423,0.01706365010290646,67.31476503506757,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,-11.458333333333334
65,65,2022-06-02,304.0710144042969,0.007429324453185081,300.910724890713,297.47397766113284,293.21271158854165,298.91133152683403,0.01493011325505117,70.76710939876305,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,-6.363636363636363
66,66,2022-06-03,298.8476257324219,-0.01732744358128379,302.8988129651762,298.63267822265624,292.7880544026693,298.8997486551227,0.016690936427943222,60.89389798635536,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,-6.097560975609756
67,67,2022-06-06,300.56378173828125,0.005726152935016629,298.47252767852837,300.09348449707034,292.8720275878906,299.2023001247879,0.016423171550102138,65.62568209945238,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,-3.75
68,68,2022-06-07,301.50152587890625,0.0031150936188092163,298.5288196664411,300.7337127685547,292.9359954833984,299.6203411709912,0.013534707892850002,60.031717832560595,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,8.881784197001252e-16
69,69,2022-06-08,295.0965881347656,-0.021472356956239957,294.04627877018004,300.9813751220703,293.0443349202474,298.79784061895015,0.015193340921895454,59.316243645102894,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,-11.864406779661017
70,70,2022-06-09,285.28753662109375,-0.03380514806086155,278.5074369145616,300.1595825195312,292.8222900390625,296.341421710249,0.01867158111658875,48.294588283952876,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,-4.666666666666668
71,71,2022-06-10,269.15789794921875,-0.058199383475954984,261.6370108026536,296.91114501953126,291.9016540527344,291.3989628446071,0.022507715693239623,38.44278682803861,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,-9.615384615384617
72,72,2022-06-13,265.68817138671875,-0.012974855524844337,266.63524716645986,292.8543670654297,291.2667683919271,286.7242734886274,0.020484254529915976,28.050999083543317,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,-11.25
73,73,2022-06-14,264.9566650390625,-0.0027570486352075972,269.28919135544373,288.69911499023436,290.45433044433594,282.7665264977974,0.020221639382415883,28.802356813699376,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,-12.345679012345679
74,74,2022-06-15,272.0180969238281,0.026302312431425237,265.08802186081647,285.71889038085936,289.74554138183595,280.81226657525747,0.02398116887172281,34.95847493328388,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,-9.322033898305081
75,75,2022-06-16,267.2449035644531,-0.017703117085513913,264.57224026333523,282.036279296875,288.58404846191405,278.34547330056574,0.023210005260585333,24.73130236134682,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,6.097560975609755
76,76,2022-06-17,262.37786865234375,-0.018379768318649677,269.8612626953948,278.38930358886716,287.6033192952474,275.4422724554345,0.023234633636122024,17.886202831505628,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,-1.1111111111111107
77,77,2022-06-21,267.0854797363281,0.017783044501932428,264.72229928322594,275.0414733886719,286.7829284667969,273.9228555974151,0.0245885726272232,22.912464280592047,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,-18.18181818181818
78,78,2022-06-22,266.832275390625,-0.0009484770351006097,266.1007873011667,271.5745483398438,286.08054606119794,272.63365919618053,0.024346916905134047,24.399710433719747,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,-28.75
79,79,2022-06-23,268.3608093261719,0.005712099559162254,272.89026221630496,268.9009704589844,285.54810689290366,271.8567774016335,0.024713379474203014,23.59226701475211,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,-14.0
80,80,2022-06-24,283.9090270996094,0.056321481218655434,284.19972304420816,268.76311950683595,285.6429941813151,274.0480955285382,0.030597152664938645,40.416356027240205,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,-13.392857142857142
81,81,2022-06-27,282.0616149902344,-0.006528319786272123,286.8629272226336,270.0534912109375,285.74278666178384,275.5050990670284,0.023247911626146936,38.150156381136064,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,-6.896551724137932
82,82,2022-06-28,280.8518371582031,-0.004298279566736506,284.49037093780714,271.5698577880859,285.56675313313804,276.4772332654238,0.022670412374240643,36.82068430092162,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,-16.176470588235297
83,83,2022-06-29,284.4059753417969,0.012575447673785232,278.1229941405395,273.51478881835936,285.61948445638023,277.9188227338553,0.022564371241291528,42.91923100556581,0.13000000000000034,0.49999999999999994,0.0,-0.10000000000000009,-7.209999999999997,0.8986577274175289,0.061708959169082256,-0.12244973116301017,1.6560584067217388,0.005324388360872234,-7.142857142857142
