level_0,index,Date,Adj_Closed_price,Log_Return,Next_day_Adj_Open_price,ma_10,ma_30,ema_10,volatility_10,rsi_14,interest_rate_mom,gdp_growth_mom,semiconductor_shipments_mom,industrial_production_mom,global_trade_volume_mom,crude_oil_prices_mom,m2_money_supply_mom,personal_computing_sales_mom,consumer_sentiment_mom,daily_sentiment_score
35,35,2022-04-20,56.39686965942383,0.00016728828203547953,57.13472026486674,55.724700927734375,56.91342684427897,56.13595538298542,0.019001644903570456,36.413960067908725,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,16.666666666666664
36,36,2022-04-21,55.92605209350586,-0.00838333469251655,55.67884219159604,55.63723526000977,56.91254628499349,56.09779114853459,0.018171131554023567,35.382561250201135,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,0.0
37,37,2022-04-22,55.38068389892578,-0.009799452907976864,54.865519438351065,55.48532562255859,56.922508748372394,55.967408012242075,0.01830469647298348,34.54082724012322,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,0.0
38,38,2022-04-25,55.46843719482422,0.0015832929185971368,55.083476597710685,55.493628692626956,56.96626141866048,55.87668604543883,0.01620493159806844,30.833301162346018,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,0.0
39,39,2022-04-26,52.8444709777832,-0.048461070206319984,52.44063531327423,55.29982681274414,56.95394465128581,55.325374214955986,0.02226748322928817,29.14902025984786,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,0.0
40,40,2022-04-27,52.79446029663086,-0.0009468229995348255,53.39832727471354,55.05894241333008,56.861986033121745,54.86520804798778,0.021948348977454166,32.01153630599782,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,18.181818181818183
41,41,2022-04-28,54.62491989135742,0.03408392031144987,54.02859931723131,54.93062133789063,56.78618227640788,54.8215192922368,0.024678988240868092,41.1600931513591,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,0.0
42,42,2022-04-29,52.308536529541016,-0.04333060678118855,52.56801744535008,54.74700927734375,56.64706751505534,54.36461333538302,0.026387433754458706,38.74508232337877,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,0.0
43,43,2022-05-02,54.38054275512695,0.03884683982651001,54.34846504379476,54.65124092102051,56.552839787801105,54.36750959351828,0.028652810552872318,48.672398673507445,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,8.333333333333332
44,44,2022-05-03,54.8353271484375,0.008328222305711433,54.893825011868714,54.49603004455567,56.48956019083659,54.45256733077632,0.028003970164537807,48.787319929650145,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,7.142857142857142
45,45,2022-05-04,56.957332611083984,0.03796779460192164,56.06758268556101,54.55207633972168,56.46540565490723,54.90797919992317,0.0308538745595182,53.16229646543735,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,-10.0
46,46,2022-05-05,54.72399139404297,-0.04000022405111639,54.2475052622324,54.43187026977539,56.40442212422689,54.87452687158131,0.033433116549597124,51.698020301242664,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,0.0
47,47,2022-05-06,54.73436737060547,0.0001895876516088315,54.053134262848054,54.36723861694336,56.25870895385742,54.84904332594934,0.03332899421992729,48.09819173352915,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,13.636363636363637
48,48,2022-05-09,53.11337661743164,-0.03006299022611071,54.771164774598915,54.1317325592041,56.05128885904948,54.533467560764294,0.03451927799331501,40.04705838695724,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,0.0
49,49,2022-05-10,54.856082916259766,0.03228427128448712,54.21354139121992,54.332893753051756,55.889347076416016,54.5921248981271,0.032432281211947925,45.76263860586752,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,16.666666666666664
50,50,2022-05-11,53.50872039794922,-0.02486844279500577,53.1586631692668,54.404319763183594,55.6554765065511,54.395142261731124,0.033674482046436985,43.65779904091686,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,7.142857142857142
51,51,2022-05-12,53.92953109741211,0.00783357594751058,54.44658625951262,54.334780883789065,55.46827926635742,54.3104856864004,0.03181025739439583,46.167654041446575,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,0.0
52,52,2022-05-13,55.50239944458008,0.028748038394302042,55.138201788284086,54.65416717529297,55.3379456837972,54.5271972787967,0.029289932510249868,50.08316713296186,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,20.0
53,53,2022-05-16,54.97685623168945,-0.009513952167921927,56.18268988082643,54.71379852294922,55.19858589172363,54.60895345204992,0.027165950231162455,55.81994033799033,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,16.666666666666664
54,54,2022-05-17,57.380977630615234,0.04280054735123912,56.612001617955286,54.96836357116699,55.11461143493652,55.1129578481527,0.030203757861259548,61.092605925784326,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,10.0
55,55,2022-05-18,53.835182189941406,-0.06378565074639794,52.64916609969784,54.656148529052736,54.9776419321696,54.88063500120519,0.03452142669788503,48.236334048767056,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,0.0
56,56,2022-05-19,51.536739349365234,-0.043632258734625964,52.262308630961584,54.33742332458496,54.802176284790036,54.272653973597926,0.0349397030721677,48.27501712006416,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,12.5
57,57,2022-05-20,51.25178527832031,-0.005544486645093374,49.44115204676739,53.98916511535644,54.6139097849528,53.723405119911085,0.034873813562102465,42.40006345442244,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,-8.333333333333332
58,58,2022-05-23,49.66382598876953,-0.031473631326064455,49.69212944312999,53.64421005249024,54.423190434773765,52.985299823339886,0.034982067562260084,38.09357859595218,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,-7.5
59,59,2022-05-24,49.460018157958984,-0.004112191567349042,49.43171019782211,53.10460357666015,54.24577471415202,52.34433952054336,0.03226117752359497,31.066507906231152,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,0.0
60,60,2022-05-25,50.16106033325195,0.014074405904090785,50.15256600166161,52.76983757019043,54.07769991556803,51.94737966830856,0.03266248515245848,37.51030327280184,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,0.0
61,61,2022-05-26,51.95660400390625,0.0351697966525755,53.035062029490966,52.57254486083984,53.94598236083984,51.949056820235405,0.03504850420477846,43.07358244976027,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,0.0
62,62,2022-05-27,55.03440856933594,0.05754976819746881,55.14952218784618,52.52574577331543,53.97564074198405,52.510029865526406,0.03897696685392306,54.46569616555639,0.25,0.0,0.0,0.0,0.0,4.577135129512122,0.0,0.0,0.0,11.76470588235294
63,63,2022-05-31,54.73719787597656,-0.005415087366338699,55.4401276893018,52.50177993774414,53.95560646057129,52.91496950379007,0.038897164814254905,49.70372461837849,0.49999999999999994,0.0,0.0,0.0,0.0,64.67031384969768,0.0,0.0,0.0,18.75
64,64,2022-06-01,54.122955322265625,-0.011285103951863936,54.51264165087598,52.17597770690918,53.88012377421061,53.13460328896744,0.03585865473297009,51.58880046541715,,,,,,,,,,2.7777777777777777
65,65,2022-06-02,54.41734313964844,0.0054245021143863766,53.674784360655984,52.23419380187988,53.81413955688477,53.36782871636399,0.029558844642257255,51.270097520113154,0.49999999999999994,0.0,0.0,0.0,0.0,64.67031384969768,0.0,0.0,0.0,5.0
66,66,2022-06-03,53.151123046875,-0.023543676440450377,53.924813553035925,52.39563217163086,53.72164192199707,53.32842768554781,0.026730111707780734,43.778729468857456,0.49999999999999994,0.0,0.0,0.0,0.0,64.67031384969768,0.0,0.0,0.0,21.428571428571427
67,67,2022-06-06,52.95391845703125,-0.003717162052208702,52.888809287453746,52.56584548950195,53.64074974060058,53.26033509854479,0.02667074841526317,44.552839615891166,0.49999999999999994,0.0,0.0,0.0,0.0,64.67031384969768,0.0,0.0,0.0,0.0
68,68,2022-06-07,54.063507080078125,0.020737340314424275,53.95311983096279,53.00581359863281,53.59391873677571,53.40636636791449,0.024100818891127463,40.397616869268994,0.49999999999999994,0.0,0.0,0.0,0.0,64.67031384969768,0.0,0.0,0.0,12.5
69,69,2022-06-08,53.343597412109375,-0.013405453063048862,52.94731759307979,53.39417152404785,53.610556284586586,53.394953830495375,0.024809433794509728,48.29881664616082,0.49999999999999994,0.0,0.0,0.0,0.0,64.67031384969768,0.0,0.0,0.0,0.0
70,70,2022-06-09,52.4812126159668,-0.01629870890810244,51.90282551426872,53.626186752319335,53.60011469523112,53.22881906421745,0.025764004020740427,53.629166781488365,0.49999999999999994,0.0,0.0,0.0,0.0,64.67031384969768,0.0,0.0,0.0,8.333333333333332
71,71,2022-06-10,51.07062911987305,-0.027245691258916852,49.70344922417212,53.53758926391602,53.48163833618164,52.83642089251846,0.025065109307662484,49.35932391532698,0.49999999999999994,0.0,0.0,0.0,0.0,64.67031384969768,0.0,0.0,0.0,10.0
72,72,2022-06-13,48.83917236328125,-0.044676856139180154,49.53267212731747,52.91806564331055,53.365992863972984,52.10964843265715,0.01807917774684567,47.21049991070626,0.49999999999999994,0.0,0.0,0.0,0.0,64.67031384969768,0.0,0.0,0.0,0.0
73,73,2022-06-14,49.07977294921875,0.0049142904753142315,49.927075318975625,52.35232315063477,53.189300537109375,51.5587619811229,0.01877523939594071,48.716963869453366,0.49999999999999994,0.0,0.0,0.0,0.0,64.67031384969768,0.0,0.0,0.0,10.0
74,74,2022-06-15,49.69685363769531,0.01249463031450641,48.30418712120729,51.90971298217774,53.018018086751304,51.22023319140879,0.020176054053421662,48.424732562206685,0.49999999999999994,0.0,0.0,0.0,0.0,64.67031384969768,0.0,0.0,0.0,50.0
75,75,2022-06-16,46.910587310791016,-0.05769823179933982,46.704898464336736,51.15903739929199,52.683126576741536,50.43666121311465,0.02469319620940138,33.95537187797095,0.49999999999999994,0.0,0.0,0.0,0.0,64.67031384969768,0.0,0.0,0.0,-25.0
76,76,2022-06-17,47.04928970336914,0.0029523770727692194,47.95593897921149,50.54885406494141,52.42730318705241,49.82077548407001,0.025074567641395325,18.773582963549288,0.49999999999999994,0.0,0.0,0.0,0.0,64.67031384969768,0.0,0.0,0.0,-50.0
77,77,2022-06-21,47.92644500732422,0.018471670624619473,47.2167213882143,50.0461067199707,52.2003724416097,49.47635176102532,0.026828494392654067,24.521685275247165,0.49999999999999994,0.0,0.0,0.0,0.0,64.67031384969768,0.0,0.0,0.0,50.0
78,78,2022-06-22,47.19674301147461,-0.015342553691585695,47.73426944619566,49.35943031311035,52.00315132141113,49.061877442925194,0.02457023150350586,24.311670510723317,0.49999999999999994,0.0,0.0,0.0,0.0,64.67031384969768,0.0,0.0,0.0,16.666666666666664
79,79,2022-06-23,47.2424201965332,0.0009673357337952963,48.04345895455761,48.74931259155274,51.749362564086915,48.73106703449028,0.02499845003598522,22.88907870638765,0.49999999999999994,0.0,0.0,0.0,0.0,64.67031384969768,0.0,0.0,0.0,20.0
80,80,2022-06-24,48.43256378173828,0.024880170948073307,48.88064851974868,48.344447708129884,51.58015734354655,48.676793715808095,0.027504422224802896,32.067513974077414,0.49999999999999994,0.0,0.0,0.0,0.0,64.67031384969768,0.0,0.0,0.0,8.333333333333332
81,81,2022-06-27,48.111000061035156,-0.006661550434897565,48.76743841220224,48.048484802246094,51.38620630900065,48.57392214221301,0.026663807729597835,31.767239621242197,0.49999999999999994,0.0,0.0,0.0,0.0,64.67031384969768,0.0,0.0,0.0,-12.5
82,82,2022-06-28,47.420318603515625,-0.01446004309048732,47.13777094934538,47.90659942626953,51.116803614298504,48.36417604426802,0.023288467746749773,24.17494940195843,0.49999999999999994,0.0,0.0,0.0,0.0,64.67031384969768,0.0,0.0,0.0,0.0
83,83,2022-06-29,46.655433654785156,-0.016261401803867828,46.42900882977843,47.66416549682617,50.839422861735024,48.05349560981659,0.023456239559819483,24.09070945676352,0.49999999999999994,0.0,0.0,0.0,0.0,64.67031384969768,0.0,0.0,0.0,18.75
84,84,2022-06-30,46.21780776977539,-0.00942422418572641,45.608943729779135,47.31626091003418,50.46731719970703,47.71973418435455,0.02264298240409619,24.910501284490692,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,-25.0
85,85,2022-07-01,45.45957946777344,-0.016541605600634373,44.9039851902462,47.17116012573242,50.188130442301436,47.30879696315798,0.01485819719247567,26.284196300477603,,,,,,,,,,-20.0
86,86,2022-07-05,45.31306838989258,-0.003228091469536855,45.71548611151138,46.997537994384764,49.980674743652344,46.94593722256427,0.014704272213709152,31.907809877837437,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,0.0
87,87,2022-07-06,45.913368225097656,0.01316084508339567,46.43661939588756,46.79623031616211,49.80272750854492,46.75819740484307,0.01388519440752444,34.33174521677414,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,8.333333333333332
88,88,2022-07-07,47.42888259887695,0.03247505926279163,46.90087342081666,46.819444274902345,49.7282293955485,46.880140167394686,0.01743608064513895,39.69381065255747,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,0.0
89,89,2022-07-08,47.443145751953125,0.00030068194875921926,46.56790736780923,46.83951683044434,49.66100031534831,46.982504819132586,0.017435329998718593,53.23509578508547,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,12.5
90,90,2022-07-11,45.937156677246094,-0.03225775935558195,46.409027284455604,46.589976119995114,49.520203526814775,46.79244152060777,0.017886784562222605,44.20657830048714,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,45.0
91,91,2022-07-12,45.79540252685547,-0.003090598680652801,45.18749413588723,46.358416366577146,49.31483014424642,46.61116170356189,0.017892000817704673,37.977652861828226,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,27.77777777777777
92,92,2022-07-13,45.82965850830078,0.0007477426515060078,45.89815015680452,46.199350357055664,49.008005142211914,46.469070213514414,0.017636714062770873,41.63083894549967,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,28.57142857142857
93,93,2022-07-14,46.10649871826172,0.0060224628712531696,46.6953884172065,46.14445686340332,48.72031517028809,46.40314812346847,0.017236025449076774,43.23739990943078,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,50.0
94,94,2022-07-15,47.04072952270508,0.02005990193639095,47.58299951408955,46.22674903869629,48.4842409769694,46.51907201423876,0.01816641973988101,41.45342450030334,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,30.0
95,95,2022-07-18,46.71726608276367,-0.0068999922873745345,47.26334855719162,46.352517700195314,48.22757174173991,46.5551072994251,0.017323157566330415,41.44375546534659,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,31.25
96,96,2022-07-19,48.42400360107422,0.03588181321122003,48.4753709996898,46.663611221313474,48.07000109354655,46.89490662699767,0.02003188497927262,55.47827180523329,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,40.0
97,97,2022-07-20,48.687522888183594,0.005427160779888069,48.76172907772482,46.94102668762207,47.927787907918294,47.220836856304196,0.019901023300798546,61.73365592259972,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,37.5
98,98,2022-07-21,49.24977493286133,0.011482003981759623,49.35728101947714,47.123115921020506,47.767330169677734,47.58973468840549,0.017776108683880548,67.25874172035876,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,43.75
99,99,2022-07-22,48.75887680053711,-0.010017528632560405,48.56289761164481,47.2546890258789,47.61450614929199,47.80230598152033,0.018291676105943684,69.36996457425275,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,50.0
100,100,2022-07-25,48.815006256103516,0.0011505017531209577,48.95960937194033,47.54247398376465,47.492299270629886,47.98643330417182,0.013653002036051387,70.78018384110565,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,16.666666666666664
101,101,2022-07-26,48.62282943725586,-0.003944608717308985,49.29925150021863,47.825216674804686,47.410705947875975,48.102141692005276,0.013719223771438398,66.89606480303081,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,37.5
102,102,2022-07-27,50.21160125732422,0.032152938621763605,50.287713590494285,48.26341094970703,47.45645357767741,48.48567979479054,0.0158194113059926,67.19578365936991,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,49.99999999999999
103,103,2022-07-28,50.76529312133789,0.010966814078269254,50.61021472014326,48.72929039001465,47.512637583414715,48.900154945071876,0.01578868059455262,69.24608252239017,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,0.0
104,104,2022-07-29,50.94318771362305,0.003498130583241657,50.55788958496464,49.11953620910644,47.554182052612305,49.27161544844481,0.015437306416181129,84.27560037757198,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,50.0
105,105,2022-08-01,51.02785873413086,0.001660687870072928,50.72818328560612,49.55059547424317,47.6914244333903,49.59093240947864,0.014742835645294558,86.10815253244097,,,,,,,,,,30.0
106,106,2022-08-02,50.53696060180664,-0.009666771589864575,50.92511688100614,49.7618911743164,47.80768013000488,49.76293753535646,0.012286578193920119,80.55826443640888,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,37.5
107,107,2022-08-03,52.01441955566406,0.028816017605261247,52.1732942264433,50.094580841064456,47.94394594828288,50.17229790268511,0.014548999555627433,83.18015060326144,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,16.666666666666664
108,108,2022-08-04,52.590938568115234,0.01102285504672333,51.839369541671466,50.428697204589845,48.123752466837566,50.61205075094513,0.014532630377102222,82.47604285991066,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,16.666666666666664
109,109,2022-08-05,52.46155548095703,-0.0024632095362917554,52.2627174054149,50.79896507263184,48.29772364298503,50.94832433822002,0.013750208940449116,84.39281643914461,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,30.0
110,110,2022-08-08,51.89929962158203,-0.01077532948536006,51.28662127927928,51.10739440917969,48.413281504313154,51.12122893519492,0.014820234144657825,74.11216496766264,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,30.0
111,111,2022-08-09,50.68821716308594,-0.023611814821180712,51.94972633274383,51.31393318176269,48.49918874104818,51.04249952208419,0.017387812554317938,62.26805155823693,0.7500000000000001,0.0,0.0,0.0,0.0,-5.787725126770404,0.0,0.0,0.0,33.33333333333333
