Date,interest_rate,unemployment_rate,cpi,revolving_credit,delinquency_rate,personal_savings_rate,gdp_growth,consumer_sentiment,housing_starts,retail_sales
2022-05-06,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-07,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-08,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-09,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-10,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-11,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-12,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-13,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-14,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-15,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-16,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-17,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-18,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-19,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-20,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-21,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-22,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-23,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-24,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-25,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-26,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-27,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-28,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-29,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-30,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-05-31,0.83,3.6,291.359,1118.89351,1.84,2.3,0.3,58.4,1540.0,671040.0
2022-06-01,0.83,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-02,0.83,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-03,0.83,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-04,0.83,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-05,0.83,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-06,0.83,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-07,0.83,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-08,0.83,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-09,0.83,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-10,0.83,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-11,0.83,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-12,0.83,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-13,0.83,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-14,0.83,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-15,0.83,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-16,1.58,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-17,1.58,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-18,1.58,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-19,1.58,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-20,1.58,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-21,1.58,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-22,1.58,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-23,1.58,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-24,1.58,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-25,1.58,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-26,1.58,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-27,1.58,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-28,1.58,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-29,1.58,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-06-30,1.58,3.6,294.996,1140.16643,1.84,2.0,0.3,50.0,1542.0,675702.0
2022-07-01,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-02,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-03,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-04,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-05,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-06,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-07,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-08,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-09,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-10,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-11,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-12,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-13,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-14,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-15,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-16,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-17,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-18,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-19,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-20,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-21,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-22,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-23,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-24,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-25,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-26,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-27,1.58,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-28,2.33,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-29,2.32,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-30,2.32,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-07-31,2.32,3.5,294.977,1151.2427,2.07,3.1,2.7,51.5,1392.0,671067.0
2022-08-01,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-02,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-03,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-04,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-05,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-06,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-07,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-08,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-09,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-10,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-11,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-12,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-13,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-14,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-15,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-16,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-17,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-18,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-19,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-20,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-21,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-22,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-23,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-24,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-25,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-26,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-27,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-28,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-29,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-30,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-08-31,2.33,3.6,295.209,1163.43443,2.07,3.1,2.7,58.2,1520.0,675107.0
2022-09-01,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-02,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-03,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-04,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-05,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-06,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-07,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-08,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-09,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-10,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-11,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-12,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-13,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-14,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-15,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-16,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-17,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-18,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-19,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-20,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-21,2.33,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-22,3.08,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-23,3.08,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-24,3.08,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-25,3.08,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-26,3.08,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-27,3.08,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-28,3.08,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-29,3.08,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-09-30,3.08,3.5,296.341,1173.53654,2.07,3.1,2.7,58.6,1470.0,673312.0
2022-10-01,3.08,3.6,297.863,1186.44544,2.26,3.2,3.4,59.9,1440.0,681748.0
2022-10-02,3.08,3.6,297.863,1186.44544,2.26,3.2,3.4,59.9,1440.0,681748.0
2022-10-03,3.08,3.6,297.863,1186.44544,2.26,3.2,3.4,59.9,1440.0,681748.0
2022-10-04,3.08,3.6,297.863,1186.44544,2.26,3.2,3.4,59.9,1440.0,681748.0
2022-10-05,3.08,3.6,297.863,1186.44544,2.26,3.2,3.4,59.9,1440.0,681748.0
2022-10-06,3.08,3.6,297.863,1186.44544,2.26,3.2,3.4,59.9,1440.0,681748.0
2022-10-07,3.08,3.6,297.863,1186.44544,2.26,3.2,3.4,59.9,1440.0,681748.0
2022-10-08,3.08,3.6,297.863,1186.44544,2.26,3.2,3.4,59.9,1440.0,681748.0
2022-10-09,3.08,3.6,297.863,1186.44544,2.26,3.2,3.4,59.9,1440.0,681748.0
2022-10-10,3.08,3.6,297.863,1186.44544,2.26,3.2,3.4,59.9,1440.0,681748.0
2022-10-11,3.08,3.6,297.863,1186.44544,2.26,3.2,3.4,59.9,1440.0,681748.0
2022-10-12,3.08,3.6,297.863,1186.44544,2.26,3.2,3.4,59.9,1440.0,681748.0
