Date,interest_rate,unemployment_rate,cpi,revolving_credit,delinquency_rate,personal_savings_rate,gdp_growth,consumer_sentiment,housing_starts,retail_sales
2023-03-03,4.57,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-04,4.57,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-05,4.57,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-06,4.57,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-07,4.57,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-08,4.57,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-09,4.57,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-10,4.57,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-11,4.57,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-12,4.57,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-13,4.58,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-14,4.58,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-15,4.58,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-16,4.58,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-17,4.58,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-18,4.58,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-19,4.58,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-20,4.58,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-21,4.58,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-22,4.58,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-23,4.83,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-24,4.83,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-25,4.83,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-26,4.83,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-27,4.83,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-28,4.83,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-29,4.83,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-30,4.83,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-03-31,4.83,3.5,301.744,1240.6167,2.45,5.3,2.8,62.0,1342.0,679067.0
2023-04-01,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-02,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-03,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-04,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-05,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-06,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-07,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-08,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-09,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-10,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-11,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-12,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-13,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-14,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-15,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-16,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-17,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-18,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-19,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-20,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-21,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-22,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-23,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-24,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-25,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-26,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-27,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-28,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-29,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-04-30,4.83,3.4,303.032,1252.10036,2.76,5.0,2.4,63.7,1368.0,683698.0
2023-05-01,4.83,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-02,4.83,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-03,4.83,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-04,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-05,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-06,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-07,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-08,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-09,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-10,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-11,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-12,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-13,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-14,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-15,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-16,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-17,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-18,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-19,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-20,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-21,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-22,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-23,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-24,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-25,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-26,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-27,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-28,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-29,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-30,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-05-31,5.08,3.7,303.365,1260.01883,2.76,5.2,2.4,59.0,1583.0,686672.0
2023-06-01,5.08,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-02,5.08,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-03,5.08,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-04,5.08,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-05,5.08,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-06,5.08,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-07,5.08,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-08,5.08,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-09,5.08,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-10,5.08,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-11,5.08,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-12,5.08,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-13,5.08,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-14,5.08,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-15,5.07,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-16,5.08,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-17,5.08,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-18,5.08,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-19,5.08,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-20,5.07,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-21,5.07,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-22,5.07,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-23,5.07,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-24,5.07,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-25,5.07,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-26,5.07,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-27,5.07,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-28,5.07,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-29,5.07,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-06-30,5.08,3.6,304.003,1266.32676,2.76,5.0,2.4,64.2,1415.0,688810.0
2023-07-01,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-02,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-03,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-04,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-05,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-06,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-07,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-08,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-09,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-10,5.07,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-11,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-12,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-13,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-14,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-15,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-16,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-17,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-18,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-19,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-20,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-21,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-22,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-23,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-24,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-25,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-26,5.08,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-27,5.33,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-28,5.33,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-29,5.33,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-30,5.33,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-07-31,5.33,3.5,304.628,1276.25653,2.97,4.6,4.4,71.5,1473.0,690641.0
2023-08-01,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-02,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-03,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-04,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-05,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-06,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-07,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-08,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-09,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-10,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-11,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-12,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-13,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-14,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-15,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-16,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-17,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-18,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-19,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-20,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-21,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-22,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-23,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-24,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-25,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-26,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-27,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-28,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-29,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-30,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-08-31,5.33,3.8,306.187,1287.78476,2.97,4.7,4.4,69.4,1305.0,696238.0
2023-09-01,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-02,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-03,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-04,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-05,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-06,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-07,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-08,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-09,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-10,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-11,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-12,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-13,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-14,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-15,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-16,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-17,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-18,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-19,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-20,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-21,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-22,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-23,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-24,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-25,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-26,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-27,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-28,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-29,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-09-30,5.33,3.8,307.288,1294.54164,2.97,4.4,4.4,67.8,1363.0,702109.0
2023-10-01,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-02,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-03,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-04,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-05,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-06,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-07,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-08,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-09,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-10,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-11,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-12,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-13,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-14,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-15,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-16,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-17,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-18,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-19,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-20,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-21,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-22,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-23,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-24,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-25,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-26,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-27,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-28,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-29,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-30,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-10-31,5.33,3.8,307.531,1299.01321,3.09,4.5,3.2,63.8,1365.0,698956.0
2023-11-01,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-02,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-03,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-04,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-05,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-06,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-07,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-08,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-09,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-10,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-11,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-12,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-13,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-14,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-15,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-16,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-17,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-18,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-19,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-20,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-21,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-22,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-23,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-24,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-25,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-26,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-27,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-28,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-29,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
2023-11-30,5.33,3.7,308.024,1312.48998,3.09,4.6,3.2,61.3,1510.0,700707.0
