level_0,index,Date,Adj_Closed_price,Log_Return,Next_day_Adj_Open_price,ma_10,ma_30,ema_10,volatility_10,rsi_14,interest_rate_mom,gdp_growth_mom,unemployment_rate_mom,business_investment_mom,industrial_production_mom,enterprise_software_spending_mom,global_trade_volume_mom,corporate_earnings_mom,daily_sentiment_score
14,14,2022-03-21,113.56754302978516,-0.005138825666454563,113.92214934578502,111.85204772949218,0.0,112.13630346797126,0.008569048246487583,73.25985796792358,0.0,0.0,-0.20000000000000018,-6.4093186150640635,0.6236254453408918,-1.6122128691681947,1.7976306917581564,0.0,16.666666666666664
15,15,2022-03-22,114.41861724853516,0.007466051194364526,114.43636868532428,112.15170288085938,0.0,112.55126960989196,0.00857701863320049,70.06170728581569,0.0,0.0,-0.20000000000000018,-6.4093186150640635,0.6236254453408918,-1.6122128691681947,1.7976306917581564,0.0,0.0
16,16,2022-03-23,113.74485778808594,-0.005905953341130522,113.77143128804333,112.33610763549805,0.0,112.76828564229086,0.008958534081970929,60.171788966089856,0.0,0.0,-0.20000000000000018,-6.4093186150640635,0.6236254453408918,-1.6122128691681947,1.7976306917581564,0.0,0.0
17,17,2022-03-24,114.5870590209961,0.007377024325755714,114.80872252053112,112.7705192565918,0.0,113.09897171114636,0.006922336078704438,61.04112685174882,0.0,0.0,-0.20000000000000018,-6.4093186150640635,0.6236254453408918,-1.6122128691681947,1.7976306917581564,0.0,7.142857142857142
18,18,2022-03-25,116.4488525390625,0.016117267726251286,115.9789594446649,113.42568435668946,0.0,113.70804095258565,0.007417838688507187,69.61381106708804,0.0,0.0,-0.20000000000000018,-6.4093186150640635,0.6236254453408918,-1.6122128691681947,1.7976306917581564,0.0,12.5
19,19,2022-03-28,116.55521392822266,0.0009129574273991713,117.06052529049681,114.09325942993163,0.0,114.22570876633782,0.007329303627302543,71.94858746003784,0.0,0.0,-0.20000000000000018,-6.4093186150640635,0.6236254453408918,-1.6122128691681947,1.7976306917581564,0.0,0.0
20,20,2022-03-29,116.97187805175781,0.0035684473449828715,117.0339470713562,114.65178680419922,0.0,114.7250122727778,0.006824063629252211,71.7988695777085,0.0,0.0,-0.20000000000000018,-6.4093186150640635,0.6236254453408918,-1.6122128691681947,1.7976306917581564,0.0,21.428571428571427
21,21,2022-03-30,117.14034271240234,0.0014391789473625078,115.89029923181202,115.10304183959961,0.0,115.16416326180044,0.006527196196192764,84.00383948774734,0.0,0.0,-0.20000000000000018,-6.4093186150640635,0.6236254453408918,-1.6122128691681947,1.7976306917581564,0.0,0.0
22,22,2022-03-31,115.26971435546875,-0.01609800176000652,114.95055371321325,115.28567276000976,0.0,115.18335436974013,0.008940163043598253,73.02444262215752,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,6.25
23,23,2022-04-01,115.38495635986328,0.000999260180827256,115.48246644350488,115.40890350341797,0.0,115.22000927703525,0.00879058888911231,73.39879402902994,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,0.0
24,24,2022-04-04,115.49134063720703,0.0009215695699967794,115.11900369567925,115.60128326416016,0.0,115.26934225161193,0.008519418433866518,69.80338546842816,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,8.333333333333332
25,25,2022-04-05,114.26790618896484,-0.010649808688483118,113.2838296557209,115.58621215820312,0.0,115.08726296749427,0.009061173611005337,57.92634139758581,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,0.0
26,26,2022-04-06,114.711181640625,0.0038717597279814223,114.25017422744,115.68284454345704,0.0,115.01888454442712,0.008894887390612791,56.3556404827181,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,0.0
27,27,2022-04-07,113.96648406982422,-0.006513099572012288,113.48772913180615,115.62078704833985,0.0,114.82753900359022,0.008846083564269651,49.07002075598116,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,0.0
28,28,2022-04-08,113.239501953125,-0.006399343699927771,113.43454025738558,115.29985198974609,0.0,114.53880499441472,0.006752029317626683,48.3841873812013,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,20.0
29,29,2022-04-11,112.0337905883789,-0.010704534606519846,112.0781130720613,114.84770965576172,113.19369964599609,114.08334782968093,0.0070366584545198145,38.64973601841698,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,12.5
30,30,2022-04-12,111.68803405761719,-0.0030909528526178094,111.38661052343605,114.31932525634765,113.33052444458008,113.64783623476025,0.006543200095220844,39.89533717441856,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,12.5
31,31,2022-04-13,111.82988739013672,0.001269279444309074,114.30336026825479,113.7882797241211,113.39790242513021,113.31730008119233,0.006525909634815427,35.45373457779009,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,9.090909090909092
32,32,2022-04-14,112.20223236083984,0.003324035088897661,112.23770183722881,113.48153152465821,113.41651992797851,113.11456049567369,0.00555459934981471,23.418088458485713,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,0.0
33,33,2022-04-18,111.85648345947266,-0.003086237235052135,111.77669261977987,113.12868423461914,113.40322138468424,112.8858192163644,0.005400624481477065,21.443885774059353,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,0.0
34,34,2022-04-19,114.49840545654297,0.023344244833809744,119.68475549755432,113.02939071655274,113.49424057006836,113.17901671457867,0.009975554791540333,38.16797236250778,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,-5.0
35,35,2022-04-20,122.62812042236328,0.06859546767759121,122.54831662496856,113.86541213989258,113.86777572631836,114.8970355705395,0.023561726930887664,64.90134740959263,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,16.666666666666664
36,36,2022-04-21,123.98454284667969,0.01100053894157674,123.85154010426879,114.79274826049804,114.27056681315104,116.54930962074681,0.023562353838453697,74.34378945340438,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,0.0
37,37,2022-04-22,122.5660400390625,-0.011506916291759064,121.98092110134554,115.65270385742187,114.6813367207845,117.64326060589511,0.023948553105835303,68.6980595110815,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,0.0
38,38,2022-04-25,123.31962585449219,0.006129581992124081,123.23095973400702,116.6607162475586,115.12875086466471,118.67532701473094,0.023476789350733582,69.71864955167112,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,0.0
39,39,2022-04-26,120.73974609375,-0.021142198624485062,120.37624231930955,117.5313117980957,115.49076029459636,119.05067593818895,0.024630516512708017,65.2591682511472,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,0.0
40,40,2022-04-27,119.73792266845703,-0.008331993786936151,121.3248879013371,118.33630065917968,115.76913757324219,119.17562988914676,0.02493441834660308,61.54779118577525,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,18.181818181818183
41,41,2022-04-28,120.34081268310547,0.005022446332770428,119.80000063276536,119.18739318847656,116.02623825073242,119.38748130623017,0.024867406832775107,64.73960090156334,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,0.0
42,42,2022-04-29,117.21126556396484,-0.02634982791161523,117.91164920978072,119.68829650878907,116.151833597819,118.99180571672738,0.027071943577327028,58.265655202110324,0.25,0.0,-0.19999999999999973,-3.6828705074308687,0.8124046352426806,0.6380510440835208,17.274256687031798,0.0,0.0
43,43,2022-05-02,117.94710540771484,0.006258269627934381,117.91162591419453,120.29735870361328,116.27831548055013,118.80186020599783,0.02694705878339611,62.551700237408134,0.0,1.3,0.10000000000000009,3.6761541771685113,0.2232325475391983,1.2343900096061455,-16.681936894459426,6.3047806164537645,8.333333333333332
44,44,2022-05-03,117.486083984375,-0.0039163723159953735,117.7963897964459,120.59612655639648,116.40893351236979,118.56262816570276,0.026289912191530377,62.24710873204501,0.0,1.3,0.10000000000000009,3.6761541771685113,0.2232325475391983,1.2343900096061455,-16.681936894459426,6.3047806164537645,7.142857142857142
45,45,2022-05-04,121.8124771118164,0.03616289697612274,120.97913571960775,120.51456222534179,116.6553955078125,119.15350979226886,0.017903293317088884,67.91843759705995,0.0,1.3,0.10000000000000009,3.6761541771685113,0.2232325475391983,1.2343900096061455,-16.681936894459426,6.3047806164537645,-10.0
46,46,2022-05-05,120.5003890991211,-0.010829807407078097,120.10141886613981,120.16614685058593,116.88057988484701,119.39839693896927,0.017651661497776146,64.4088337129213,0.0,1.3,0.10000000000000009,3.6761541771685113,0.2232325475391983,1.2343900096061455,-16.681936894459426,6.3047806164537645,0.0
47,47,2022-05-06,122.05183410644531,0.012792842262787738,120.60717609261765,120.11472625732422,117.12940572102865,119.88084006032854,0.01799678344205381,66.99164178937473,0.0,1.3,0.10000000000000009,3.6761541771685113,0.2232325475391983,1.2343900096061455,-16.681936894459426,6.3047806164537645,13.636363636363637
48,48,2022-05-09,120.63409423828125,-0.01168387476040256,121.13659422139412,119.84617309570312,117.26891377766927,120.01779536541085,0.0181573034695728,60.66079067406004,0.0,1.3,0.10000000000000009,3.6761541771685113,0.2232325475391983,1.2343900096061455,-16.681936894459426,6.3047806164537645,0.0
49,49,2022-05-10,115.86940002441406,-0.040298254476930924,116.52443251809832,119.35913848876953,117.24605331420898,119.26354166704779,0.021142627233514184,36.70164841020961,0.0,1.3,0.10000000000000009,3.6761541771685113,0.2232325475391983,1.2343900096061455,-16.681936894459426,6.3047806164537645,16.666666666666664
50,50,2022-05-11,117.32303619384766,0.01246742837805295,117.78963258873645,119.11764984130859,117.25775858561198,118.9107224901023,0.021697739160943936,36.94287499398091,0.0,1.3,0.10000000000000009,3.6761541771685113,0.2232325475391983,1.2343900096061455,-16.681936894459426,6.3047806164537645,7.142857142857142
51,51,2022-05-12,119.25223541259766,0.016309751823704366,119.34198074149032,119.00879211425782,117.32815500895182,118.97281574873782,0.02238839917195349,43.63214400382352,0.0,1.3,0.10000000000000009,3.6761541771685113,0.2232325475391983,1.2343900096061455,-16.681936894459426,6.3047806164537645,0.0
52,52,2022-05-13,119.88037109375,0.005253462796074127,119.43171510072126,119.27570266723633,117.48184356689453,119.1378258114673,0.02055347467240432,43.35905895719002,0.0,1.3,0.10000000000000009,3.6761541771685113,0.2232325475391983,1.2343900096061455,-16.681936894459426,6.3047806164537645,20.0
53,53,2022-05-16,121.16351318359375,0.010646643984551092,123.10168273899518,119.59734344482422,117.67446212768554,119.50613260639938,0.0206948870982123,50.86139942978658,0.0,1.3,0.10000000000000009,3.6761541771685113,0.2232325475391983,1.2343900096061455,-16.681936894459426,6.3047806164537645,16.666666666666664
54,54,2022-05-17,124.1604995727539,0.024434098075894087,123.02095214144816,120.26478500366211,117.96343409220377,120.35238114573656,0.021610864421934682,58.31537833453734,0.0,1.3,0.10000000000000009,3.6761541771685113,0.2232325475391983,1.2343900096061455,-16.681936894459426,6.3047806164537645,10.0
55,55,2022-05-18,119.28814697265625,-0.040033110677237874,118.44468389029207,120.0123519897461,118.13077545166016,120.15888402335831,0.0229966706875006,48.294572321134346,0.0,1.3,0.10000000000000009,3.6761541771685113,0.2232325475391983,1.2343900096061455,-16.681936894459426,6.3047806164537645,0.0
56,56,2022-05-19,116.34498596191406,-0.024982174990560862,116.81156146807092,119.5968116760254,118.18523559570312,119.46544801218661,0.02400727833136669,48.58800972855017,0.0,1.3,0.10000000000000009,3.6761541771685113,0.2232325475391983,1.2343900096061455,-16.681936894459426,6.3047806164537645,12.5
57,57,2022-05-20,115.28614044189453,-0.009142578649965037,116.20139493392375,118.92024230957031,118.2292241414388,118.70557390849714,0.023345238890998977,45.70796046349076,0.0,1.3,0.10000000000000009,3.6761541771685113,0.2232325475391983,1.2343900096061455,-16.681936894459426,6.3047806164537645,-8.333333333333332
58,58,2022-05-23,117.69989776611328,0.020720929938872378,117.16150596988217,118.62682266235352,118.37790400187174,118.52272370079098,0.024636104186465727,50.32443634900345,0.0,1.3,0.10000000000000009,3.6761541771685113,0.2232325475391983,1.2343900096061455,-16.681936894459426,6.3047806164537645,-7.5
59,59,2022-05-24,120.05980682373047,0.01985186315596991,119.21635311914667,119.04586334228516,118.64543787638347,118.80219335950724,0.02151745311272949,47.171752340026956,0.0,1.3,0.10000000000000009,3.6761541771685113,0.2232325475391983,1.2343900096061455,-16.681936894459426,6.3047806164537645,0.0
60,60,2022-05-25,120.5892333984375,0.004399996179980907,121.1365925247873,119.37248306274414,118.94214452107748,119.12710973022183,0.021296173812694243,50.14708137256412,0.0,1.3,0.10000000000000009,3.6761541771685113,0.2232325475391983,1.2343900096061455,-16.681936894459426,6.3047806164537645,0.0
61,61,2022-05-26,122.83250427246094,0.018431668455937442,123.28117296404685,119.73050994873047,119.30889841715495,119.80081782881075,0.021456307605389816,51.263455172802104,0.0,1.3,0.10000000000000009,3.6761541771685113,0.2232325475391983,1.2343900096061455,-16.681936894459426,6.3047806164537645,0.0
62,62,2022-05-27,124.9681167602539,0.01723696538891478,124.0079682756481,120.23928451538086,119.73442789713542,120.74032672543677,0.021928205026078017,56.85499937853945,0.0,1.3,0.10000000000000009,3.6761541771685113,0.2232325475391983,1.2343900096061455,-16.681936894459426,6.3047806164537645,11.76470588235294
63,63,2022-05-31,124.58224487304688,-0.0030925396558432058,125.32703033740272,120.58115768432617,120.15861994425455,121.43885729772951,0.021906781674877304,65.99667070455332,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,18.75
64,64,2022-06-01,125.1116714477539,0.004240610871806448,125.12960803456727,120.67627487182617,120.51239547729492,122.10664168864302,0.02057971201372025,64.80217121865127,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,2.7777777777777777
65,65,2022-06-02,125.75772094726562,0.005150496212570842,125.85640886623506,121.3232322692871,120.61671549479166,122.77047428111985,0.014766620889922207,62.99748094705173,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,5.0
66,66,2022-06-03,126.68193054199219,0.007322254793127433,128.29708952512544,122.35692672729492,120.70662841796874,123.481648146733,0.010254502207719434,63.43012731514958,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,21.428571428571427
67,67,2022-06-06,128.20736694335938,0.01196954622118243,127.95613638299562,123.6490493774414,120.89467264811198,124.34086974611961,0.00817919477176424,63.7767304550661,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,0.0
68,68,2022-06-07,128.11764526367188,-0.0007000618673866917,127.48059475489076,124.69082412719726,121.05460662841797,125.02755620385638,0.00804472478256693,58.732702406467986,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,12.5
69,69,2022-06-08,126.36792755126953,-0.013751233636350309,125.75771856869886,125.32163619995117,121.24221267700196,125.27126008520422,0.009629368379244196,68.12130064852768,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,0.0
70,70,2022-06-09,123.7926254272461,-0.020589921751415694,123.64905805811475,125.64197540283203,121.37736943562825,125.00241742012092,0.01261653759897572,69.42873554204901,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,8.333333333333332
71,71,2022-06-10,122.20439147949219,-0.012912807124675208,120.21238259861379,125.57916412353515,121.43948872884114,124.49368543091569,0.012136795770852625,67.56262717467976,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,10.0
72,72,2022-06-13,121.23531341552734,-0.007961586901192858,121.13659089513955,125.2058837890625,121.57362365722656,123.90125415539053,0.01055491699370068,59.685398143155126,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,0.0
73,73,2022-06-14,121.78265380859375,0.004504533757870707,122.04287771129968,124.9259246826172,121.7014752705892,123.51605409233656,0.010820189689900013,55.2402173342993,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,10.0
74,74,2022-06-15,122.98505401611328,0.009824906155926613,121.40578573177316,124.71326293945313,121.88477427164713,123.41950862393232,0.011325979335728622,57.00054528568645,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,50.0
75,75,2022-06-16,121.73778533935547,-0.010193404750155448,122.02493863435961,124.3112693786621,121.88228454589844,123.11374075400924,0.011331979572696924,46.603557332649096,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,-25.0
76,76,2022-06-17,121.15454864501953,-0.004802439053723362,121.9441547242729,123.75853118896484,121.90408986409506,122.75752400692019,0.010706644714939286,36.906917290081935,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,-50.0
77,77,2022-06-21,123.69391632080078,0.020743105152680293,122.12364023088539,123.30718612670898,121.9588259379069,122.92777715489848,0.01242435348441594,47.34300487014987,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,50.0
78,78,2022-06-22,123.00299835205078,-0.005601365352662145,123.05683955820783,122.79572143554688,122.03778940836588,122.9414537361989,0.01239458882938425,43.753294127751126,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,16.666666666666664
79,79,2022-06-23,124.22334289550781,0.009872365937071243,124.90528638808607,122.58126296997071,122.31625417073568,123.17452449243687,0.012594876936050438,45.604150127822685,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,20.0
80,80,2022-06-24,127.47158813476562,0.02581240374934867,127.65105079639895,122.94915924072265,122.65453923543295,123.95580879104209,0.013389656837039436,51.99644312079501,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,8.333333333333332
81,81,2022-06-27,128.13560485839844,0.005195614486312287,128.2432739261269,123.54228057861329,122.95065155029297,124.71577171237959,0.012178966012446958,49.81030568897393,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,-12.5
82,82,2022-06-28,127.29212951660156,-0.006604438705873009,128.08175765861156,124.1479621887207,123.19771016438803,125.18420040405631,0.012028338322662247,47.90147429372921,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,0.0
83,83,2022-06-29,126.26022338867188,-0.008139635175110816,125.24624400714114,124.59571914672851,123.36760050455729,125.37984094671368,0.012716513884328427,49.715837152163694,0.49999999999999994,0.0,-0.10000000000000009,-3.487696412689001,0.061708959169082256,-2.4196991981781046,8.434860352597283,0.0,18.75
84,84,2022-06-30,126.69091033935547,0.0034053009411407213,126.52044020396954,124.96630477905273,123.45194753011067,125.61821719992128,0.012528600038026293,58.62250234240516,0.7500000000000001,0.0,0.0,-4.492283495527372,-0.1393665281418488,0.7439101473234011,-5.799440934399724,0.0,-25.0
85,85,2022-07-01,126.62811279296875,-0.0004957981196722364,125.5962285530964,125.45533752441406,123.69661305745443,125.80183458047534,0.011747570787969374,64.47450275148009,0.7500000000000001,0.0,0.0,-4.492283495527372,-0.1393665281418488,0.7439101473234011,-5.799440934399724,0.0,-20.0
86,86,2022-07-05,123.487548828125,-0.025114213254496635,123.82852040912738,125.6886375427246,123.93469848632813,125.38105535277528,0.014789067103369446,56.45244701411078,0.7500000000000001,0.0,0.0,-4.492283495527372,-0.1393665281418488,0.7439101473234011,-5.799440934399724,0.0,0.0
87,87,2022-07-06,123.90030670166016,0.0033369322488372693,124.64509728529457,125.70927658081055,124.22183736165364,125.1118283252998,0.013272396340713036,56.1140277800417,0.7500000000000001,0.0,0.0,-4.492283495527372,-0.1393665281418488,0.7439101473234011,-5.799440934399724,0.0,8.333333333333332
88,88,2022-07-07,126.36792755126953,0.01972044775978966,126.30509708116237,126.04576950073242,124.51077168782552,125.34021000274883,0.014415912306769441,59.10196416856,0.7500000000000001,0.0,0.0,-4.492283495527372,-0.1393665281418488,0.7439101473234011,-5.799440934399724,0.0,0.0
89,89,2022-07-08,126.04488372802734,-0.00255964820471203,126.17948052301632,126.22792358398438,124.71027425130208,125.46833249825401,0.014263803905843177,62.195206251798375,0.7500000000000001,0.0,0.0,-4.492283495527372,-0.1393665281418488,0.7439101473234011,-5.799440934399724,0.0,12.5
90,90,2022-07-11,126.52046203613281,0.003765986729071854,126.37687148619597,126.1328109741211,124.9079818725586,125.65962877786833,0.01152094094607832,65.28635023801482,0.7500000000000001,0.0,0.0,-4.492283495527372,-0.1393665281418488,0.7439101473234011,-5.799440934399724,0.0,45.0
91,91,2022-07-12,124.88733673095703,-0.012992025583612616,123.09272003173828,125.80798416137695,124.97647628784179,125.51921204206627,0.011907350332168198,53.58490427665714,0.7500000000000001,0.0,0.0,-4.492283495527372,-0.1393665281418488,0.7439101473234011,-5.799440934399724,0.0,27.77777777777777
92,92,2022-07-13,123.09272003173828,-0.014474131941322787,121.67497726563968,125.38804321289062,124.91396306355794,125.07803167655209,0.012451414192891192,50.252754508315114,0.7500000000000001,0.0,0.0,-4.492283495527372,-0.1393665281418488,0.7439101473234011,-5.799440934399724,0.0,28.57142857142857
93,93,2022-07-14,124.77965545654297,0.013611532683427125,126.2333027127373,125.23998641967773,124.92054341634115,125.02378145473224,0.013387326586089664,51.52704160165862,0.7500000000000001,0.0,0.0,-4.492283495527372,-0.1393665281418488,0.7439101473234011,-5.799440934399724,0.0,50.0
94,94,2022-07-15,125.55135345458984,0.006165440277863126,125.7577354586857,125.12603073120117,124.93519948323568,125.11970363652452,0.013520153145343229,43.899687772520394,0.7500000000000001,0.0,0.0,-4.492283495527372,-0.1393665281418488,0.7439101473234011,-5.799440934399724,0.0,30.0
95,95,2022-07-18,123.94518280029297,-0.012875472079061792,118.06781791428924,124.8577377319336,124.87478154500326,124.90615439357333,0.01403561323341893,37.439518406665904,0.7500000000000001,0.0,0.0,-4.492283495527372,-0.1393665281418488,0.7439101473234011,-5.799440934399724,0.0,31.25
96,96,2022-07-19,117.43970489501953,-0.05391434162208801,117.27817309325933,124.25295333862304,124.56670735677083,123.548618121109,0.0206632306649997,27.951855857135584,0.7500000000000001,0.0,0.0,-4.492283495527372,-0.1393665281418488,0.7439101473234011,-5.799440934399724,0.0,40.0
