level_0,index,Date,Adj_Closed_price,Log_Return,Next_day_Adj_Open_price,ma_10,ma_30,ema_10,volatility_10,rsi_14,interest_rate_mom,unemployment_rate_mom,delinquency_rate_mom,personal_savings_rate_mom,gdp_growth_mom,cpi_mom,revolving_credit_mom,consumer_sentiment_mom,housing_starts_mom,retail_sales_mom,daily_sentiment_score
142,142,2022-09-22,91.25054931640625,-0.04124516868855086,89.59701326383282,97.78443069458008,102.52234725952148,96.89579658203178,0.03161886606992441,34.64827323446508,0.010000000000000231,0.10000000000000009,0.0,0.0,0.0,0.07865019984609756,1.0590060636215037,13.00970873786409,9.195402298850585,0.6020263252402458,0.0
143,143,2022-09-23,89.63524627685547,-0.01786039609491945,88.84193199444192,96.39469146728516,101.83767318725586,95.57569652654517,0.03002907370542253,33.43912066517372,0.010000000000000231,0.10000000000000009,0.0,0.0,0.0,0.07865019984609756,1.0590060636215037,13.00970873786409,9.195402298850585,0.6020263252402458,0.0
144,144,2022-09-26,87.26486206054688,-0.026800730876024324,88.88014437510668,94.62741088867188,101.05901184082032,94.06463571454547,0.028536229114782652,32.989080047258426,0.010000000000000231,0.10000000000000009,0.0,0.0,0.0,0.07865019984609756,1.0590060636215037,13.00970873786409,9.195402298850585,0.6020263252402458,
145,145,2022-09-27,87.35086059570312,0.0009850034212412467,88.00082402729576,93.70505981445312,100.34948654174805,92.84394932930141,0.01771814328014623,26.978140224355712,0.010000000000000231,0.10000000000000009,0.0,0.0,0.0,0.07865019984609756,1.0590060636215037,13.00970873786409,9.195402298850585,0.6020263252402458,
146,146,2022-09-28,90.83956146240234,0.03916200084256722,89.21469586714991,93.16885452270508,99.69890314737955,92.47951517168339,0.023623924134539096,31.858758923724125,0.010000000000000231,0.10000000000000009,0.0,0.0,0.0,0.07865019984609756,1.0590060636215037,13.00970873786409,9.195402298850585,0.6020263252402458,0.0
147,147,2022-09-29,89.5396728515625,-0.014413090493908293,89.6448092925786,92.30002899169922,99.06393127441406,91.94499838620686,0.021774941736594736,26.310703236885985,0.010000000000000231,0.10000000000000009,0.0,0.0,0.0,0.07865019984609756,1.0590060636215037,13.00970873786409,9.195402298850585,0.6020263252402458,0.0
148,148,2022-09-30,88.09640502929688,-0.016250072609538247,89.9410982105748,91.39105987548828,98.37320404052734,91.24525413949596,0.021886307968038598,21.525564092112248,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,
149,149,2022-10-03,91.34613037109375,0.03622419491737352,93.41066657626881,90.73059768676758,97.84305114746094,91.26359527251373,0.0259031984494757,39.3122480032091,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,
150,150,2022-10-04,95.45608520507812,0.04401037948587103,93.13348695719809,90.58722610473633,97.55216852823894,92.02586616934362,0.030408686445835355,48.677962928087936,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,
151,151,2022-10-05,94.56719207763672,-0.009355691826825469,93.4011232248353,90.5346565246582,97.2058489481608,92.4879254253969,0.029960034664592034,43.23559232763745,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,
152,152,2022-10-06,92.45487976074219,-0.022589869974588624,91.0785067768115,90.6550895690918,96.7715960184733,92.4819171227324,0.027635429675760634,41.590230656025206,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,
153,153,2022-10-07,89.72126770019531,-0.03001290007314435,90.3712204550584,90.66369171142578,96.14108428955078,91.97998086408928,0.028814218923442547,36.3289621871734,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,
154,154,2022-10-10,88.93751525878906,-0.008773791650800188,88.25888818537145,90.83095703125,95.60678990681966,91.42680529948923,0.027477420487660775,36.666654727500465,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,
155,155,2022-10-11,89.61613464355469,0.007601330498690072,89.72127272314737,91.05748443603515,95.17859013875325,91.09759245295567,0.02753257951654581,40.45953259951086,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,0.0
156,156,2022-10-12,89.35806274414062,-0.002883902618856942,88.65077310210232,90.90933456420899,94.75357615152994,90.7813143240802,0.024348285714680624,46.23288066506092,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,0.0
157,157,2022-10-13,93.49669647216797,0.045274628524545474,94.54806451387111,91.30503692626954,94.498695119222,91.27502016918707,0.02792378031657536,56.98479851882438,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,0.0
158,158,2022-10-14,91.17407989501953,-0.025155458814910537,93.89812822349894,91.6128044128418,94.19857228597006,91.2566673920657,0.028781669840756183,57.0834440433233,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,
159,159,2022-10-17,93.16216278076172,0.021571015505595672,95.58034421525021,91.79440765380859,93.98351669311523,91.60312109910134,0.02725953529779536,59.85095639888809,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,
160,160,2022-10-18,95.18846130371094,0.021517069145801853,92.39751592233839,91.76764526367188,93.9013173421224,92.25500113630308,0.024156378800007976,57.75654882639164,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,
161,161,2022-10-19,91.02116394042969,-0.04476667940806015,90.9924895760218,91.41304244995118,93.59354832967122,92.03066710068973,0.027934496331607273,52.39714646465894,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,
162,162,2022-10-20,90.78221893310547,-0.0026286105476356295,90.43812155338343,91.2457763671875,93.22843221028646,91.80367652476531,0.027146444542200984,54.52205709505729,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,
163,163,2022-10-21,91.99607849121094,0.013282511342254773,93.2577366504418,91.47325744628907,92.84388020833333,91.8386587004827,0.025557469426647144,51.17484780349383,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,50.0
164,164,2022-10-24,93.24817657470703,0.013518553129070233,92.92321155702903,91.90432357788086,92.45423049926758,92.09493467761439,0.02543642082979843,45.54912640484086,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,-50.0
165,165,2022-10-25,97.09051513671875,0.04037918495882338,97.20521887677833,92.65176162719726,92.47143529256185,93.00322203381518,0.027844977515092,54.54545704425793,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,0.0
166,166,2022-10-26,97.41549682617188,0.003341613851204874,98.58157453516033,93.45750503540039,92.51189804077148,93.80545381424366,0.027643194091963783,59.550959564444355,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,33.33333333333333
167,167,2022-10-27,97.6162109375,0.0020582723136642694,94.62454730299476,93.8694564819336,92.49150746663412,94.49831874574481,0.024474933796283703,66.8434009018687,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,0.0
168,168,2022-10-28,102.3665542602539,0.04751646540394825,101.38206737935968,94.98870391845703,92.66418940226237,95.9289070211101,0.025519953096441728,74.50295162278698,0.75,-0.10000000000000009,0.0,0.0,0.0,0.38345714392176156,0.8683007601898218,0.6872852233676952,-3.289473684210531,-0.2658837784232704,12.5
169,169,2022-10-31,101.33427429199219,-0.010135342230504591,102.73932508499936,95.80591506958008,92.77697347005208,96.9117010703614,0.026103535722382974,71.10877412105413,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,
170,170,2022-11-01,102.0893783569336,0.00742398952407461,101.63057725012493,96.49600677490234,92.95029271443686,97.85309694064725,0.02569439811656055,72.53043606232896,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,
171,171,2022-11-02,98.64846801757812,-0.03428598511936389,96.4979182488756,97.25873718261718,93.06881205240886,97.99770986372558,0.02346533820797837,59.347865871975856,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,0.0
172,172,2022-11-03,94.45249938964844,-0.043465646709490255,96.258965522412,97.62576522827149,93.17554372151693,97.3531261411661,0.02853540094415924,55.570007054071105,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,0.0
173,173,2022-11-04,97.99852752685547,0.036855397155064765,99.15505161634128,98.22601013183593,93.45431976318359,97.47047184765508,0.030309318914764214,57.8038187391513,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,0.0
174,174,2022-11-07,100.11085510253906,0.02132566970298765,100.11085781349384,98.91227798461914,93.88251953125,97.95054153036125,0.03061433762516634,57.92064281656029,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,25.0
175,175,2022-11-08,100.87550354003906,0.007608995275959369,99.70941274644854,99.29077682495117,94.33334096272786,98.48235280484812,0.02832469410248394,67.80654973456188,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,0.0
176,176,2022-11-09,96.9853744506836,-0.03932693002429433,102.4466249864504,99.24776458740234,94.53820139567057,98.21017492227276,0.03144719300214996,59.90231894464903,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,
177,177,2022-11-10,109.05204772949219,0.1172650820905489,110.40776651070142,100.39134826660157,95.18861389160156,100.18142452358538,0.0487874030758846,70.2206913219518,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,
178,178,2022-11-11,111.77307891845703,0.024645464564305934,109.9943151098364,101.33200073242188,95.97783635457357,102.28899804992568,0.04740594209045524,71.22299026752846,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,0.0
179,179,2022-11-14,107.27330017089844,-0.04109094970777958,105.29263201225768,101.9259033203125,96.50874201456706,103.19523479919346,0.04973272108694278,61.492747058955224,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,
180,180,2022-11-15,99.57176971435547,-0.07450109741130077,99.9563906201234,101.67414245605468,96.64593149820963,102.53642296558654,0.0557946910210566,52.08627957107355,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,0.0
181,181,2022-11-16,97.84111785888672,-0.017533771121291803,95.8412060077965,101.59340744018554,96.75506235758463,101.68273112800475,0.054979722685612985,50.211349267084984,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,
182,182,2022-11-17,95.6104507446289,-0.023062785195579454,97.24497154882539,101.70920257568359,96.86024805704753,100.57868014920913,0.05358219477410143,43.335563000489785,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,50.0
183,183,2022-11-18,95.14892578125,-0.004838827556534465,94.4085915216119,101.42424240112305,97.04116999308268,99.59145208230747,0.05210281176065658,43.82908819881224,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,
184,184,2022-11-21,97.40843200683594,0.023469473874973026,98.1583805010857,101.15400009155273,97.32353388468424,99.19453934131263,0.052218080876544254,45.46607751536073,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,0.0
185,185,2022-11-22,97.6391830444336,0.0023661006589663653,97.19689018695841,100.83036804199219,97.59096883138021,98.91174728733462,0.052128910552448275,48.957591813224006,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,
186,186,2022-11-23,97.71609497070312,0.0007874057053876764,97.24497755252361,100.90344009399413,97.86956990559896,98.69435595703797,0.0505651592875469,53.68416846066687,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,
187,187,2022-11-25,97.80264282226562,0.0008853152203452029,96.26426098292006,99.77849960327148,98.0131014506022,98.53222629617026,0.02996570045506431,49.760137338773525,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,
188,188,2022-11-28,95.74505615234375,-0.02126260554417875,95.96619708638976,98.17569732666016,98.16546732584635,98.02546808820179,0.02731665586888953,44.646861668231416,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,0.0
189,189,2022-11-29,98.1487808227539,0.024795505219749332,98.21608742579991,97.2632453918457,98.3316879272461,98.04788858539308,0.028377709697484575,46.78581494664354,0.0,0.10000000000000009,0.18999999999999995,0.10000000000000009,0.6999999999999997,0.5135975109755275,1.099999834687715,2.2184300341296925,-2.0408163265306145,1.2529109833182783,0.0
190,190,2022-11-30,99.26410675048828,0.01129954389968177,96.177735292025,97.23247909545898,98.46754277547201,98.26901916086493,0.01704306751607353,52.87412355388315,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,
191,191,2022-12-01,95.49507904052734,-0.038709325185858144,94.37014047532098,96.99787521362305,98.61667327880859,97.76466641171264,0.02040486735783052,28.374292150584353,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,50.0
192,192,2022-12-02,93.9278564453125,-0.0165477148090445,92.62022744352898,96.82961578369141,98.72152786254883,97.06706459963988,0.019766813119343658,20.445885094953127,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,
193,193,2022-12-05,91.36067199707031,-0.027711901613347977,91.43759102600796,96.45079040527344,98.70034764607747,96.02953867189996,0.02141530273579406,21.84419256266581,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,
194,194,2022-12-06,90.40879821777344,-0.010473513285051228,89.85113167936412,95.75082702636719,98.60570170084635,95.00758586205876,0.019135173687812215,28.699191923276516,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,
195,195,2022-12-07,89.63961029052734,-0.008544286652124151,90.1780317546135,94.95086975097657,98.3573382059733,94.03159030359849,0.018821313223324008,30.04212180419748,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,
196,196,2022-12-08,89.97611999511719,0.003747000307503829,89.5146069601448,94.17687225341797,98.10935897827149,93.2942320656928,0.019006778701274887,34.896892310473646,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,
197,197,2022-12-09,90.77416229248047,0.008830387127673645,91.2741364479218,93.47402420043946,97.88129069010417,92.83603756147237,0.019588338036543272,38.481039815924525,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,
198,198,2022-12-12,93.76438903808594,0.0324104472828943,97.40843251621597,93.27595748901368,97.59455184936523,93.00482873903846,0.02251947308847289,40.76059790556633,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,50.0
199,199,2022-12-13,95.05278778076172,0.013647261982223428,94.45664739233484,92.96635818481445,97.38516896565756,93.37718492844269,0.0212825805227251,43.77605214688784,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,50.0
200,200,2022-12-14,92.87980651855469,-0.023126143874435023,91.32221247760215,92.32792816162109,97.07818323771158,93.28675249028123,0.021459204240486272,39.428341760836794,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,
201,201,2022-12-15,90.23572540283203,-0.02888083683231641,88.21659248117652,91.80199279785157,96.79775848388672,92.73202029256319,0.02000328644001844,35.122869217400805,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,
202,202,2022-12-16,86.63013458251953,-0.040777687988255894,86.37054010473511,91.07222061157226,96.53701299031576,91.6225865271007,0.022747270464227393,33.10761342340639,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,
203,203,2022-12-19,84.48602294921875,-0.02506161763674664,84.38987432483526,90.3847557067871,96.0865961710612,90.32502951294033,0.022507401789249922,24.433236927622616,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,0.0
204,204,2022-12-20,84.98600006103516,0.005900425964054475,85.88979808410929,89.84247589111328,95.5824343363444,89.3542968853212,0.022885564396311602,22.65193224840847,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,
205,205,2022-12-21,86.26477813720703,0.014934844194926163,85.0436832535636,89.50499267578125,95.09541015625,88.7925662038459,0.023802707273286528,30.45600932553964,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,
206,206,2022-12-22,86.04363250732422,-0.0025668596266275735,86.3513034071758,89.11174392700195,94.73068542480469,88.29276007720559,0.023662492824611116,32.29703538156927,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,
207,207,2022-12-23,87.19741821289062,0.013320200497344458,87.33203256160236,88.75406951904297,94.0021977742513,88.0936070109665,0.02398329978209806,40.018423496030316,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,0.0
208,208,2022-12-27,87.25511169433594,0.0006614232946843104,87.56278676106744,88.10314178466797,93.18493220011393,87.94115331703365,0.02046874694642909,42.10018560818021,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,
209,209,2022-12-28,86.24554443359375,-0.011637750284797875,86.64938855974657,87.22241744995117,92.48400700887045,87.63286079277185,0.019125714169616854,41.599216850701964,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,
210,210,2022-12-29,89.10118103027344,0.03257419366243762,87.98584143879083,86.84455490112305,92.1349873860677,87.89982810868122,0.0225864675171088,48.074519519751455,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,
211,211,2022-12-30,89.37999725341797,0.003124323277430325,89.09156633322459,86.75898208618165,91.85295003255209,88.16894977136062,0.02089768882660425,46.860100443245166,0.75,0.0,0.0,0.19999999999999973,0.0,0.26354397827190734,1.0339834927428182,-5.342237061769605,-1.388888888888884,-1.1843085714956292,
212,212,2023-01-03,89.3896255493164,0.00010771735999434111,90.91838240631391,87.03493118286133,91.64558919270833,88.39089082189803,0.01555765644988719,38.619355366264834,0.5,-0.10000000000000009,0.0,0.30000000000000027,0.0,0.054914146419871024,1.1584982358038731,5.467372134038784,-5.633802816901412,-1.0301718635423063,-50.0
213,213,2023-01-04,92.11063385009766,0.02998576628759367,88.9377111671098,87.79739227294922,91.54431279500325,89.06720773611613,0.01414678232427977,42.8771069418442,0.5,-0.10000000000000009,0.0,0.30000000000000027,0.0,0.054914146419871024,1.1584982358038731,5.467372134038784,-5.633802816901412,-1.0301718635423063,0.0
214,214,2023-01-05,90.3607177734375,-0.019180761368900495,90.68762421869688,88.33486404418946,91.3093889872233,89.30239137926546,0.01668261718518037,43.77379738357008,0.5,-0.10000000000000009,0.0,0.30000000000000027,0.0,0.054914146419871024,1.1584982358038731,5.467372134038784,-5.633802816901412,-1.0301718635423063,
215,215,2023-01-06,93.33171844482422,0.03235037691984465,94.07206257226397,89.04155807495117,91.16580683390299,90.03499630027613,0.0185123376322741,57.53039078801159,0.5,-0.10000000000000009,0.0,0.30000000000000027,0.0,0.054914146419871024,1.1584982358038731,5.467372134038784,-5.633802816901412,-1.0301718635423063,0.0
216,216,2023-01-09,93.69708251953125,0.003907040387314641,92.87981205344198,89.80690307617188,91.03183975219727,90.7008301583225,0.018217499694318615,70.40532687373965,0.5,-0.10000000000000009,0.0,0.30000000000000027,0.0,0.054914146419871024,1.1584982358038731,5.467372134038784,-5.633802816901412,-1.0301718635423063,50.0
217,217,2023-01-10,94.7066421508789,0.010717084239371164,95.40854027196575,90.55782546997071,90.9286397298177,91.42915961151458,0.0181598146477139,81.5804498934696,0.5,-0.10000000000000009,0.0,0.30000000000000027,0.0,0.054914146419871024,1.1584982358038731,5.467372134038784,-5.633802816901412,-1.0301718635423063,0.0
218,218,2023-01-11,97.86994934082031,0.032855413219299724,98.66798080512042,91.61930923461914,90.99946950276693,92.60021228957017,0.019469348798427603,84.18362327682637,0.5,-0.10000000000000009,0.0,0.30000000000000027,0.0,0.054914146419871024,1.1584982358038731,5.467372134038784,-5.633802816901412,-1.0301718635423063,50.0
219,219,2023-01-12,97.12959289550781,-0.007593453751371764,95.58161288642826,92.70771408081055,90.96549657185872,93.42373603610427,0.018971404671621613,79.67428309231855,0.5,-0.10000000000000009,0.0,0.30000000000000027,0.0,0.054914146419871024,1.1584982358038731,5.467372134038784,-5.633802816901412,-1.0301718635423063,0.0
220,220,2023-01-13,98.88912963867188,0.01795322386618725,99.03334096297347,93.68650894165039,90.95299733479818,94.41744396384384,0.017722002528793714,82.36428006567871,0.5,-0.10000000000000009,0.0,0.30000000000000027,0.0,0.054914146419871024,1.1584982358038731,5.467372134038784,-5.633802816901412,-1.0301718635423063,0.0
221,221,2023-01-17,99.63907623291016,0.007555099368966875,99.36987927848655,94.71241683959961,91.09113057454427,95.36683164912861,0.017574028357738043,81.99794758291588,0.5,-0.10000000000000009,0.0,0.30000000000000027,0.0,0.054914146419871024,1.1584982358038731,5.467372134038784,-5.633802816901412,-1.0301718635423063,
222,222,2023-01-18,97.97572326660156,-0.016834693091242376,93.56248220213709,95.57102661132812,91.22605946858724,95.84117557957823,0.01944363086396208,75.4682687902005,0.5,-0.10000000000000009,0.0,0.30000000000000027,0.0,0.054914146419871024,1.1584982358038731,5.467372134038784,-5.633802816901412,-1.0301718635423063,
223,223,2023-01-19,94.1393814086914,-0.03994326123373504,95.23547260299394,95.7739013671875,91.31868311564128,95.53175845759881,0.02331550169886826,66.53244632864234,0.5,-0.10000000000000009,0.0,0.30000000000000027,0.0,0.054914146419871024,1.1584982358038731,5.467372134038784,-5.633802816901412,-1.0301718635423063,0.0
224,224,2023-01-20,100.16790771484375,0.06207139008309068,100.27366726292287,96.75462036132812,91.64398676554362,96.3746946861888,0.028603118003037765,70.45858180115428,0.5,-0.10000000000000009,0.0,0.30000000000000027,0.0,0.054914146419871024,1.1584982358038731,5.467372134038784,-5.633802816901412,-1.0301718635423063,75.0
225,225,2023-01-23,102.99468231201172,0.0278295037956916,101.68706359389893,97.72091674804688,92.08915583292644,97.57832879997478,0.02824948444890033,73.00195977031348,0.5,-0.10000000000000009,0.0,0.30000000000000027,0.0,0.054914146419871024,1.1584982358038731,5.467372134038784,-5.633802816901412,-1.0301718635423063,0.0
226,226,2023-01-24,102.4081802368164,-0.005710764318220568,100.89863783910056,98.59202651977539,92.50355784098308,98.45648360667326,0.02863545221674904,71.57426292874342,0.5,-0.10000000000000009,0.0,0.30000000000000027,0.0,0.054914146419871024,1.1584982358038731,5.467372134038784,-5.633802816901412,-1.0301718635423063,0.0
227,227,2023-01-25,111.61923217773438,0.08612677190165566,112.01343892839577,100.28328552246094,93.19839350382487,100.84971061959345,0.03767319650685941,76.60635618871741,0.5,-0.10000000000000009,0.0,0.30000000000000027,0.0,0.054914146419871024,1.1584982358038731,5.467372134038784,-5.633802816901412,-1.0301718635423063,12.5
228,228,2023-01-26,111.5999984741211,-0.0001723301671160778,112.80187546048083,101.65629043579102,93.79291381835938,102.80430841132575,0.03752073288758395,80.40189085536896,0.5,-0.10000000000000009,0.0,0.30000000000000027,0.0,0.054914146419871024,1.1584982358038731,5.467372134038784,-5.633802816901412,-1.0301718635423063,0.0
229,229,2023-01-27,113.05186462402344,0.012925656112908438,111.95576672249109,103.24851760864257,94.3928830464681,104.66750044999804,0.03681606137750024,79.51082137700627,0.5,-0.10000000000000009,0.0,0.30000000000000027,0.0,0.054914146419871024,1.1584982358038731,5.467372134038784,-5.633802816901412,-1.0301718635423063,25.0
