Date,vehicle_sales,industrial_production,consumer_spending,retail_sales_vehicles,crude_oil_prices,interest_rate,gdp_growth,unemployment_rate,consumer_sentiment
2022-02-03,16.244,102.2805,19935.205,128281.0,90.17,0.08,2.8,4.1,70.5
2022-02-04,16.244,102.2805,19935.205,128281.0,92.27,0.08,2.8,4.1,70.5
2022-02-07,16.244,102.2805,19935.205,128281.0,91.25,0.08,2.8,4.1,70.5
2022-02-08,16.244,102.2805,19935.205,128281.0,89.32,0.08,2.8,4.1,70.5
2022-02-09,16.244,102.2805,19935.205,128281.0,89.57,0.08,2.8,4.1,70.5
2022-02-10,16.244,102.2805,19935.205,128281.0,89.83,0.08,2.8,4.1,70.5
2022-02-11,16.244,102.2805,19935.205,128281.0,93.1,0.08,2.8,4.1,70.5
2022-02-14,16.244,102.2805,19935.205,128281.0,95.52,0.08,2.8,4.1,70.5
2022-02-15,16.244,102.2805,19935.205,128281.0,92.07,0.08,2.8,4.1,70.5
2022-02-16,16.244,102.2805,19935.205,128281.0,93.83,0.08,2.8,4.1,70.5
2022-02-17,16.244,102.2805,19935.205,128281.0,91.78,0.08,2.8,4.1,70.5
2022-02-18,16.244,102.2805,19935.205,128281.0,91.26,0.08,2.8,4.1,70.5
2022-02-21,16.244,102.2805,19935.205,128281.0,91.26,0.08,2.8,4.1,70.5
2022-02-22,16.244,102.2805,19935.205,128281.0,92.11,0.08,2.8,4.1,70.5
2022-02-23,16.244,102.2805,19935.205,128281.0,92.14,0.08,2.8,4.1,70.5
2022-02-24,16.244,102.2805,19935.205,128281.0,92.77,0.08,2.8,4.1,70.5
2022-02-25,16.244,102.2805,19935.205,128281.0,91.68,0.08,2.8,4.1,70.5
2022-02-28,16.244,102.2805,19935.205,128281.0,96.13,0.08,2.8,4.1,70.5
2022-03-02,16.244,102.2805,19935.205,128281.0,110.74,0.08,2.8,4.1,70.5
2022-03-03,16.244,102.2805,19935.205,128281.0,107.69,0.08,2.8,4.1,70.5
2022-03-04,16.244,102.2805,19935.205,128281.0,115.77,0.08,2.8,4.1,70.5
2022-03-07,16.244,102.2805,19935.205,128281.0,119.26,0.08,2.8,4.1,70.5
2022-03-08,16.244,102.2805,19935.205,128281.0,123.64,0.08,2.8,4.1,70.5
2022-03-09,16.244,102.2805,19935.205,128281.0,108.81,0.08,2.8,4.1,70.5
2022-03-10,16.244,102.2805,19935.205,128281.0,105.93,0.08,2.8,4.1,70.5
2022-03-11,16.244,102.2805,19935.205,128281.0,109.31,0.08,2.8,4.1,70.5
2022-03-14,16.244,102.2805,19935.205,128281.0,103.22,0.08,2.8,4.1,70.5
2022-03-15,16.244,102.2805,19935.205,128281.0,96.42,0.08,2.8,4.1,70.5
2022-03-16,16.244,102.2805,19935.205,128281.0,94.85,0.08,2.8,4.1,70.5
2022-03-17,16.244,102.2805,19935.205,128281.0,102.97,0.33,2.8,4.1,70.5
2022-03-18,16.244,102.2805,19935.205,128281.0,104.69,0.33,2.8,4.1,70.5
2022-03-21,16.244,102.2805,19935.205,128281.0,112.14,0.33,2.8,4.1,70.5
2022-03-22,16.244,102.2805,19935.205,128281.0,111.03,0.33,2.8,4.1,70.5
2022-03-23,16.244,102.2805,19935.205,128281.0,114.89,0.33,2.8,4.1,70.5
2022-03-24,16.244,102.2805,19935.205,128281.0,114.2,0.33,2.8,4.1,70.5
2022-03-25,16.244,102.2805,19935.205,128281.0,116.2,0.33,2.8,4.1,70.5
2022-03-28,16.244,102.2805,19935.205,128281.0,107.55,0.33,2.8,4.1,70.5
2022-03-29,16.244,102.2805,19935.205,128281.0,104.25,0.33,2.8,4.1,70.5
2022-03-30,16.244,102.2805,19935.205,128281.0,107.81,0.33,2.8,4.1,70.5
2022-03-31,16.244,102.2805,19935.205,128281.0,100.53,0.33,2.8,4.1,70.5
2022-04-04,16.244,102.2805,19935.205,128281.0,103.29,0.33,2.8,4.1,70.5
2022-04-05,16.244,102.2805,19935.205,128281.0,101.98,0.33,2.8,4.1,70.5
2022-04-06,16.244,102.2805,19935.205,128281.0,96.39,0.33,2.8,4.1,70.5
2022-04-07,16.244,102.2805,19935.205,128281.0,96.05,0.33,2.8,4.1,70.5
2022-04-08,16.244,102.2805,19935.205,128281.0,98.35,0.33,2.8,4.1,70.5
2022-04-11,16.244,102.2805,19935.205,128281.0,94.22,0.33,2.8,4.1,70.5
2022-04-12,16.244,102.2805,19935.205,128281.0,100.52,0.33,2.8,4.1,70.5
2022-04-13,16.244,102.2805,19935.205,128281.0,104.26,0.33,2.8,4.1,70.5
2022-04-14,16.244,102.2805,19935.205,128281.0,106.84,0.33,2.8,4.1,70.5
2022-04-15,16.244,102.2805,19935.205,128281.0,106.84,0.33,2.8,4.1,70.5
2022-04-18,16.244,102.2805,19935.205,128281.0,108.24,0.33,2.8,4.1,70.5
2022-04-19,16.244,102.2805,19935.205,128281.0,102.54,0.33,2.8,4.1,70.5
2022-04-20,16.244,102.2805,19935.205,128281.0,102.56,0.33,2.8,4.1,70.5
2022-04-21,16.244,102.2805,19935.205,128281.0,103.89,0.33,2.8,4.1,70.5
2022-04-22,16.244,102.2805,19935.205,128281.0,102.86,0.33,2.8,4.1,70.5
2022-04-25,16.244,102.2805,19935.205,128281.0,99.6,0.33,2.8,4.1,70.5
2022-04-26,16.244,102.2805,19935.205,128281.0,102.62,0.33,2.8,4.1,70.5
2022-04-27,16.244,102.2805,19935.205,128281.0,101.96,0.33,2.8,4.1,70.5
2022-04-28,16.244,102.2805,19935.205,128281.0,105.47,0.33,2.8,4.1,70.5
2022-04-29,16.244,102.2805,19935.205,128281.0,104.59,0.33,2.8,4.1,70.5
2022-05-02,16.244,102.2805,19935.205,128281.0,105.18,0.33,2.8,4.1,70.5
2022-05-03,16.244,102.2805,19935.205,128281.0,102.53,0.33,2.8,4.1,70.5
2022-05-04,16.244,102.2805,19935.205,128281.0,107.84,0.33,2.8,4.1,70.5
2022-05-05,16.244,102.2805,19935.205,128281.0,108.17,0.83,2.8,4.1,70.5
2022-05-06,16.244,102.2805,19935.205,128281.0,109.72,0.83,2.8,4.1,70.5
2022-05-09,16.244,102.2805,19935.205,128281.0,103.08,0.83,2.8,4.1,70.5
2022-05-10,16.244,102.2805,19935.205,128281.0,99.74,0.83,2.8,4.1,70.5
2022-05-11,16.244,102.2805,19935.205,128281.0,105.5,0.83,2.8,4.1,70.5
2022-05-12,16.244,102.2805,19935.205,128281.0,106.15,0.83,2.8,4.1,70.5
2022-05-13,16.244,102.2805,19935.205,128281.0,110.52,0.83,2.8,4.1,70.5
2022-05-16,16.244,102.2805,19935.205,128281.0,114.07,0.83,2.8,4.1,70.5
2022-05-17,16.244,102.2805,19935.205,128281.0,112.31,0.83,2.8,4.1,70.5
2022-05-18,16.244,102.2805,19935.205,128281.0,109.67,0.83,2.8,4.1,70.5
2022-05-19,16.244,102.2805,19935.205,128281.0,112.21,0.83,2.8,4.1,70.5
2022-05-20,16.244,102.2805,19935.205,128281.0,112.63,0.83,2.8,4.1,70.5
2022-05-23,16.244,102.2805,19935.205,128281.0,110.32,0.83,2.8,4.1,70.5
2022-05-24,16.244,102.2805,19935.205,128281.0,112.55,0.83,2.8,4.1,70.5
2022-05-25,16.244,102.2805,19935.205,128281.0,112.88,0.83,2.8,4.1,70.5
2022-05-26,16.244,102.2805,19935.205,128281.0,116.19,0.83,2.8,4.1,70.5
2022-05-27,16.244,102.2805,19935.205,128281.0,114.96,0.83,2.8,4.1,70.5
2022-05-30,16.244,102.2805,19935.205,128281.0,114.96,0.83,2.8,4.1,70.5
2022-05-31,16.244,102.2805,19935.205,128281.0,114.38,0.83,2.8,4.1,70.5
2022-06-02,16.244,102.2805,19935.205,128281.0,116.88,0.83,2.8,4.1,70.5
2022-06-03,16.244,102.2805,19935.205,128281.0,118.97,0.83,2.8,4.1,70.5
2022-06-06,16.244,102.2805,19935.205,128281.0,118.41,0.83,2.8,4.1,70.5
2022-06-07,16.244,102.2805,19935.205,128281.0,119.55,0.83,2.8,4.1,70.5
2022-06-08,16.244,102.2805,19935.205,128281.0,121.94,0.83,2.8,4.1,70.5
2022-06-09,16.244,102.2805,19935.205,128281.0,121.52,0.83,2.8,4.1,70.5
2022-06-10,16.244,102.2805,19935.205,128281.0,120.73,0.83,2.8,4.1,70.5
2022-06-13,16.244,102.2805,19935.205,128281.0,120.92,0.83,2.8,4.1,70.5
2022-06-14,16.244,102.2805,19935.205,128281.0,118.92,0.83,2.8,4.1,70.5
2022-06-15,16.244,102.2805,19935.205,128281.0,115.32,0.83,2.8,4.1,70.5
2022-06-16,16.244,102.2805,19935.205,128281.0,117.56,1.58,2.8,4.1,70.5
2022-06-17,16.244,102.2805,19935.205,128281.0,109.56,1.58,2.8,4.1,70.5
2022-06-20,16.244,102.2805,19935.205,128281.0,109.56,1.58,2.8,4.1,70.5
2022-06-21,16.244,102.2805,19935.205,128281.0,110.49,1.58,2.8,4.1,70.5
2022-06-22,16.244,102.2805,19935.205,128281.0,106.22,1.58,2.8,4.1,70.5
2022-06-23,16.244,102.2805,19935.205,128281.0,105.75,1.58,2.8,4.1,70.5
2022-06-24,16.244,102.2805,19935.205,128281.0,109.07,1.58,2.8,4.1,70.5
2022-06-27,16.244,102.2805,19935.205,128281.0,111.44,1.58,2.8,4.1,70.5
2022-06-28,16.244,102.2805,19935.205,128281.0,113.66,1.58,2.8,4.1,70.5
2022-06-29,16.244,102.2805,19935.205,128281.0,111.65,1.58,2.8,4.1,70.5
2022-06-30,16.244,102.2805,19935.205,128281.0,107.76,1.58,2.8,4.1,70.5
2022-07-04,16.244,102.2805,19935.205,128281.0,107.76,1.58,2.8,4.1,70.5
2022-07-05,16.244,102.2805,19935.205,128281.0,101.55,1.58,2.8,4.1,70.5
2022-07-06,16.244,102.2805,19935.205,128281.0,100.31,1.58,2.8,4.1,70.5
2022-07-07,16.244,102.2805,19935.205,128281.0,104.62,1.58,2.8,4.1,70.5
2022-07-08,16.244,102.2805,19935.205,128281.0,106.78,1.58,2.8,4.1,70.5
2022-07-11,16.244,102.2805,19935.205,128281.0,106.09,1.58,2.8,4.1,70.5
2022-07-12,16.244,102.2805,19935.205,128281.0,97.69,1.58,2.8,4.1,70.5
2022-07-13,16.244,102.2805,19935.205,128281.0,98.44,1.58,2.8,4.1,70.5
2022-07-14,16.244,102.2805,19935.205,128281.0,97.79,1.58,2.8,4.1,70.5
2022-07-15,16.244,102.2805,19935.205,128281.0,99.59,1.58,2.8,4.1,70.5
2022-07-18,16.244,102.2805,19935.205,128281.0,104.48,1.58,2.8,4.1,70.5
2022-07-19,16.244,102.2805,19935.205,128281.0,106.12,1.58,2.8,4.1,70.5
2022-07-20,16.244,102.2805,19935.205,128281.0,104.45,1.58,2.8,4.1,70.5
2022-07-21,16.244,102.2805,19935.205,128281.0,98.44,1.58,2.8,4.1,70.5
2022-07-22,16.244,102.2805,19935.205,128281.0,97.71,1.58,2.8,4.1,70.5
2022-07-25,16.244,102.2805,19935.205,128281.0,99.83,1.58,2.8,4.1,70.5
2022-07-26,16.244,102.2805,19935.205,128281.0,97.74,1.58,2.8,4.1,70.5
2022-07-27,16.244,102.2805,19935.205,128281.0,100.03,1.58,2.8,4.1,70.5
2022-07-28,16.244,102.2805,19935.205,128281.0,99.11,2.33,2.8,4.1,70.5
2022-07-29,16.244,102.2805,19935.205,128281.0,101.31,2.32,2.8,4.1,70.5
2022-08-02,16.244,102.2805,19935.205,128281.0,97.14,2.33,2.8,4.1,70.5
2022-08-03,16.244,102.2805,19935.205,128281.0,93.25,2.33,2.8,4.1,70.5
2022-08-04,16.244,102.2805,19935.205,128281.0,91.29,2.33,2.8,4.1,70.5
2022-08-05,16.244,102.2805,19935.205,128281.0,91.77,2.33,2.8,4.1,70.5
2022-08-08,16.244,102.2805,19935.205,128281.0,93.52,2.33,2.8,4.1,70.5
2022-08-09,16.244,102.2805,19935.205,128281.0,93.18,2.33,2.8,4.1,70.5
2022-08-10,16.244,102.2805,19935.205,128281.0,94.68,2.33,2.8,4.1,70.5
2022-08-11,16.244,102.2805,19935.205,128281.0,97.02,2.33,2.8,4.1,70.5
2022-08-12,16.244,102.2805,19935.205,128281.0,94.86,2.33,2.8,4.1,70.5
2022-08-15,16.244,102.2805,19935.205,128281.0,92.24,2.33,2.8,4.1,70.5
2022-08-16,16.244,102.2805,19935.205,128281.0,89.23,2.33,2.8,4.1,70.5
2022-08-17,16.244,102.2805,19935.205,128281.0,90.85,2.33,2.8,4.1,70.5
2022-08-18,16.244,102.2805,19935.205,128281.0,93.2,2.33,2.8,4.1,70.5
2022-08-19,16.244,102.2805,19935.205,128281.0,93.55,2.33,2.8,4.1,70.5
2022-08-22,16.244,102.2805,19935.205,128281.0,93.42,2.33,2.8,4.1,70.5
2022-08-23,16.244,102.2805,19935.205,128281.0,96.46,2.33,2.8,4.1,70.5
2022-08-24,16.244,102.2805,19935.205,128281.0,95.52,2.33,2.8,4.1,70.5
2022-08-25,16.244,102.2805,19935.205,128281.0,93.33,2.33,2.8,4.1,70.5
2022-08-26,16.244,102.2805,19935.205,128281.0,93.63,2.33,2.8,4.1,70.5
2022-08-29,16.244,102.2805,19935.205,128281.0,97.4,2.33,2.8,4.1,70.5
2022-08-30,16.244,102.2805,19935.205,128281.0,92.08,2.33,2.8,4.1,70.5
2022-08-31,16.244,102.2805,19935.205,128281.0,90.09,2.33,2.8,4.1,70.5
2022-09-02,16.244,102.2805,19935.205,128281.0,87.29,2.33,2.8,4.1,70.5
2022-09-05,16.244,102.2805,19935.205,128281.0,87.29,2.33,2.8,4.1,70.5
2022-09-06,16.244,102.2805,19935.205,128281.0,87.35,2.33,2.8,4.1,70.5
2022-09-07,16.244,102.2805,19935.205,128281.0,82.5,2.33,2.8,4.1,70.5
2022-09-08,16.244,102.2805,19935.205,128281.0,84.04,2.33,2.8,4.1,70.5
2022-09-09,16.244,102.2805,19935.205,128281.0,87.27,2.33,2.8,4.1,70.5
2022-09-12,16.244,102.2805,19935.205,128281.0,88.18,2.33,2.8,4.1,70.5
2022-09-13,16.244,102.2805,19935.205,128281.0,87.84,2.33,2.8,4.1,70.5
2022-09-14,16.244,102.2805,19935.205,128281.0,88.88,2.33,2.8,4.1,70.5
2022-09-15,16.244,102.2805,19935.205,128281.0,85.72,2.33,2.8,4.1,70.5
2022-09-16,16.244,102.2805,19935.205,128281.0,85.57,2.33,2.8,4.1,70.5
2022-09-19,16.244,102.2805,19935.205,128281.0,86.15,2.33,2.8,4.1,70.5
2022-09-20,16.244,102.2805,19935.205,128281.0,84.69,2.33,2.8,4.1,70.5
2022-09-21,16.244,102.2805,19935.205,128281.0,83.38,2.33,2.8,4.1,70.5
2022-09-22,16.244,102.2805,19935.205,128281.0,84.02,3.08,2.8,4.1,70.5
2022-09-23,16.244,102.2805,19935.205,128281.0,79.07,3.08,2.8,4.1,70.5
2022-09-26,16.244,102.2805,19935.205,128281.0,77.17,3.08,2.8,4.1,70.5
2022-09-27,16.244,102.2805,19935.205,128281.0,78.91,3.08,2.8,4.1,70.5
2022-09-28,16.244,102.2805,19935.205,128281.0,82.61,3.08,2.8,4.1,70.5
2022-09-29,16.244,102.2805,19935.205,128281.0,81.78,3.08,2.8,4.1,70.5
2022-09-30,16.244,102.2805,19935.205,128281.0,79.91,3.08,2.8,4.1,70.5
2022-10-03,16.244,102.2805,19935.205,128281.0,84.05,3.08,2.8,4.1,70.5
2022-10-04,16.244,102.2805,19935.205,128281.0,86.87,3.08,2.8,4.1,70.5
2022-10-05,16.244,102.2805,19935.205,128281.0,88.22,3.08,2.8,4.1,70.5
2022-10-06,16.244,102.2805,19935.205,128281.0,88.9,3.08,2.8,4.1,70.5
2022-10-07,16.244,102.2805,19935.205,128281.0,93.07,3.08,2.8,4.1,70.5
2022-10-10,16.244,102.2805,19935.205,128281.0,91.6,3.08,2.8,4.1,70.5
2022-10-11,16.244,102.2805,19935.205,128281.0,89.75,3.08,2.8,4.1,70.5
2022-10-12,16.244,102.2805,19935.205,128281.0,87.83,3.08,2.8,4.1,70.5
2022-10-13,16.244,102.2805,19935.205,128281.0,89.59,3.08,2.8,4.1,70.5
2022-10-14,16.244,102.2805,19935.205,128281.0,86.1,3.08,2.8,4.1,70.5
2022-10-17,16.244,102.2805,19935.205,128281.0,86.0,3.08,2.8,4.1,70.5
2022-10-18,16.244,102.2805,19935.205,128281.0,83.29,3.08,2.8,4.1,70.5
2022-10-19,16.244,102.2805,19935.205,128281.0,86.0,3.08,2.8,4.1,70.5
2022-10-20,16.244,102.2805,19935.205,128281.0,86.02,3.08,2.8,4.1,70.5
2022-10-21,16.244,102.2805,19935.205,128281.0,85.47,3.08,2.8,4.1,70.5
2022-10-24,16.244,102.2805,19935.205,128281.0,86.12,3.08,2.8,4.1,70.5
2022-10-25,16.244,102.2805,19935.205,128281.0,86.93,3.08,2.8,4.1,70.5
2022-10-26,16.244,102.2805,19935.205,128281.0,89.39,3.08,2.8,4.1,70.5
2022-10-27,16.244,102.2805,19935.205,128281.0,89.06,3.08,2.8,4.1,70.5
2022-10-28,16.244,102.2805,19935.205,128281.0,87.85,3.08,2.8,4.1,70.5
2022-10-31,16.244,102.2805,19935.205,128281.0,86.54,3.08,2.8,4.1,70.5
2022-11-02,16.244,102.2805,19935.205,128281.0,90.06,3.08,2.8,4.1,70.5
2022-11-03,16.244,102.2805,19935.205,128281.0,88.14,3.83,2.8,4.1,70.5
2022-11-04,16.244,102.2805,19935.205,128281.0,92.58,3.83,2.8,4.1,70.5
2022-11-07,16.244,102.2805,19935.205,128281.0,91.8,3.83,2.8,4.1,70.5
2022-11-08,16.244,102.2805,19935.205,128281.0,88.8,3.83,2.8,4.1,70.5
2022-11-09,16.244,102.2805,19935.205,128281.0,85.79,3.83,2.8,4.1,70.5
2022-11-10,16.244,102.2805,19935.205,128281.0,86.52,3.83,2.8,4.1,70.5
2022-11-11,16.244,102.2805,19935.205,128281.0,89.14,3.83,2.8,4.1,70.5
2022-11-14,16.244,102.2805,19935.205,128281.0,85.85,3.83,2.8,4.1,70.5
2022-11-15,16.244,102.2805,19935.205,128281.0,86.87,3.83,2.8,4.1,70.5
2022-11-16,16.244,102.2805,19935.205,128281.0,85.62,3.83,2.8,4.1,70.5
2022-11-17,16.244,102.2805,19935.205,128281.0,81.69,3.83,2.8,4.1,70.5
2022-11-18,16.244,102.2805,19935.205,128281.0,80.07,3.83,2.8,4.1,70.5
2022-11-21,16.244,102.2805,19935.205,128281.0,79.74,3.83,2.8,4.1,70.5
2022-11-22,16.244,102.2805,19935.205,128281.0,80.83,3.83,2.8,4.1,70.5
2022-11-23,16.244,102.2805,19935.205,128281.0,77.93,3.83,2.8,4.1,70.5
2022-11-24,16.244,102.2805,19935.205,128281.0,77.93,3.83,2.8,4.1,70.5
2022-11-25,16.244,102.2805,19935.205,128281.0,76.45,3.83,2.8,4.1,70.5
2022-11-28,16.244,102.2805,19935.205,128281.0,77.1,3.83,2.8,4.1,70.5
2022-11-29,16.244,102.2805,19935.205,128281.0,77.96,3.83,2.8,4.1,70.5
2022-11-30,16.244,102.2805,19935.205,128281.0,80.48,3.83,2.8,4.1,70.5
2022-12-02,16.244,102.2805,19935.205,128281.0,79.86,3.83,2.8,4.1,70.5
2022-12-05,16.244,102.2805,19935.205,128281.0,76.83,3.83,2.8,4.1,70.5
2022-12-06,16.244,102.2805,19935.205,128281.0,74.21,3.83,2.8,4.1,70.5
2022-12-07,16.244,102.2805,19935.205,128281.0,71.93,3.83,2.8,4.1,70.5
2022-12-08,16.244,102.2805,19935.205,128281.0,71.3,3.83,2.8,4.1,70.5
2022-12-09,16.244,102.2805,19935.205,128281.0,71.05,3.83,2.8,4.1,70.5
2022-12-12,16.244,102.2805,19935.205,128281.0,72.96,3.83,2.8,4.1,70.5
2022-12-13,16.244,102.2805,19935.205,128281.0,75.44,3.83,2.8,4.1,70.5
2022-12-14,16.244,102.2805,19935.205,128281.0,77.14,3.83,2.8,4.1,70.5
2022-12-15,16.244,102.2805,19935.205,128281.0,75.89,4.33,2.8,4.1,70.5
2022-12-16,16.244,102.2805,19935.205,128281.0,74.19,4.33,2.8,4.1,70.5
2022-12-19,16.244,102.2805,19935.205,128281.0,75.05,4.33,2.8,4.1,70.5
2022-12-20,16.244,102.2805,19935.205,128281.0,75.92,4.33,2.8,4.1,70.5
2022-12-21,16.244,102.2805,19935.205,128281.0,78.17,4.33,2.8,4.1,70.5
2022-12-22,16.244,102.2805,19935.205,128281.0,77.68,4.33,2.8,4.1,70.5
2022-12-23,16.244,102.2805,19935.205,128281.0,79.57,4.33,2.8,4.1,70.5
2022-12-26,16.244,102.2805,19935.205,128281.0,79.57,4.33,2.8,4.1,70.5
2022-12-27,16.244,102.2805,19935.205,128281.0,79.45,4.33,2.8,4.1,70.5
2022-12-28,16.244,102.2805,19935.205,128281.0,78.89,4.33,2.8,4.1,70.5
2022-12-29,16.244,102.2805,19935.205,128281.0,78.43,4.33,2.8,4.1,70.5
2022-12-30,16.244,102.2805,19935.205,128281.0,80.16,4.33,2.8,4.1,70.5
2023-01-02,16.244,102.2805,19935.205,128281.0,80.16,4.33,2.8,4.1,70.5
2023-01-03,16.244,102.2805,19935.205,128281.0,76.87,4.33,2.8,4.1,70.5
2023-01-04,16.244,102.2805,19935.205,128281.0,72.82,4.33,2.8,4.1,70.5
2023-01-05,16.244,102.2805,19935.205,128281.0,73.61,4.33,2.8,4.1,70.5
2023-01-06,16.244,102.2805,19935.205,128281.0,73.77,4.33,2.8,4.1,70.5
2023-01-09,16.244,102.2805,19935.205,128281.0,74.69,4.33,2.8,4.1,70.5
2023-01-10,16.244,102.2805,19935.205,128281.0,75.11,4.33,2.8,4.1,70.5
2023-01-11,16.244,102.2805,19935.205,128281.0,77.46,4.33,2.8,4.1,70.5
2023-01-12,16.244,102.2805,19935.205,128281.0,78.32,4.33,2.8,4.1,70.5
2023-01-13,16.244,102.2805,19935.205,128281.0,79.9,4.33,2.8,4.1,70.5
2023-01-16,16.244,102.2805,19935.205,128281.0,79.9,4.33,2.8,4.1,70.5
2023-01-17,16.244,102.2805,19935.205,128281.0,80.25,4.33,2.8,4.1,70.5
2023-01-18,16.244,102.2805,19935.205,128281.0,79.53,4.33,2.8,4.1,70.5
2023-01-19,16.244,102.2805,19935.205,128281.0,80.31,4.33,2.8,4.1,70.5
2023-01-20,16.244,102.2805,19935.205,128281.0,81.27,4.33,2.8,4.1,70.5
2023-01-23,16.244,102.2805,19935.205,128281.0,81.62,4.33,2.8,4.1,70.5
2023-01-24,16.244,102.2805,19935.205,128281.0,79.86,4.33,2.8,4.1,70.5
2023-01-25,16.244,102.2805,19935.205,128281.0,79.78,4.33,2.8,4.1,70.5
2023-01-26,16.244,102.2805,19935.205,128281.0,80.64,4.33,2.8,4.1,70.5
