Date,vehicle_sales,industrial_production,consumer_spending,retail_sales_vehicles,crude_oil_prices,interest_rate,gdp_growth,unemployment_rate,consumer_sentiment
2024-05-11,16.373,102.9797,19682.699,144864.0,79.81,5.33,3.0,4.0,69.1
2024-05-12,16.373,102.9797,19682.699,144864.0,79.81,5.33,3.0,4.0,69.1
2024-05-13,16.373,102.9797,19682.699,144864.0,80.71,5.33,3.0,4.0,69.1
2024-05-14,16.373,102.9797,19682.699,144864.0,79.62,5.33,3.0,4.0,69.1
2024-05-15,16.373,102.9797,19682.699,144864.0,80.23,5.33,3.0,4.0,69.1
2024-05-16,16.373,102.9797,19682.699,144864.0,80.85,5.33,3.0,4.0,69.1
2024-05-17,16.373,102.9797,19682.699,144864.0,81.66,5.33,3.0,4.0,69.1
2024-05-18,16.373,102.9797,19682.699,144864.0,81.66,5.33,3.0,4.0,69.1
2024-05-19,16.373,102.9797,19682.699,144864.0,81.66,5.33,3.0,4.0,69.1
2024-05-20,16.373,102.9797,19682.699,144864.0,81.39,5.33,3.0,4.0,69.1
2024-05-21,16.373,102.9797,19682.699,144864.0,80.66,5.33,3.0,4.0,69.1
2024-05-22,16.373,102.9797,19682.699,144864.0,79.15,5.33,3.0,4.0,69.1
2024-05-23,16.373,102.9797,19682.699,144864.0,77.47,5.33,3.0,4.0,69.1
2024-05-24,16.373,102.9797,19682.699,144864.0,78.48,5.33,3.0,4.0,69.1
2024-05-25,16.373,102.9797,19682.699,144864.0,78.48,5.33,3.0,4.0,69.1
2024-05-26,16.373,102.9797,19682.699,144864.0,78.48,5.33,3.0,4.0,69.1
2024-05-27,16.373,102.9797,19682.699,144864.0,78.48,5.33,3.0,4.0,69.1
2024-05-28,16.373,102.9797,19682.699,144864.0,80.9,5.33,3.0,4.0,69.1
2024-05-29,16.373,102.9797,19682.699,144864.0,80.24,5.33,3.0,4.0,69.1
2024-05-30,16.373,102.9797,19682.699,144864.0,78.96,5.33,3.0,4.0,69.1
2024-05-31,16.373,102.9797,19682.699,144864.0,77.97,5.33,3.0,4.0,69.1
2024-06-01,15.471,103.2768,19682.699,130624.0,77.97,5.33,3.0,4.1,68.2
2024-06-02,15.471,103.2768,19682.699,130624.0,77.97,5.33,3.0,4.1,68.2
2024-06-03,15.471,103.2768,19682.699,130624.0,75.26,5.33,3.0,4.1,68.2
2024-06-04,15.471,103.2768,19682.699,130624.0,74.27,5.33,3.0,4.1,68.2
2024-06-05,15.471,103.2768,19682.699,130624.0,75.08,5.33,3.0,4.1,68.2
2024-06-06,15.471,103.2768,19682.699,130624.0,76.52,5.33,3.0,4.1,68.2
2024-06-07,15.471,103.2768,19682.699,130624.0,76.53,5.33,3.0,4.1,68.2
2024-06-08,15.471,103.2768,19682.699,130624.0,76.53,5.33,3.0,4.1,68.2
2024-06-09,15.471,103.2768,19682.699,130624.0,76.53,5.33,3.0,4.1,68.2
2024-06-10,15.471,103.2768,19682.699,130624.0,78.75,5.33,3.0,4.1,68.2
2024-06-11,15.471,103.2768,19682.699,130624.0,78.88,5.33,3.0,4.1,68.2
2024-06-12,15.471,103.2768,19682.699,130624.0,79.56,5.33,3.0,4.1,68.2
2024-06-13,15.471,103.2768,19682.699,130624.0,79.61,5.33,3.0,4.1,68.2
2024-06-14,15.471,103.2768,19682.699,130624.0,79.41,5.33,3.0,4.1,68.2
2024-06-15,15.471,103.2768,19682.699,130624.0,79.41,5.33,3.0,4.1,68.2
2024-06-16,15.471,103.2768,19682.699,130624.0,79.41,5.33,3.0,4.1,68.2
2024-06-17,15.471,103.2768,19682.699,130624.0,81.33,5.33,3.0,4.1,68.2
2024-06-18,15.471,103.2768,19682.699,130624.0,82.67,5.33,3.0,4.1,68.2
2024-06-19,15.471,103.2768,19682.699,130624.0,82.67,5.33,3.0,4.1,68.2
2024-06-20,15.471,103.2768,19682.699,130624.0,83.34,5.33,3.0,4.1,68.2
2024-06-21,15.471,103.2768,19682.699,130624.0,81.71,5.33,3.0,4.1,68.2
2024-06-22,15.471,103.2768,19682.699,130624.0,81.71,5.33,3.0,4.1,68.2
2024-06-23,15.471,103.2768,19682.699,130624.0,81.71,5.33,3.0,4.1,68.2
2024-06-24,15.471,103.2768,19682.699,130624.0,82.63,5.33,3.0,4.1,68.2
2024-06-25,15.471,103.2768,19682.699,130624.0,81.97,5.33,3.0,4.1,68.2
2024-06-26,15.471,103.2768,19682.699,130624.0,82.19,5.33,3.0,4.1,68.2
2024-06-27,15.471,103.2768,19682.699,130624.0,83.04,5.33,3.0,4.1,68.2
2024-06-28,15.471,103.2768,19682.699,130624.0,82.83,5.33,3.0,4.1,68.2
2024-06-29,15.471,103.2768,19682.699,130624.0,82.83,5.33,3.0,4.1,68.2
2024-06-30,15.471,103.2768,19682.699,130624.0,82.83,5.33,3.0,4.1,68.2
2024-07-01,16.367,102.5381,19928.167,140356.0,84.7,5.33,2.8,4.3,66.4
2024-07-02,16.367,102.5381,19928.167,140356.0,84.09,5.33,2.8,4.3,66.4
2024-07-03,16.367,102.5381,19928.167,140356.0,85.19,5.33,2.8,4.3,66.4
2024-07-04,16.367,102.5381,19928.167,140356.0,85.19,5.33,2.8,4.3,66.4
2024-07-05,16.367,102.5381,19928.167,140356.0,84.44,5.33,2.8,4.3,66.4
2024-07-06,16.367,102.5381,19928.167,140356.0,84.44,5.33,2.8,4.3,66.4
2024-07-07,16.367,102.5381,19928.167,140356.0,84.44,5.33,2.8,4.3,66.4
2024-07-08,16.367,102.5381,19928.167,140356.0,83.63,5.33,2.8,4.3,66.4
2024-07-09,16.367,102.5381,19928.167,140356.0,82.78,5.33,2.8,4.3,66.4
2024-07-10,16.367,102.5381,19928.167,140356.0,83.39,5.33,2.8,4.3,66.4
2024-07-11,16.367,102.5381,19928.167,140356.0,83.92,5.33,2.8,4.3,66.4
2024-07-12,16.367,102.5381,19928.167,140356.0,83.49,5.33,2.8,4.3,66.4
2024-07-13,16.367,102.5381,19928.167,140356.0,83.49,5.33,2.8,4.3,66.4
2024-07-14,16.367,102.5381,19928.167,140356.0,83.49,5.33,2.8,4.3,66.4
2024-07-15,16.367,102.5381,19928.167,140356.0,83.22,5.33,2.8,4.3,66.4
2024-07-16,16.367,102.5381,19928.167,140356.0,81.92,5.33,2.8,4.3,66.4
2024-07-17,16.367,102.5381,19928.167,140356.0,84.16,5.33,2.8,4.3,66.4
2024-07-18,16.367,102.5381,19928.167,140356.0,84.17,5.33,2.8,4.3,66.4
2024-07-19,16.367,102.5381,19928.167,140356.0,81.43,5.33,2.8,4.3,66.4
2024-07-20,16.367,102.5381,19928.167,140356.0,81.43,5.33,2.8,4.3,66.4
2024-07-21,16.367,102.5381,19928.167,140356.0,81.43,5.33,2.8,4.3,66.4
2024-07-22,16.367,102.5381,19928.167,140356.0,81.25,5.33,2.8,4.3,66.4
2024-07-23,16.367,102.5381,19928.167,140356.0,78.24,5.33,2.8,4.3,66.4
2024-07-24,16.367,102.5381,19928.167,140356.0,78.78,5.33,2.8,4.3,66.4
2024-07-25,16.367,102.5381,19928.167,140356.0,79.43,5.33,2.8,4.3,66.4
2024-07-26,16.367,102.5381,19928.167,140356.0,78.58,5.33,2.8,4.3,66.4
2024-07-27,16.367,102.5381,19928.167,140356.0,78.58,5.33,2.8,4.3,66.4
2024-07-28,16.367,102.5381,19928.167,140356.0,78.58,5.33,2.8,4.3,66.4
2024-07-29,16.367,102.5381,19928.167,140356.0,77.27,5.33,2.8,4.3,66.4
2024-07-30,16.367,102.5381,19928.167,140356.0,76.17,5.33,2.8,4.3,66.4
2024-07-31,16.367,102.5381,19928.167,140356.0,79.36,5.33,2.8,4.3,66.4
2024-08-01,15.829,103.0449,19928.167,143437.0,77.74,5.33,2.8,4.2,67.9
2024-08-02,15.829,103.0449,19928.167,143437.0,74.99,5.33,2.8,4.2,67.9
2024-08-03,15.829,103.0449,19928.167,143437.0,74.99,5.33,2.8,4.2,67.9
2024-08-04,15.829,103.0449,19928.167,143437.0,74.99,5.33,2.8,4.2,67.9
2024-08-05,15.829,103.0449,19928.167,143437.0,74.46,5.33,2.8,4.2,67.9
2024-08-06,15.829,103.0449,19928.167,143437.0,74.6,5.33,2.8,4.2,67.9
2024-08-07,15.829,103.0449,19928.167,143437.0,76.68,5.33,2.8,4.2,67.9
2024-08-08,15.829,103.0449,19928.167,143437.0,77.64,5.33,2.8,4.2,67.9
2024-08-09,15.829,103.0449,19928.167,143437.0,78.28,5.33,2.8,4.2,67.9
2024-08-10,15.829,103.0449,19928.167,143437.0,78.28,5.33,2.8,4.2,67.9
2024-08-11,15.829,103.0449,19928.167,143437.0,78.28,5.33,2.8,4.2,67.9
2024-08-12,15.829,103.0449,19928.167,143437.0,81.45,5.33,2.8,4.2,67.9
2024-08-13,15.829,103.0449,19928.167,143437.0,79.81,5.33,2.8,4.2,67.9
2024-08-14,15.829,103.0449,19928.167,143437.0,78.47,5.33,2.8,4.2,67.9
2024-08-15,15.829,103.0449,19928.167,143437.0,79.66,5.33,2.8,4.2,67.9
2024-08-16,15.829,103.0449,19928.167,143437.0,78.05,5.33,2.8,4.2,67.9
2024-08-17,15.829,103.0449,19928.167,143437.0,78.05,5.33,2.8,4.2,67.9
2024-08-18,15.829,103.0449,19928.167,143437.0,78.05,5.33,2.8,4.2,67.9
2024-08-19,15.829,103.0449,19928.167,143437.0,75.82,5.33,2.8,4.2,67.9
2024-08-20,15.829,103.0449,19928.167,143437.0,75.27,5.33,2.8,4.2,67.9
2024-08-21,15.829,103.0449,19928.167,143437.0,72.76,5.33,2.8,4.2,67.9
2024-08-22,15.829,103.0449,19928.167,143437.0,73.72,5.33,2.8,4.2,67.9
2024-08-23,15.829,103.0449,19928.167,143437.0,75.82,5.33,2.8,4.2,67.9
2024-08-24,15.829,103.0449,19928.167,143437.0,75.82,5.33,2.8,4.2,67.9
2024-08-25,15.829,103.0449,19928.167,143437.0,75.82,5.33,2.8,4.2,67.9
2024-08-26,15.829,103.0449,19928.167,143437.0,78.4,5.33,2.8,4.2,67.9
2024-08-27,15.829,103.0449,19928.167,143437.0,76.5,5.33,2.8,4.2,67.9
2024-08-28,15.829,103.0449,19928.167,143437.0,75.49,5.33,2.8,4.2,67.9
2024-08-29,15.829,103.0449,19928.167,143437.0,76.9,5.33,2.8,4.2,67.9
2024-08-30,15.829,103.0449,19928.167,143437.0,74.52,5.33,2.8,4.2,67.9
2024-08-31,15.829,103.0449,19928.167,143437.0,74.52,5.33,2.8,4.2,67.9
2024-09-01,16.244,102.5497,19928.167,128281.0,74.52,5.33,2.8,4.1,70.1
2024-09-02,16.244,102.5497,19928.167,128281.0,74.52,5.33,2.8,4.1,70.1
2024-09-03,16.244,102.5497,19928.167,128281.0,71.28,5.33,2.8,4.1,70.1
2024-09-04,16.244,102.5497,19928.167,128281.0,70.11,5.33,2.8,4.1,70.1
2024-09-05,16.244,102.5497,19928.167,128281.0,70.09,5.33,2.8,4.1,70.1
2024-09-06,16.244,102.5497,19928.167,128281.0,68.58,5.33,2.8,4.1,70.1
2024-09-07,16.244,102.5497,19928.167,128281.0,68.58,5.33,2.8,4.1,70.1
2024-09-08,16.244,102.5497,19928.167,128281.0,68.58,5.33,2.8,4.1,70.1
2024-09-09,16.244,102.5497,19928.167,128281.0,69.65,5.33,2.8,4.1,70.1
2024-09-10,16.244,102.5497,19928.167,128281.0,66.73,5.33,2.8,4.1,70.1
2024-09-11,16.244,102.5497,19928.167,128281.0,68.25,5.33,2.8,4.1,70.1
2024-09-12,16.244,102.5497,19928.167,128281.0,69.89,5.33,2.8,4.1,70.1
2024-09-13,16.244,102.5497,19928.167,128281.0,69.59,5.33,2.8,4.1,70.1
2024-09-14,16.244,102.5497,19928.167,128281.0,69.59,5.33,2.8,4.1,70.1
2024-09-15,16.244,102.5497,19928.167,128281.0,69.59,5.33,2.8,4.1,70.1
2024-09-16,16.244,102.5497,19928.167,128281.0,71.1,5.33,2.8,4.1,70.1
2024-09-17,16.244,102.5497,19928.167,128281.0,72.16,5.33,2.8,4.1,70.1
2024-09-18,16.244,102.5497,19928.167,128281.0,71.87,5.33,2.8,4.1,70.1
2024-09-19,16.244,102.5497,19928.167,128281.0,72.86,4.83,2.8,4.1,70.1
2024-09-20,16.244,102.5497,19928.167,128281.0,72.72,4.83,2.8,4.1,70.1
2024-09-21,16.244,102.5497,19928.167,128281.0,72.72,4.83,2.8,4.1,70.1
2024-09-22,16.244,102.5497,19928.167,128281.0,72.72,4.83,2.8,4.1,70.1
2024-09-23,16.244,102.5497,19928.167,128281.0,71.33,4.83,2.8,4.1,70.1
2024-09-24,16.244,102.5497,19928.167,128281.0,72.34,4.83,2.8,4.1,70.1
2024-09-25,16.244,102.5497,19928.167,128281.0,70.42,4.83,2.8,4.1,70.1
2024-09-26,16.244,102.5497,19928.167,128281.0,68.28,4.83,2.8,4.1,70.1
2024-09-27,16.244,102.5497,19928.167,128281.0,68.72,4.83,2.8,4.1,70.1
2024-09-28,16.244,102.5497,19928.167,128281.0,68.72,4.83,2.8,4.1,70.1
2024-09-29,16.244,102.5497,19928.167,128281.0,68.72,4.83,2.8,4.1,70.1
2024-09-30,16.244,102.5497,19928.167,128281.0,68.75,4.83,2.8,4.1,70.1
2024-10-01,16.427,102.2805,19928.167,128281.0,70.41,4.83,2.8,4.1,70.5
2024-10-02,16.427,102.2805,19928.167,128281.0,70.74,4.83,2.8,4.1,70.5
2024-10-03,16.427,102.2805,19928.167,128281.0,74.33,4.83,2.8,4.1,70.5
2024-10-04,16.427,102.2805,19928.167,128281.0,74.93,4.83,2.8,4.1,70.5
2024-10-05,16.427,102.2805,19928.167,128281.0,74.93,4.83,2.8,4.1,70.5
2024-10-06,16.427,102.2805,19928.167,128281.0,74.93,4.83,2.8,4.1,70.5
2024-10-07,16.427,102.2805,19928.167,128281.0,77.76,4.83,2.8,4.1,70.5
2024-10-08,16.427,102.2805,19928.167,128281.0,74.26,4.83,2.8,4.1,70.5
2024-10-09,16.427,102.2805,19928.167,128281.0,73.85,4.83,2.8,4.1,70.5
2024-10-10,16.427,102.2805,19928.167,128281.0,76.46,4.83,2.8,4.1,70.5
2024-10-11,16.427,102.2805,19928.167,128281.0,76.11,4.83,2.8,4.1,70.5
2024-10-12,16.427,102.2805,19928.167,128281.0,76.11,4.83,2.8,4.1,70.5
2024-10-13,16.427,102.2805,19928.167,128281.0,76.11,4.83,2.8,4.1,70.5
2024-10-14,16.427,102.2805,19928.167,128281.0,76.11,4.83,2.8,4.1,70.5
2024-10-15,16.427,102.2805,19928.167,128281.0,71.22,4.83,2.8,4.1,70.5
2024-10-16,16.427,102.2805,19928.167,128281.0,70.97,4.83,2.8,4.1,70.5
2024-10-17,16.427,102.2805,19928.167,128281.0,71.26,4.83,2.8,4.1,70.5
2024-10-18,16.427,102.2805,19928.167,128281.0,69.78,4.83,2.8,4.1,70.5
2024-10-19,16.427,102.2805,19928.167,128281.0,69.78,4.83,2.8,4.1,70.5
2024-10-20,16.427,102.2805,19928.167,128281.0,69.78,4.83,2.8,4.1,70.5
2024-10-21,16.427,102.2805,19928.167,128281.0,71.16,4.83,2.8,4.1,70.5
2024-10-22,16.427,102.2805,19928.167,128281.0,72.84,4.83,2.8,4.1,70.5
2024-10-23,16.427,102.2805,19928.167,128281.0,71.37,4.83,2.8,4.1,70.5
2024-10-24,16.427,102.2805,19928.167,128281.0,70.58,4.83,2.8,4.1,70.5
2024-10-25,16.427,102.2805,19928.167,128281.0,72.02,4.83,2.8,4.1,70.5
2024-10-26,16.427,102.2805,19928.167,128281.0,72.02,4.83,2.8,4.1,70.5
2024-10-27,16.427,102.2805,19928.167,128281.0,72.02,4.83,2.8,4.1,70.5
2024-10-28,16.427,102.2805,19928.167,128281.0,67.65,4.83,2.8,4.1,70.5
2024-10-29,16.427,102.2805,19928.167,128281.0,67.48,4.83,2.8,4.1,70.5
2024-10-30,16.427,102.2805,19928.167,128281.0,68.91,4.83,2.8,4.1,70.5
2024-10-31,16.427,102.2805,19928.167,128281.0,69.58,4.83,2.8,4.1,70.5
2024-11-01,16.427,102.2805,19928.167,128281.0,69.81,4.83,2.8,4.1,70.5
2024-11-02,16.427,102.2805,19928.167,128281.0,69.81,4.83,2.8,4.1,70.5
2024-11-03,16.427,102.2805,19928.167,128281.0,69.81,4.83,2.8,4.1,70.5
2024-11-04,16.427,102.2805,19928.167,128281.0,71.83,4.83,2.8,4.1,70.5
2024-11-05,16.427,102.2805,19928.167,128281.0,72.26,4.83,2.8,4.1,70.5
2024-11-06,16.427,102.2805,19928.167,128281.0,71.98,4.83,2.8,4.1,70.5
2024-11-07,16.427,102.2805,19928.167,128281.0,72.69,4.83,2.8,4.1,70.5
2024-11-08,16.427,102.2805,19928.167,128281.0,70.69,4.58,2.8,4.1,70.5
2024-11-09,16.427,102.2805,19928.167,128281.0,70.69,4.58,2.8,4.1,70.5
2024-11-10,16.427,102.2805,19928.167,128281.0,70.69,4.58,2.8,4.1,70.5
2024-11-11,16.427,102.2805,19928.167,128281.0,70.69,4.58,2.8,4.1,70.5
2024-11-12,16.427,102.2805,19928.167,128281.0,68.43,4.58,2.8,4.1,70.5
2024-11-13,16.427,102.2805,19928.167,128281.0,68.76,4.58,2.8,4.1,70.5
2024-11-14,16.427,102.2805,19928.167,128281.0,68.99,4.58,2.8,4.1,70.5
2024-11-15,16.427,102.2805,19928.167,128281.0,67.33,4.58,2.8,4.1,70.5
2024-11-16,16.427,102.2805,19928.167,128281.0,67.33,4.58,2.8,4.1,70.5
2024-11-17,16.427,102.2805,19928.167,128281.0,67.33,4.58,2.8,4.1,70.5
2024-11-18,16.427,102.2805,19928.167,128281.0,69.46,4.58,2.8,4.1,70.5
2024-11-19,16.427,102.2805,19928.167,128281.0,69.75,4.58,2.8,4.1,70.5
2024-11-20,16.427,102.2805,19928.167,128281.0,69.25,4.58,2.8,4.1,70.5
2024-11-21,16.427,102.2805,19928.167,128281.0,70.39,4.58,2.8,4.1,70.5
2024-11-22,16.427,102.2805,19928.167,128281.0,71.68,4.58,2.8,4.1,70.5
