Date,interest_rate,unemployment_rate,cpi,gdp_growth,industrial_production,vehicle_sales,personal_consumption,retail_sales_auto,crude_oil_prices,sp500
2022-09-25,3.08,3.5,296.341,2.7,103.5326,14.136,17987.2,124441.0,79.07,3693.23
2022-09-26,3.08,3.5,296.341,2.7,103.5326,14.136,17987.2,124441.0,77.17,3655.04
2022-09-27,3.08,3.5,296.341,2.7,103.5326,14.136,17987.2,124441.0,78.91,3647.29
2022-09-28,3.08,3.5,296.341,2.7,103.5326,14.136,17987.2,124441.0,82.61,3719.04
2022-09-29,3.08,3.5,296.341,2.7,103.5326,14.136,17987.2,124441.0,81.78,3640.47
2022-09-30,3.08,3.5,296.341,2.7,103.5326,14.136,17987.2,124441.0,79.91,3585.62
2022-10-01,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,79.91,3585.62
2022-10-02,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,79.91,3585.62
2022-10-03,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,84.05,3678.43
2022-10-04,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,86.87,3790.93
2022-10-05,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,88.22,3783.28
2022-10-06,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,88.9,3744.52
2022-10-07,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,93.07,3639.66
2022-10-08,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,93.07,3639.66
2022-10-09,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,93.07,3639.66
2022-10-10,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,91.6,3612.39
2022-10-11,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,89.75,3588.84
2022-10-12,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,87.83,3577.03
2022-10-13,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,89.59,3669.91
2022-10-14,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,86.1,3583.07
2022-10-15,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,86.1,3583.07
2022-10-16,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,86.1,3583.07
2022-10-17,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,86.0,3677.95
2022-10-18,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,83.29,3719.98
2022-10-19,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,86.0,3695.16
2022-10-20,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,86.02,3665.78
2022-10-21,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,85.47,3752.75
2022-10-22,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,85.47,3752.75
2022-10-23,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,85.47,3752.75
2022-10-24,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,86.12,3797.34
2022-10-25,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,86.93,3859.11
2022-10-26,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,89.39,3830.6
2022-10-27,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,89.06,3807.3
2022-10-28,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,87.85,3901.06
2022-10-29,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,87.85,3901.06
2022-10-30,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,87.85,3901.06
2022-10-31,3.08,3.6,297.863,3.4,103.4442,15.091,18096.2,125889.0,86.54,3871.98
2022-11-01,3.08,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,88.36,3856.1
2022-11-02,3.08,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,90.06,3759.69
2022-11-03,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,88.14,3719.89
2022-11-04,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,92.58,3770.55
2022-11-05,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,92.58,3770.55
2022-11-06,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,92.58,3770.55
2022-11-07,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,91.8,3806.8
2022-11-08,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,88.8,3828.11
2022-11-09,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,85.79,3748.57
2022-11-10,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,86.52,3956.37
2022-11-11,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,89.14,3992.93
2022-11-12,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,89.14,3992.93
2022-11-13,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,89.14,3992.93
2022-11-14,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,85.85,3957.25
2022-11-15,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,86.87,3991.73
2022-11-16,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,85.62,3958.79
2022-11-17,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,81.69,3946.56
2022-11-18,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,80.07,3965.34
2022-11-19,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,80.07,3965.34
2022-11-20,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,80.07,3965.34
2022-11-21,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,79.74,3949.94
2022-11-22,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,80.83,4003.58
2022-11-23,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,77.93,4027.26
2022-11-24,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,77.93,4027.26
2022-11-25,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,76.45,4026.12
2022-11-26,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,76.45,4026.12
2022-11-27,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,76.45,4026.12
2022-11-28,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,77.1,3963.94
2022-11-29,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,77.96,3957.63
2022-11-30,3.83,3.6,298.648,3.4,103.1058,14.733,18094.0,117067.0,80.48,4080.11
2022-12-01,3.83,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,81.06,4076.57
2022-12-02,3.83,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,79.86,4071.7
2022-12-03,3.83,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,79.86,4071.7
2022-12-04,3.83,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,79.86,4071.7
2022-12-05,3.83,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,76.83,3998.84
2022-12-06,3.83,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,74.21,3941.26
2022-12-07,3.83,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,71.93,3933.92
2022-12-08,3.83,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,71.3,3963.51
2022-12-09,3.83,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,71.05,3934.38
2022-12-10,3.83,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,71.05,3934.38
2022-12-11,3.83,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,71.05,3934.38
2022-12-12,3.83,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,72.96,3990.56
2022-12-13,3.83,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,75.44,4019.65
2022-12-14,3.83,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,77.14,3995.32
2022-12-15,4.33,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,75.89,3895.75
2022-12-16,4.33,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,74.19,3852.36
2022-12-17,4.33,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,74.19,3852.36
2022-12-18,4.33,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,74.19,3852.36
2022-12-19,4.33,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,75.05,3817.66
2022-12-20,4.33,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,75.92,3821.62
2022-12-21,4.33,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,78.17,3878.44
2022-12-22,4.33,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,77.68,3822.39
2022-12-23,4.33,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,79.57,3844.82
2022-12-24,4.33,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,79.57,3844.82
2022-12-25,4.33,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,79.57,3844.82
2022-12-26,4.33,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,79.57,3844.82
2022-12-27,4.33,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,79.45,3829.25
2022-12-28,4.33,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,78.89,3783.22
2022-12-29,4.33,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,78.43,3849.28
2022-12-30,4.33,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,80.16,3839.5
2022-12-31,4.33,3.5,298.812,3.4,101.8266,13.935,18134.6,122488.0,80.16,3839.5
2023-01-01,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,80.16,3839.5
2023-01-02,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,80.16,3839.5
2023-01-03,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,76.87,3824.14
2023-01-04,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,72.82,3852.97
2023-01-05,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,73.61,3808.1
2023-01-06,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,73.77,3895.08
2023-01-07,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,73.77,3895.08
2023-01-08,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,73.77,3895.08
2023-01-09,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,74.69,3892.09
2023-01-10,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,75.11,3919.25
2023-01-11,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,77.46,3969.61
2023-01-12,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,78.32,3983.17
2023-01-13,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,79.9,3999.09
2023-01-14,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,79.9,3999.09
2023-01-15,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,79.9,3999.09
2023-01-16,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,79.9,3999.09
2023-01-17,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,80.25,3990.97
2023-01-18,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,79.53,3928.86
2023-01-19,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,80.31,3898.85
2023-01-20,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,81.27,3972.61
2023-01-21,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,81.27,3972.61
2023-01-22,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,81.27,3972.61
2023-01-23,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,81.62,4019.81
2023-01-24,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,79.86,4016.95
2023-01-25,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,79.78,4016.22
2023-01-26,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,80.64,4060.43
2023-01-27,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,79.73,4070.56
2023-01-28,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,79.73,4070.56
2023-01-29,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,79.73,4070.56
2023-01-30,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,77.97,4017.77
2023-01-31,4.33,3.4,300.356,2.8,102.7476,15.665,18475.2,117343.0,78.95,4076.6
2023-02-01,4.33,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,76.34,4119.21
2023-02-02,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,75.87,4179.76
2023-02-03,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,73.4,4136.48
2023-02-04,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,73.4,4136.48
2023-02-05,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,73.4,4136.48
2023-02-06,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,74.11,4111.08
2023-02-07,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,77.17,4164.0
2023-02-08,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,78.47,4117.86
2023-02-09,4.57,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,78.04,4081.5
2023-02-10,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,79.74,4090.46
2023-02-11,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,79.74,4090.46
2023-02-12,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,79.74,4090.46
2023-02-13,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,80.14,4137.29
2023-02-14,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,79.08,4136.13
2023-02-15,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,78.57,4147.6
2023-02-16,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,78.45,4090.41
2023-02-17,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,76.31,4079.09
2023-02-18,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,76.31,4079.09
2023-02-19,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,76.31,4079.09
2023-02-20,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,76.31,4079.09
2023-02-21,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,76.28,3997.34
2023-02-22,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,73.95,3991.05
2023-02-23,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,75.26,4012.32
2023-02-24,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,76.19,3970.04
2023-02-25,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,76.19,3970.04
2023-02-26,4.58,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,76.19,3970.04
2023-02-27,4.57,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,75.57,3982.24
2023-02-28,4.57,3.6,301.509,2.8,102.8003,15.434,18532.1,118206.0,76.88,3970.15
2023-03-01,4.58,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,77.57,3951.39
2023-03-02,4.57,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,78.05,3981.35
2023-03-03,4.57,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,79.62,4045.64
2023-03-04,4.57,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,79.62,4045.64
2023-03-05,4.57,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,79.62,4045.64
2023-03-06,4.57,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,80.39,4048.42
2023-03-07,4.57,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,77.45,3986.37
2023-03-08,4.57,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,76.56,3992.01
2023-03-09,4.57,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,75.6,3918.32
2023-03-10,4.57,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,76.55,3861.59
2023-03-11,4.57,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,76.55,3861.59
2023-03-12,4.57,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,76.55,3861.59
2023-03-13,4.58,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,74.68,3855.76
2023-03-14,4.58,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,71.18,3919.29
2023-03-15,4.58,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,67.38,3891.93
2023-03-16,4.58,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,68.15,3960.28
2023-03-17,4.58,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,66.61,3916.64
2023-03-18,4.58,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,66.61,3916.64
2023-03-19,4.58,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,66.61,3916.64
2023-03-20,4.58,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,67.56,3951.57
2023-03-21,4.58,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,69.4,4002.87
2023-03-22,4.58,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,70.71,3936.97
2023-03-23,4.83,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,69.77,3948.72
2023-03-24,4.83,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,69.22,3970.99
2023-03-25,4.83,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,69.22,3970.99
2023-03-26,4.83,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,69.22,3970.99
2023-03-27,4.83,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,72.87,3977.53
2023-03-28,4.83,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,73.12,3971.27
2023-03-29,4.83,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,72.95,4027.81
2023-03-30,4.83,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,74.32,4050.83
2023-03-31,4.83,3.5,301.744,2.8,102.8143,15.668,18511.3,140983.0,75.68,4109.31
2023-04-01,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,75.68,4109.31
2023-04-02,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,75.68,4109.31
2023-04-03,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,80.4,4124.51
2023-04-04,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,80.7,4100.6
2023-04-05,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,80.69,4090.38
2023-04-06,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,80.7,4105.02
2023-04-07,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,80.7,4105.02
2023-04-08,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,80.7,4105.02
2023-04-09,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,80.7,4105.02
2023-04-10,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,79.79,4109.11
2023-04-11,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,81.54,4108.94
2023-04-12,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,83.26,4091.95
2023-04-13,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,82.16,4146.22
2023-04-14,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,82.58,4137.64
2023-04-15,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,82.58,4137.64
2023-04-16,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,82.58,4137.64
2023-04-17,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,80.93,4151.32
2023-04-18,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,80.85,4154.87
2023-04-19,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,79.18,4154.52
2023-04-20,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,77.27,4129.79
2023-04-21,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,77.86,4133.52
2023-04-22,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,77.86,4133.52
2023-04-23,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,77.86,4133.52
2023-04-24,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,78.64,4137.04
2023-04-25,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,77.05,4071.63
2023-04-26,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,74.33,4055.99
2023-04-27,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,74.77,4135.35
2023-04-28,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,76.78,4169.48
2023-04-29,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,76.78,4169.48
2023-04-30,4.83,3.4,303.032,2.4,103.2241,16.446,18638.7,132880.0,76.78,4169.48
2023-05-01,4.83,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,75.65,4167.87
2023-05-02,4.83,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,71.71,4119.58
2023-05-03,4.83,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,68.62,4090.75
2023-05-04,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,68.52,4061.22
2023-05-05,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,71.32,4136.25
2023-05-06,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,71.32,4136.25
2023-05-07,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,71.32,4136.25
2023-05-08,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,73.13,4138.12
2023-05-09,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,73.68,4119.17
2023-05-10,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,72.53,4137.64
2023-05-11,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,70.81,4130.62
2023-05-12,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,70.02,4124.08
2023-05-13,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,70.02,4124.08
2023-05-14,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,70.02,4124.08
2023-05-15,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,71.07,4136.28
2023-05-16,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,70.85,4109.9
2023-05-17,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,72.78,4158.77
2023-05-18,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,71.82,4198.05
2023-05-19,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,71.57,4191.98
2023-05-20,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,71.57,4191.98
2023-05-21,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,71.57,4191.98
2023-05-22,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,71.81,4192.63
2023-05-23,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,72.87,4145.58
2023-05-24,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,74.37,4115.24
2023-05-25,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,71.68,4151.28
2023-05-26,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,72.35,4205.45
2023-05-27,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,72.35,4205.45
2023-05-28,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,72.35,4205.45
2023-05-29,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,72.35,4205.45
2023-05-30,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,69.45,4205.52
2023-05-31,5.08,3.7,303.365,2.4,102.9809,15.948,18676.4,142210.0,68.11,4179.83
2023-06-01,5.08,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,70.09,4221.02
2023-06-02,5.08,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,71.76,4282.37
2023-06-03,5.08,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,71.76,4282.37
2023-06-04,5.08,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,71.76,4282.37
2023-06-05,5.08,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,72.14,4273.79
2023-06-06,5.08,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,71.71,4283.85
2023-06-07,5.08,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,72.52,4267.52
2023-06-08,5.08,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,71.28,4293.93
2023-06-09,5.08,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,70.16,4298.86
2023-06-10,5.08,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,70.16,4298.86
2023-06-11,5.08,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,70.16,4298.86
2023-06-12,5.08,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,67.08,4338.93
2023-06-13,5.08,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,69.39,4369.01
2023-06-14,5.08,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,68.22,4372.59
2023-06-15,5.07,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,70.61,4425.84
2023-06-16,5.08,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,71.81,4409.59
2023-06-17,5.08,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,71.81,4409.59
2023-06-18,5.08,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,71.81,4409.59
2023-06-19,5.08,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,71.81,4409.59
2023-06-20,5.07,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,70.94,4388.71
2023-06-21,5.07,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,72.55,4365.69
2023-06-22,5.07,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,69.22,4381.89
2023-06-23,5.07,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,68.91,4348.33
2023-06-24,5.07,3.6,304.003,2.4,102.3809,16.428,18742.1,139169.0,68.91,4348.33
