Date,business_investment,software_spending,corporate_earnings,interest_rate,gdp_growth,industrial_production,m2_money_supply,consumer_sentiment
2022-10-17,88213.0,12070.8,2809.855,3.08,3.4,103.4442,21433.4,59.9
2022-10-18,88213.0,12070.8,2809.855,3.08,3.4,103.4442,21433.4,59.9
2022-10-19,88213.0,12070.8,2809.855,3.08,3.4,103.4442,21433.4,59.9
2022-10-20,88213.0,12070.8,2809.855,3.08,3.4,103.4442,21433.4,59.9
2022-10-21,88213.0,12070.8,2809.855,3.08,3.4,103.4442,21433.4,59.9
2022-10-22,88213.0,12070.8,2809.855,3.08,3.4,103.4442,21433.4,59.9
2022-10-23,88213.0,12070.8,2809.855,3.08,3.4,103.4442,21433.4,59.9
2022-10-24,88213.0,12070.8,2809.855,3.08,3.4,103.4442,21433.4,59.9
2022-10-25,88213.0,12070.8,2809.855,3.08,3.4,103.4442,21433.4,59.9
2022-10-26,88213.0,12070.8,2809.855,3.08,3.4,103.4442,21433.4,59.9
2022-10-27,88213.0,12070.8,2809.855,3.08,3.4,103.4442,21433.4,59.9
2022-10-28,88213.0,12070.8,2809.855,3.08,3.4,103.4442,21433.4,59.9
2022-10-29,88213.0,12070.8,2809.855,3.08,3.4,103.4442,21433.4,59.9
2022-10-30,88213.0,12070.8,2809.855,3.08,3.4,103.4442,21433.4,59.9
2022-10-31,88213.0,12070.8,2809.855,3.08,3.4,103.4442,21433.4,59.9
2022-11-01,81129.0,12129.0,2809.855,3.08,3.4,103.1058,21367.1,56.7
2022-11-02,81129.0,12129.0,2809.855,3.08,3.4,103.1058,21367.1,56.7
2022-11-03,81129.0,12129.0,2809.855,3.83,3.4,103.1058,21367.1,56.7
2022-11-04,81129.0,12129.0,2809.855,3.83,3.4,103.1058,21367.1,56.7
2022-11-05,81129.0,12129.0,2809.855,3.83,3.4,103.1058,21367.1,56.7
