level_0,index,Date,Adj_Closed_price,Log_Return,Next_day_Adj_Open_price,ma_10,ma_30,ema_10,volatility_10,rsi_14,interest_rate_mom,gdp_growth_mom,business_investment_mom,software_spending_mom,corporate_earnings_mom,industrial_production_mom,m2_money_supply_mom,consumer_sentiment_mom,daily_sentiment_score
225,225,2023-01-23,86.90449523925781,0.01952167375773285,86.98264226754615,85.66104660034179,81.43190536499023,85.04998235069458,0.014092118112903862,76.17516874558771,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0
226,226,2023-01-24,87.61754608154297,0.008171515811253445,86.64076506864345,85.9814323425293,81.75519231160482,85.51681211993974,0.013867084952886084,73.924113331124,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666666666666
227,227,2023-01-25,87.55894470214844,-0.0006690553203614215,87.80314202805465,86.28814315795898,82.0833376566569,85.8881089530686,0.013911946854267682,71.98272077545788,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
228,228,2023-01-26,87.74453735351562,0.0021173877270468724,87.42218853289714,86.40828933715821,82.37160746256511,86.2256413895135,0.011921529900297332,73.38672817592249,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,229,2023-01-27,86.92402648925781,-0.009395129628745743,86.41610648464804,86.42880172729492,82.65588251749675,86.35262049855791,0.012390434913501811,65.24644847573688,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,230,2023-01-30,85.32210540771484,-0.01860090849681633,85.65420576630993,86.24809646606445,82.84588851928712,86.16525411840462,0.013589449938151007,53.71111939489069,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,231,2023-01-31,86.40632629394531,0.012627324223156268,86.31843648805861,86.23442153930664,83.12880147298178,86.20908542304836,0.014219033206322609,57.22711128673087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
232,232,2023-02-01,87.95943450927734,0.017814842588482635,88.55526757181913,86.56066818237305,83.47937901814778,86.52733071145363,0.013036076242336547,55.555628708216446,,,,,,,,,66.66666666666666
233,233,2023-02-02,87.30497741699219,-0.007468260406624499,86.41610999355359,86.89668197631836,83.77829869588216,86.66872102155153,0.012886168494736774,52.21566779231597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,234,2023-02-03,87.53941345214844,0.002681655093217704,87.43196040220245,87.12818069458008,84.07076009114583,86.82702873620552,0.012270185900366706,51.57187514798538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333332
235,235,2023-02-06,86.4747085571289,-0.012237146837553139,85.83003542904281,87.08520202636718,84.30956649780273,86.76297052182795,0.0115134743492762,49.74732222464721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75
236,236,2023-02-07,85.70304870605469,-0.008963585424423087,84.9118476825701,86.89375228881836,84.55541305541992,86.57025746441462,0.011354203586448215,54.03917109834309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
237,237,2023-02-08,84.67742156982422,-0.012039402438819248,85.11698127878964,86.60559997558593,84.75539423624674,86.22610548358,0.011745409569297087,52.87793912691633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
238,238,2023-02-09,84.63835906982422,-0.0004614159477099671,84.52114249976255,86.2949821472168,84.94985656738281,85.93742431744258,0.011639956795487518,47.44900297351203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
239,239,2023-02-10,85.11698150634766,0.005638982587209446,85.25372236007787,86.11427764892578,85.1813570658366,85.7882528972435,0.01177896682501932,41.31058019465178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,240,2023-02-13,87.34403991699219,0.02582823871027448,86.93379862165635,86.31647109985352,85.45238469441732,86.07112326447053,0.013161722663082518,48.84103466001119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
241,241,2023-02-14,87.0217056274414,-0.0036972245405480298,86.7872779531887,86.37800903320313,85.70163904825846,86.24395642137432,0.012750240796987155,47.77325297897813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
242,242,2023-02-15,86.28911590576172,-0.008454106656387865,85.42955145892407,86.21097717285156,85.86224695841472,86.25216723671748,0.011477029135597854,44.22924157475017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,243,2023-02-16,85.68351745605469,-0.007042992145846204,85.17558624297311,86.04883117675782,85.9780153910319,86.14877636750606,0.01145494163524488,44.99609156208261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,244,2023-02-17,85.25373077392578,-0.0050286007554307165,84.74579570035469,85.82026290893555,86.08497212727865,85.98604080503691,0.011373375870457152,49.69538889070164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99999999999999
245,245,2023-02-21,84.19879150390625,-0.012451309489981369,84.66766008118523,85.59267120361328,86.11297327677408,85.6610863866495,0.011393627048235908,40.13963841774024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
246,246,2023-02-22,84.3160171508789,0.0013912802894598863,85.12675014454423,85.4539680480957,86.10971755981446,85.41652834378212,0.01122712932064635,31.331322409293406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,247,2023-02-23,86.52355194091797,0.02584480490131682,85.28303505902463,85.63858108520508,86.17744140625,85.61780536144317,0.013488881113965177,46.54578272051607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333332
248,248,2023-02-24,86.60169982910156,0.00090279023646012,86.79704551203075,85.83491516113281,86.1793955485026,85.79669526465378,0.013466339504460903,45.79685027091282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5
249,249,2023-02-27,85.91793823242188,-0.00792680977848592,85.66397195277698,85.91501083374024,86.15269673665365,85.81873944061161,0.013771676215305513,47.4161268918673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
250,250,2023-02-28,85.37094116210938,-0.006386858641009906,84.88256032621992,85.71770095825195,86.09408950805664,85.73732157179302,0.010735145639126044,48.42592405092586,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,251,2023-03-01,84.33555603027344,-0.012202219665528464,84.06205048644105,85.44908599853515,86.02050552368163,85.48245510969855,0.011186873241828998,48.38117189729732,,,,,,,,,66.66666666666666
252,252,2023-03-02,84.950927734375,0.007270213202158876,85.29280734987061,85.31526718139648,86.02897084554037,85.38581376873061,0.011458029628625958,51.40349687194466,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,253,2023-03-03,87.1780014038086,0.02587825260390567,87.3342982759373,85.46471557617187,86.13674290974934,85.71166606601751,0.01412714966370085,57.998491152397165,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333
254,254,2023-03-06,87.65663146972656,0.005475245422040772,87.50032499822349,85.70500564575195,86.21781641642252,86.06529613941916,0.013958351087124713,51.403596759518095,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857142
255,255,2023-03-07,86.30864715576172,-0.015497475168440257,86.34772379842,85.9159912109375,86.19795481363933,86.10954177875416,0.014355264902301205,47.06826351813397,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,256,2023-03-08,86.43563079833984,0.0014701924365267763,86.27935267525274,86.1279525756836,86.15855763753255,86.1688306914061,0.014354624702357065,50.63396611100547,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222
257,257,2023-03-09,84.8532485961914,-0.018476707008296803,82.45035849140716,85.96092224121094,86.06836776733398,85.92963394682161,0.013130018506726392,46.6874586407942,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.526315789473683
258,258,2023-03-10,82.11824798583984,-0.03276302017172423,81.3856593112586,85.51257705688477,85.88082478841146,85.23665468118855,0.016260334125464963,39.4338662155422,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.047619047619047
259,259,2023-03-13,82.95828247070312,0.010177603487037943,83.93508297904005,85.21661148071288,85.7486333211263,84.82240518837303,0.016931370265399606,45.75822210349358,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333
260,260,2023-03-14,82.59688568115234,-0.0043658844073799575,81.15122764316281,84.93920593261718,85.65779266357421,84.41776527796927,0.016905197097187387,44.218174428283604,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
261,261,2023-03-15,81.05355072021484,-0.018861919966587547,80.99494618864419,84.61100540161132,85.47936681111653,83.8060899038321,0.01741810953740904,30.742801152589138,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
262,262,2023-03-16,82.85083770751953,0.021931798724735902,83.0266660128379,84.40099639892578,85.30908025105795,83.63240768632073,0.01901332974736387,38.220855162182374,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
263,263,2023-03-17,83.28063201904297,0.005174158407175795,83.30017166395929,84.01125946044922,85.17493540445963,83.56844847408841,0.01654666719447561,41.58359673372156,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
264,264,2023-03-20,84.94116973876953,0.019742882780392195,85.4588461074066,83.73971328735351,85.08832728068033,83.81803415857588,0.018055732465045854,48.719485166250294,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36363636363637
265,265,2023-03-21,85.54676055908203,0.007104237423446521,85.50769392771556,83.66352462768555,85.05739568074544,84.13234804957699,0.01774995399089509,53.703671733674376,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
266,266,2023-03-22,85.85933685302734,0.0036472056147146873,86.59191609651229,83.6058952331543,85.06260528564454,84.4463460138407,0.017795364786179005,52.83018060653485,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
267,267,2023-03-23,85.74211120605469,-0.001366254965019354,85.93747928186289,83.69478149414063,85.09809494018555,84.68193968515233,0.016680556995414743,44.849289620417515,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
268,268,2023-03-24,85.96678161621094,0.002616877142193965,86.56262396471551,84.07963485717774,85.14237569173177,84.91554730898116,0.01173167725578957,43.82581421357266,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857142
269,269,2023-03-27,88.04733276367188,0.023913580832020408,88.12548148037692,84.5885398864746,85.24005406697592,85.48496284619765,0.013175207365212658,56.02983098491676,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
270,270,2023-03-28,87.76406860351562,-0.0032223667300642937,88.0375599370227,85.10525817871094,85.25405502319336,85.89934571116456,0.013080309586445757,54.55767127683689,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333
271,271,2023-03-29,88.51618957519531,0.008533292875596456,88.74084788088966,85.85152206420898,85.30387115478516,86.3751355046247,0.009714687556478752,63.32619618479904,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
272,272,2023-03-30,88.40874481201172,-0.0012145803729059345,88.45757553699363,86.40731277465821,85.37452545166016,86.74488265142233,0.00896906837773477,78.29522009315197,0.2400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
273,273,2023-03-31,90.76278686523438,0.026278477351616977,90.23532955408753,87.15552825927735,85.54383443196615,87.47541069029725,0.010899481703769559,80.89709064417568,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
274,274,2023-04-03,91.73957824707031,0.010704526579779279,91.6711993794913,87.83536911010742,85.76002934773763,88.2507138824378,0.010227113252136337,84.51314715516978,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
275,275,2023-04-04,91.81771850585938,0.0008513991531967874,91.44654476846895,88.46246490478515,86.01399358113606,88.89926017760536,0.010456135641412588,95.68817505843464,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
276,276,2023-04-05,92.68705749511719,0.009423554679118824,92.14005483081412,89.14523696899414,86.29302825927735,89.58795059897113,0.010405208776118438,95.31947652040031,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75
277,277,2023-04-06,93.6931381225586,0.010796108418554865,92.86921504376221,89.94033966064453,86.53201446533203,90.33434833053249,0.009934133897744321,95.55549621480166,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333332
278,278,2023-04-10,91.96681213378906,-0.018597179854741363,91.67252719280073,90.54034271240235,86.71085154215494,90.63115993112459,0.013159039071945657,80.5617820164175,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
279,279,2023-04-11,92.17277526855469,0.0022370335848281068,92.57494925985627,90.95288696289063,86.91934611002604,90.91145362883914,0.011724096725668005,79.86161301569335,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666
280,280,2023-04-12,92.10413360595703,-0.0007449839070079183,92.37877141192125,91.38689346313477,87.1437858581543,91.12830453376966,0.011566040347474247,78.77627073357661,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
281,281,2023-04-13,93.72257232666016,0.01741923622782806,93.67352620000749,91.90753173828125,87.4566864013672,91.59998958702248,0.012206080407964795,82.30481347171701,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
282,282,2023-04-14,93.87950897216797,0.0016730803947306555,93.81084176504692,92.45460815429688,87.75430577596029,92.01444765704892,0.01205716793445351,82.20724315709779,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,283,2023-04-17,93.76179504394531,-0.0012546698530150984,94.16396483661376,92.75450897216797,87.97376556396485,92.33214718193918,0.00985568658078995,77.68301318868797,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284,284,2023-04-18,94.6249771118164,0.009163999135822732,93.76179886019786,93.04304885864258,88.2060437520345,92.74902535100776,0.009737565380773716,81.46870496774649,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
285,285,2023-04-19,93.97759246826172,-0.006865094018296367,94.16395595080695,93.25903625488282,88.46167526245117,92.97240119050848,0.010228631087850165,75.29264530152801,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333
286,286,2023-04-20,93.0163345336914,-0.010281257978686722,93.19289361500755,93.29196395874024,88.68103205362955,92.98038907108719,0.010600464445138647,69.77465914002437,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5
287,287,2023-04-21,93.33021545410156,0.0033687902166897815,93.51659160045182,93.25567169189453,88.96359761555989,93.04399386799889,0.010032573400807177,63.35800230547184,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5
288,288,2023-04-24,93.61468505859375,0.0030433547347407633,93.32041670471747,93.420458984375,89.3468121846517,93.1477559026525,0.007740556823273586,60.51333426871126,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
289,289,2023-04-25,92.26107025146484,-0.014564984382189311,91.95700627310302,93.42928848266601,89.65690511067709,92.9865403297093,0.009296526821735276,52.17473636780743,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333
290,290,2023-04-26,91.91777038574219,-0.003727901230258357,92.50628639456403,93.41065216064453,89.96760126749675,92.79221852171528,0.009374032552278755,46.021144378729986,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
291,291,2023-04-27,93.22232818603516,0.014092888593564853,92.46704159359352,93.36062774658203,90.37322718302408,92.87042027886434,0.008715109280306764,47.63784048628868,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,292,2023-04-28,92.90843963623047,-0.0033727776555566922,92.98691158967715,93.26352081298828,90.70848058064779,92.87733288929454,0.008719121080267627,55.50451391459554,0.2599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
293,293,2023-05-01,93.05557250976562,0.0015823804029404308,93.11443423288911,93.19289855957031,91.03431193033855,92.90974009301655,0.008757423708533229,55.19634840997397,,,,,,,,,66.66666666666666
294,294,2023-05-02,92.98692321777344,-0.0007379958523935777,93.25174731581092,93.02909317016602,91.30250371297201,92.9237733884269,0.008041697087043382,55.196298834449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,295,2023-05-03,92.96729278564453,-0.00021113188637212065,93.16346684660657,92.9280632019043,91.54985478719075,92.93168600610284,0.00784394076132124,44.523467062025624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333
296,296,2023-05-04,93.15365600585938,0.0020026040454645577,93.18308571829604,92.9417953491211,91.79299875895182,92.97204418787675,0.007176488208137873,44.7592039899656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
297,297,2023-05-05,95.11540985107422,0.020840649952309487,95.22331257802716,93.12031478881836,92.10544204711914,93.36174703573083,0.00972294085520695,57.71812430886591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
298,298,2023-05-08,94.93885803222656,-0.001857910075890813,94.36013487216488,93.25273208618164,92.40451126098633,93.64849448963913,0.009781960323200707,51.941747114588615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
299,299,2023-05-09,94.30128479003906,-0.006738270697297312,94.93885766856953,93.45675354003906,92.6129763285319,93.76718363516639,0.008604481918640626,52.00487668876613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0
300,300,2023-05-10,95.65489196777344,0.0142520249969503,95.67451724578017,93.8304656982422,92.87600377400716,94.11040333200403,0.009095639130472353,65.58514890660024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
301,301,2023-05-11,95.57643127441406,-0.0008205841640564923,95.74316885509461,94.06587600708008,93.11134516398111,94.37695386698766,0.008454231445211938,63.647252527200315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333
302,302,2023-05-12,95.97857666015625,0.004198751897750423,95.9981982920818,94.37288970947266,93.36367289225261,94.66815801120013,0.008205838624767668,64.15973852194705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
303,303,2023-05-15,95.39986419677734,-0.006047851834582794,95.31158712380103,94.60731887817383,93.51824213663737,94.8011954994869,0.008717066204615454,70.72542618788538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25
304,304,2023-05-16,96.37093353271484,0.010127481840853835,96.89079835816999,94.94571990966797,93.67262064615885,95.08660241461925,0.008944478989934886,77.15311550116625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
305,305,2023-05-17,97.86186218261719,0.015352277947504883,97.86185075979445,95.43517684936523,93.87409210205078,95.59119509970978,0.009546343298326312,77.66083743999214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
306,306,2023-05-18,100.38269805908203,0.02543294759054633,100.43175545520634,96.1580810546875,94.13061345418295,96.46237745595928,0.011390454187127898,85.27785379906373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,307,2023-05-19,100.8731460571289,0.0048738854871330384,100.52003597535801,96.73385467529297,94.36994705200195,97.26433538344467,0.010383105862387733,85.73999702825046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333332
308,308,2023-05-22,99.8236083984375,-0.010459035364629856,99.13699951910074,97.22232971191406,94.63184026082357,97.729657749807,0.011401383950280994,78.68310301869448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99999999999999
309,309,2023-05-23,96.65538787841797,-0.032252762055480465,96.07667175842575,97.45774002075196,94.78126068115235,97.534335955009,0.016178456722865324,62.2396263238331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
310,310,2023-05-24,96.4395980834961,-0.0022350646100791735,97.30276194334795,97.53621063232421,94.92577616373698,97.33529270564301,0.01567616706835135,60.88374949143719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
311,311,2023-05-25,102.29541778564453,0.058947994249996895,102.3542569669254,98.20810928344727,95.21153767903645,98.23713362927964,0.02410850905794344,68.90500590996128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
312,312,2023-05-26,102.08942413330078,-0.002015743634992988,102.8937583737625,98.81919403076172,95.48520151774089,98.9375500845562,0.02426244113142054,68.79834023098613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,313,2023-05-30,103.13897705078125,0.010228234118464432,102.47196966103833,99.59310531616211,95.79777425130209,99.70144589659711,0.023894718530979214,72.74107573356535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
314,314,2023-05-31,103.91385650634766,0.007484882576781632,102.87412683405145,100.34739761352539,96.10740356445312,100.46733873473357,0.023880726936611505,71.90428571833263,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
315,315,2023-06-01,103.96289825439453,0.00047183485246499033,104.4827554110402,100.95750122070312,96.44024709065755,101.10289501103556,0.023803035396330618,72.27720886118277,,,,,,,,,25.0
316,316,2023-06-02,103.86480712890625,-0.0009439658932019465,103.86480776067793,101.30571212768555,96.80186284383139,101.6050608506484,0.022858946149965732,71.29235961425643,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,317,2023-06-05,104.88491821289062,0.00977361002682917,104.7672193416384,101.70688934326172,97.18701960245768,102.20139855287425,0.022946155231234784,75.01290657730446,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
318,318,2023-06-06,105.05167388916016,0.0015886293063113537,105.09092086835736,102.22969589233398,97.56825256347656,102.71963043219895,0.022418693371710888,73.90597476031036,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
319,319,2023-06-07,103.23706817626953,-0.017424385068332274,103.64901979945242,102.88786392211914,97.93411916097006,102.81371002202997,0.02003710450999057,64.54355579647827,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
320,320,2023-06-08,105.42440795898438,0.02096620755189731,105.64018740740616,103.78634490966797,98.38434041341146,103.2883823742035,0.02024418966112281,63.89192657256364,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
321,321,2023-06-09,107.74906921386719,0.02181090669873203,112.15319248074795,104.33171005249024,98.86856511433919,104.09941634505144,0.011609347367221448,67.20667035527904,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.727272727272727
322,322,2023-06-12,114.2032241821289,0.05817443903141405,120.96145490108249,105.54309005737305,99.57839126586914,105.93647231542916,0.020015690206394904,78.32303708902056,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.32258064516129
323,323,2023-06-13,114.44844818115234,0.0021449577911121253,114.27189794469335,106.67403717041016,100.29148712158204,107.48410429101519,0.0202220369774569,89.60698906506548,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
324,324,2023-06-14,119.9315414428711,0.04679660463310124,119.617655271476,108.2758056640625,101.18964106241862,109.74727468226172,0.02319406134885842,92.35938653000738,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
325,325,2023-06-15,124.12968444824219,0.03440576940170698,124.70840131315816,110.29248428344727,102.22838745117187,112.36225827607635,0.02342154182661829,91.8735842105217,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333331
326,326,2023-06-16,123.06053161621094,-0.008650500138773443,122.06983642360862,112.21205673217773,103.22528330485027,114.30739888337354,0.02421748948802262,88.92938163646659,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
327,327,2023-06-20,119.7059326171875,-0.02763818756045179,119.61766070164329,113.69415817260742,104.04496739705404,115.28895047133972,0.02803899681967459,78.32940989832815,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
328,328,2023-06-21,119.7647933959961,0.000491590608788698,119.28416441818933,115.16547012329102,104.87249857584635,116.10274009400452,0.028091647133798938,77.78542457276319,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.428571428571427
329,329,2023-06-22,118.27386474609375,-0.012526941282515353,117.30279194375657,116.66914978027344,105.67158457438151,116.497490030748,0.027537436080572405,73.8788955377327,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
330,330,2023-06-23,116.37096405029297,-0.01621976860472047,115.73338901504182,117.7638053894043,106.3621203104655,116.4744853070289,0.028908446107114454,69.68200820944679,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
331,331,2023-06-26,114.5465316772461,-0.015801923805371244,114.34055804688461,118.44355163574218,106.9944569905599,116.12394828343203,0.029621581394839242,64.82986548549285,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
332,332,2023-06-27,115.58626556396484,0.00903600854505201,114.54653395625911,118.58185577392578,107.64804662068686,116.02618778898345,0.023461759042332657,65.74779531549879,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
333,333,2023-06-28,114.30131530761719,-0.011179060941739176,113.43814466088001,118.56714248657227,108.27809499104818,115.71257461055322,0.023778568117501883,66.80568138651307,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
334,334,2023-06-29,115.52740478515625,0.010669694446954854,117.5480186848142,118.12672882080078,108.91664403279623,115.67890736957193,0.017866457487533703,65.8072108059431,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.999999999999996
335,335,2023-06-30,116.81236267089844,0.011061136893330567,115.75301473776598,117.3949966430664,109.5483273824056,115.8849901516313,0.01325940875503807,64.65735461266979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,336,2023-07-03,114.90946197509766,-0.016424378461167403,114.2915130665502,116.57988967895508,110.0325528462728,115.70762139226153,0.01364928991487461,51.3392981156535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
337,337,2023-07-05,113.74222564697266,-0.01020982158219632,112.47687770155777,115.9835189819336,110.46152216593424,115.35027671129991,0.011669541793885123,48.705982346806685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333
338,338,2023-07-06,113.24195861816406,-0.004407953271685596,112.64364966902465,115.33123550415038,110.9088005065918,114.96694614891157,0.011509971308805761,35.00440042536876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.666666666666664
339,339,2023-07-07,112.41805267333984,-0.0073022207271990075,112.09435787578981,114.745654296875,111.43422266642253,114.5035109715349,0.011276836477237486,19.067445340430652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333
340,340,2023-07-10,112.19244384765625,-0.0020088901013180535,112.40898756834167,114.32780227661132,111.95931752522786,114.0833169490115,0.010591317315787756,19.956697211175538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
341,341,2023-07-11,113.07832336425781,0.007865060293521103,113.8559224457028,114.1809814453125,112.31874771118164,113.90059084269264,0.010213378174852624,28.783030996967526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.0
342,342,2023-07-12,114.20043182373047,0.00987437278036569,115.25366988879911,114.04239807128906,112.72244796752929,113.95510738469952,0.010310536124521982,33.3221588544406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
343,343,2023-07-13,115.60802459716797,0.012250292251179545,116.32657326544037,114.17306900024414,113.1380828857422,114.2556377869665,0.010453550434138379,41.96966639655049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.636363636363637
