level_0,index,Date,Adj_Closed_price,Log_Return,Next_day_Adj_Open_price,ma_10,ma_30,ema_10,volatility_10,rsi_14,interest_rate_mom,gdp_growth_mom,business_investment_mom,software_spending_mom,corporate_earnings_mom,industrial_production_mom,m2_money_supply_mom,consumer_sentiment_mom,daily_sentiment_score
106,106,2022-08-02,73.91889190673828,-0.01417548096982312,74.27711341123923,73.14049606323242,69.54260787963867,73.08131384534774,0.013899863848464738,73.83100034587723,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
107,107,2022-08-03,74.90641784667969,0.013271135606898077,74.98385880630909,73.60327606201172,69.86504796346028,73.413150936499,0.01410720179021808,78.90507577452685,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,108,2022-08-04,74.93545532226562,0.00038757491928430467,73.84144154721717,73.88016891479492,70.2254035949707,73.68993355209292,0.012263242615625147,76.76842860753608,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
109,109,2022-08-05,74.88705444335938,-0.0006461095954905826,74.47074831634329,74.11736755371093,70.54880498250326,73.90759189595954,0.012332649676403053,79.84947028642551,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0
110,110,2022-08-08,74.03507995605469,-0.011442003376091114,73.78336456422225,74.27324142456055,70.74517339070638,73.93077154324956,0.013156331269750058,69.5652268997859,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333332
111,111,2022-08-09,74.32553100585938,0.003915478899638359,75.11940263100173,74.53851852416992,70.96054051717122,74.0025459909968,0.01230182893612232,69.42382211012071,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
112,112,2022-08-10,75.07099914550781,0.009979807778064573,75.4679407110998,74.70019912719727,71.25955149332682,74.19681020090789,0.010238988870232184,65.65760759142773,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,113,2022-08-11,74.7031021118164,-0.00491270213641243,75.51634671245395,74.71181716918946,71.52605819702148,74.28886327561852,0.00931331327675608,61.77082375655052,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,114,2022-08-12,76.62973022460938,0.02546350560514365,76.32961935159187,74.83864517211914,71.8355812072754,74.71447544816232,0.011993962614361952,68.57140907772869,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,115,2022-08-15,76.59102630615234,-0.0005052046492469464,76.38769970172162,75.0003288269043,72.11168568929037,75.05566651325141,0.011788598285098319,73.60616249493745,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
116,116,2022-08-16,76.98795318603516,0.00516903765064731,76.48450766000838,75.30723495483399,72.36503753662109,75.40699136284846,0.010309360133591836,69.56064904713118,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.428571428571427
117,117,2022-08-17,76.72654724121094,-0.00340119111853636,76.75558430735015,75.4892478942871,72.6202781677246,75.64691061345981,0.009999124165331032,63.10803041846421,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
118,118,2022-08-18,76.7943115234375,0.0008828023393407634,76.5135559771294,75.6751335144043,72.8723154703776,75.85552896072848,0.009989266762676403,59.61040130671328,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
119,119,2022-08-19,76.15534210205078,-0.00835533946669776,75.44858465958997,75.80196228027344,73.1017687479655,75.91004044096888,0.010537238586255566,57.66339966339966,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
120,120,2022-08-22,74.025390625,-0.028367078331265425,73.82206562377311,75.80099334716797,73.25957870483398,75.56737683806544,0.013748838491791114,50.60640840622196,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
121,121,2022-08-23,73.97697448730469,-0.0006542616989350293,74.03507174246676,75.7661376953125,73.45320994059244,75.27821277429075,0.013679523418596762,44.07393570757277,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
122,122,2022-08-24,73.74462127685547,-0.0031458284872399995,73.90920611113474,75.63349990844726,73.65135955810547,74.99937795657524,0.01318625527351413,42.59920437357459,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857142
123,123,2022-08-25,74.44169616699219,0.009408156486505401,74.52882847354653,75.60735931396485,73.89146296183269,74.89798126756014,0.01358031046509399,47.438698841109286,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,124,2022-08-26,72.27301788330078,-0.029565354332850537,71.75021279893501,75.17168807983398,74.01764602661133,74.42071519769479,0.01309854256508146,41.19909672964613,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
125,125,2022-08-29,71.82766723632812,-0.006181123490633536,72.05034188136074,74.69535217285156,74.14608815511068,73.94925193199175,0.012963318602446768,37.71412103054283,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
126,126,2022-08-30,71.77925872802734,-0.0006741807166925668,72.08907480452197,74.17448272705079,74.20740458170573,73.55470771308913,0.012506492051278595,32.61746621232352,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,127,2022-08-31,71.78894805908203,0.00013497878515361916,71.75990131483321,73.68072280883788,74.25774892171223,73.23366050326965,0.012668661700154632,34.006304287384395,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
128,128,2022-09-01,72.90232849121094,0.015390041946531091,73.32830843466161,73.29152450561523,74.28227564493815,73.17341831925897,0.014346812383362528,27.537852386268128,,,,,,,,,8.333333333333332
129,129,2022-09-02,72.30206298828125,-0.008267916916900183,72.32142665316942,72.90619659423828,74.27517547607422,73.01499007726302,0.014344703194007196,25.79218839757165,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
130,130,2022-09-06,71.47913360595703,-0.011447093054001782,71.33391233342255,72.65157089233398,74.24193522135417,72.73574344611647,0.012135149207931966,20.33368503051878,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
131,131,2022-09-07,72.11811828613281,0.008899737137485568,71.67275708389698,72.4656852722168,74.25678049723307,72.62344796248307,0.012744885312253689,26.152319167181233,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75
132,132,2022-09-08,72.27301788330078,0.0021455563090578755,72.27303056386786,72.31852493286132,74.21740798950195,72.55973340263174,0.012826742302951713,26.81233649511256,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.428571428571427
133,133,2022-09-09,73.49291229248047,0.016738107299481185,74.18998038754351,72.22364654541016,74.18094100952149,72.72940229169514,0.01372975732693008,37.11346297294703,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333332
134,134,2022-09-12,74.62565612792969,0.015295393834018511,73.63812670293017,72.45891036987305,74.15641454060872,73.07417571646505,0.010382861568612612,53.215799179925845,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25
135,135,2022-09-13,73.61876678466797,-0.013584387288777339,73.3767250168102,72.63802032470703,74.11123377482096,73.17319227432012,0.011345646644071535,48.25969859140521,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.333333333333336
136,136,2022-09-14,69.8235855102539,-0.05292812273382493,69.22332245369765,72.44245300292968,73.97472356160482,72.56417286267171,0.020933234844572605,35.849101281994805,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.428571428571427
137,137,2022-09-15,68.0034408569336,-0.02641354925239146,67.36445489160238,72.06390228271485,73.74462432861328,71.73494886162841,0.02217181414071401,28.506823056935303,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
138,138,2022-09-16,66.63833618164062,-0.020278274448581816,66.0283965968196,71.43750305175782,73.46805369059244,70.80829201072153,0.021304641532280226,30.122989756146666,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,139,2022-09-19,66.87069702148438,0.0034808292574558357,66.09616277593071,70.89436645507813,73.20084177652994,70.09236564904204,0.021669350955312534,32.24692329551665,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
140,140,2022-09-20,65.9412612915039,-0.013996494215109193,66.52217017185058,70.34057922363282,72.93104782104493,69.33761940221692,0.02173181343637694,30.33272024994885,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,141,2022-09-21,64.62458038330078,-0.020169525621166744,64.72138745498974,69.5912254333496,72.60768280029296,68.48070321695943,0.021146871598934885,27.81777775258095,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
142,142,2022-09-22,63.92749786376953,-0.010845244379626591,63.26915507161152,68.75667343139648,72.23623275756836,67.65284769819762,0.020644628216113604,21.476958231475336,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
143,143,2022-09-23,62.494632720947266,-0.02266891873624031,62.28162975325743,67.65684547424317,71.82928377787272,66.71499042960664,0.01809595390398753,20.397483734476282,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,144,2022-09-26,61.429649353027344,-0.01718806950415815,62.11704253852918,66.33724479675293,71.32261441548665,65.75401932477403,0.014337082023989058,20.103724080328277,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
145,145,2022-09-27,60.43244171142578,-0.016366531911734716,60.62607649660853,65.01861228942872,70.78399492899577,64.78645975871072,0.01423705869498735,15.961683851775604,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286
146,146,2022-09-28,61.06174850463867,0.010359547566775268,60.3065837303527,64.14242858886719,70.25312143961588,64.10923953069762,0.011680527824849414,18.2218114354755,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.636363636363635
147,147,2022-09-29,59.444923400878906,-0.026835396002424836,59.309387473726375,63.28657684326172,69.67706731160482,63.26118205254876,0.011733356549499589,11.057450105134208,0.010000000000000231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
148,148,2022-09-30,59.12543869018555,-0.005388960246648779,59.047982804800895,62.535287094116214,69.08810488382976,62.50922871393726,0.011715397373823438,5.00284492910491,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
149,149,2022-10-03,61.071434020996094,0.03238296206245592,61.76850515906482,61.95536079406738,68.58530794779459,62.24781149703886,0.017887640151210412,15.458435967833523,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
150,150,2022-10-04,63.59832763671875,0.04054294642602881,63.2594726640441,61.72106742858887,68.23773918151855,62.493359886071566,0.02361640082147167,31.57594070391744,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
151,151,2022-10-05,64.51808166503906,0.014358345426830354,64.21794316007613,61.71041755676269,67.9224427541097,62.861491118611106,0.023451057057863333,39.104153240636286,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,152,2022-10-06,63.220741271972656,-0.02031308841193143,62.43653695206236,61.63974189758301,67.57164675394694,62.926809328313205,0.024111969878325708,39.2705370731518,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333332
153,153,2022-10-07,61.274749755859375,-0.03126458654097626,61.58455667769724,61.51775360107422,67.13274854024252,62.62643486059432,0.025098866460773417,34.13833371538304,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.428571428571427
154,154,2022-10-10,60.57767105102539,-0.01144148478312148,60.188410869402745,61.432555770874025,66.74290364583334,62.2539323497636,0.02477545758418401,34.59401582505875,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
155,155,2022-10-11,60.733367919921875,0.0025669049693710327,60.937725954808485,61.46264839172363,66.37309366861979,61.97746608979237,0.024221601072491047,38.02446345602786,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
156,156,2022-10-12,62.06656265258789,0.021714134688621017,60.801492210539344,61.56312980651855,66.04933713277181,61.993665464846096,0.024989296157155897,44.48860592402021,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092
157,157,2022-10-13,63.44841766357422,0.022019855200084114,63.95445313375495,61.96347923278809,65.77131945292155,62.25816586461484,0.023538987471052892,52.83331501335469,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
158,158,2022-10-14,62.58232879638672,-0.01374430487133531,64.11013948871845,62.3091682434082,65.42731946309408,62.31710457948245,0.024148969458964248,53.465097429776755,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
159,159,2022-10-17,65.21951293945312,0.04127575171253444,66.17319033216948,62.723976135253906,65.19123446146646,62.8448151903862,0.025374127578039966,63.0989779702869,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99999999999999
160,160,2022-10-18,65.229248046875,0.0001492556520482647,64.70375048299005,62.88706817626953,64.9829049428304,63.278348437020526,0.02240692831090862,61.80386238484728,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.166666666666664
161,161,2022-10-19,64.51885986328125,-0.010950375980339615,65.7158240558788,62.88714599609375,64.72959632873535,63.503895969067926,0.02235197423178328,65.14908057827236,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153846153846
162,162,2022-10-20,67.38961791992188,0.043533387214968286,69.12179882245913,63.30403366088867,64.56681632995605,64.21039086922319,0.024880245949409772,71.4120600303271,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
163,163,2022-10-21,70.74693298339844,0.04861821626876922,70.97074722434633,64.25125198364258,64.47528368631998,65.3988530718005,0.024265041890824353,73.36030424335932,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
164,164,2022-10-24,70.96101379394531,0.003021439210419007,71.4767794076398,65.28958625793457,64.35312894185384,66.41015502128137,0.02295079328149603,70.01114769409035,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
165,165,2022-10-25,71.17510986328125,0.0030125519923528666,70.65934678991826,66.33376045227051,64.27167371114095,67.27651044709953,0.022922614177674886,68.81494016868433,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,166,2022-10-26,72.80997467041016,0.022709783791914028,72.74185558343243,67.40810165405273,64.3712200164795,68.28259485133782,0.022952985139169955,76.59490505537643,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,167,2022-10-27,73.13111114501953,0.004400912753664132,73.2770896081748,68.37637100219726,64.54214235941569,69.16414326837085,0.023112200302240763,86.13979021746613,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5
168,168,2022-10-28,75.28174591064453,0.028983813958394954,74.4448494061884,69.64631271362305,64.83025601704915,70.27643465787514,0.02124576958310472,91.17167220701573,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
169,169,2022-10-31,75.97267150878906,0.009136002976846054,76.48842144576278,70.72162857055665,65.13365516662597,71.31211408531404,0.01979483999804053,91.42858328044436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.545454545454546
170,170,2022-11-01,75.0384521484375,-0.012373012743851346,74.59080900934597,71.70254898071289,65.4368948618571,71.98963009679102,0.021203057508177258,86.0464790873364,,,,,,,,,10.0
171,171,2022-11-02,73.10191345214844,-0.026146135236336944,72.71266608472173,72.56085433959962,65.71947263081869,72.19186343412872,0.023599690253711725,76.02305769483107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99999999999999
172,172,2022-11-03,73.01433563232422,-0.0011987418354942549,73.89988148203855,73.12332611083984,66.02236722310384,72.34140383380063,0.021176702742772224,79.35376144551621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,173,2022-11-04,73.95826721191406,0.012845177131437334,74.06532558837475,73.4444595336914,66.40448837280273,72.6353789934576,0.0159266344680458,77.1791622768302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,174,2022-11-07,74.67839813232422,0.009689891163763172,74.88275308043572,73.81619796752929,66.84611333211264,73.00683701870608,0.016000112269094015,78.14492242483024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
175,175,2022-11-08,73.60794830322266,-0.014437855534555335,73.35492680320641,74.05948181152344,67.28529688517253,73.11612997952727,0.017163142930699614,76.50396205116294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,176,2022-11-09,73.62741088867188,0.0002643737981066585,75.61260804301142,74.1412254333496,67.70415229797364,73.20909014482629,0.015762101381575383,71.81753750022682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
177,177,2022-11-10,75.09684753417969,0.01976119402824731,75.05790677686855,74.33779907226562,68.22588310241699,73.55231876107236,0.01682999883108164,67.52939541553269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
178,178,2022-11-11,75.65151977539062,0.007358948614266193,75.3985234031838,74.37477645874023,68.77675247192383,73.93399167276658,0.014264515279355159,68.39691522494249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,179,2022-11-14,76.4203109741211,0.010110981692210695,76.8095650052368,74.41954040527344,69.28838170369467,74.3860497275583,0.014333342864453993,69.71469143810495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
180,180,2022-11-15,77.05284881591797,0.008243023395992869,76.99446353941633,74.62098007202148,69.7368657430013,74.87092228907824,0.013732092379347518,67.24683112481733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,181,2022-11-16,77.7437744140625,0.008926941325456,77.04311853080254,75.0851661682129,70.17772216796875,75.39325903907537,0.009335522963619695,68.20275387740085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
182,182,2022-11-17,77.07231140136719,-0.008674385733296718,77.85081697099558,75.49096374511718,70.6394411722819,75.6985412867648,0.01024496283225296,57.9999795478019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
183,183,2022-11-18,77.58807373046875,0.006669636062180936,77.43236774971896,75.85394439697265,71.18321863810222,76.0420926401655,0.009928130633755928,57.33213932498359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333332
184,184,2022-11-21,77.67565155029297,0.0011281170660284773,77.74376940452085,76.15366973876954,71.75315132141114,76.33910335109776,0.009827410007241863,62.96652799711907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
185,185,2022-11-22,79.91386413574219,0.0284075129111603,79.9138817468893,76.78426132202148,72.3925011952718,76.98905985739675,0.010257588208090097,82.52791002341804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285
186,186,2022-11-23,80.34205627441406,0.0053438669418597136,80.62425423872719,77.4557258605957,73.00168431599936,77.59869556958172,0.009940751065092597,83.88840236794955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
187,187,2022-11-25,80.49774932861328,0.0019360021264011333,79.9041422041047,77.99581604003906,73.56999537150065,78.12579625304201,0.00932129020590226,82.62137732869022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,188,2022-11-28,79.20348358154297,-0.016208942914373775,79.14509434760623,78.3510124206543,74.1240338643392,78.32173940367855,0.011843283447125484,71.34989359465756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
189,189,2022-11-29,78.67798614501953,-0.006656884788463288,78.30819181765632,78.57677993774413,74.57264963785808,78.38651153846781,0.012157336466997175,75.2178202792957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.666666666666664
190,190,2022-11-30,80.7994155883789,0.0266063350037365,80.81888942196059,78.95143661499023,75.09165522257487,78.82522136572436,0.014257578218065609,79.50359956537814,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857142
191,191,2022-12-01,81.85041046142578,0.012923585921329268,80.96485280720718,79.36210021972656,75.66937357584635,79.37525574676098,0.014442559052795444,78.77281063121195,,,,,,,,,25.0
192,192,2022-12-02,81.11082458496094,-0.009076894319331279,80.19608924154986,79.76595153808594,76.12674713134766,79.69081371734279,0.014485856176443417,72.89798400000001,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5
193,193,2022-12-05,77.296142578125,-0.04817237190231381,77.21828986921423,79.73675842285157,76.34505411783854,79.25541896475774,0.022171229901059457,52.92591084098687,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
194,194,2022-12-06,76.79011535644531,-0.006568126809508652,76.5565440121298,79.6482048034668,76.5393575032552,78.80718194506456,0.022246629898597242,49.114797889519004,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,195,2022-12-07,76.66358947753906,-0.0016490433739011618,77.0041881897489,79.32317733764648,76.72230682373046,78.41743786005992,0.019693993930371353,46.2167561293136,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
196,196,2022-12-08,77.91893768310547,0.01624214361089799,77.51022683193997,79.08086547851562,76.89260559082031,78.32680146425002,0.02056036728566091,52.84871461408645,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75
197,197,2022-12-09,77.71458435058594,-0.0026260852712160464,78.15250066167147,78.80254898071288,77.04538803100586,78.21548926176564,0.02048762018803258,50.4347926409864,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857142
198,198,2022-12-12,79.09644317626953,0.017624967056845187,82.65811206825619,78.79184494018554,77.1725446065267,78.37566270076634,0.020947599794625207,54.48406716974954,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5
199,199,2022-12-13,78.3957748413086,-0.008897874022730685,78.63905667888444,78.76362380981445,77.25331471761068,78.3793194535922,0.021036917673089225,44.69389616325538,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
200,200,2022-12-14,79.6219253540039,0.015519465494469947,78.61959623763964,78.64587478637695,77.40609715779622,78.6052477991216,0.01970804740940308,47.61594693045179,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.714285714285715
201,201,2022-12-15,77.91893768310547,-0.02162047325736847,77.81189689167344,78.25272750854492,77.56666463216146,78.48046414166411,0.0199313761882562,42.25599546920406,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25
202,202,2022-12-16,77.44210815429688,-0.006138360146341573,77.77296686198805,77.88585586547852,77.71425704956054,78.29167214396098,0.019884927906490036,44.4376233282175,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,203,2022-12-19,78.33738708496094,0.0114943084932104,78.33738969709401,77.9899803161621,77.86022771199545,78.29998395141551,0.013193294475349384,48.948944848268816,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
204,204,2022-12-20,78.76557159423828,0.005451018531015833,79.164544597031,78.18752593994141,77.99646682739258,78.38463625011056,0.012938010542018132,42.99132499660845,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,205,2022-12-21,79.31051635742188,0.006894742007064488,78.7655672823088,78.45221862792968,78.18655242919922,78.55297808780352,0.012912719840363216,40.93116864083441,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,206,2022-12-22,78.32765197753906,-0.012470039796460755,78.34712371253008,78.49309005737305,78.34322713216146,78.51200970411908,0.012930674737961096,40.23222287912672,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0
207,207,2022-12-23,78.67798614501953,0.004462702780602779,78.70716967944051,78.58943023681641,78.46259841918945,78.54218723882825,0.012933153798570638,56.40789236272037,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
208,208,2022-12-27,78.80448913574219,0.0016065662888063415,78.91154409306095,78.56023483276367,78.56769739786783,78.5898784928126,0.011600534871720435,59.681852851443324,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
209,209,2022-12-28,78.17196655273438,-0.008058864668725886,78.7947626039061,78.53785400390625,78.62608591715495,78.51389450370746,0.011534850331850425,56.91356107877654,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,210,2022-12-29,79.21321105957031,0.013231991917316983,78.95046190264756,78.49698257446289,78.69809799194336,78.64104296840979,0.011204540496359284,56.05098949263758,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
211,211,2022-12-30,79.54407501220703,0.00416817948771353,80.25445962393069,78.65949630737305,78.7581080118815,78.80523061273655,0.008431704255893976,58.45324286271267,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
212,212,2023-01-03,81.47087860107422,0.023934367910203792,81.93798038662409,79.06237335205078,78.90472691853842,79.2898938833434,0.010330250137835536,60.44517743464171,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5
213,213,2023-01-04,82.21046447753906,0.009036960423702754,82.71649436957726,79.44968109130859,79.05880661010742,79.8209067186517,0.010188747329919088,66.72361626849886,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,214,2023-01-05,82.04502868652344,-0.002014372168254366,82.46346707599753,79.7776268005371,79.20445251464844,80.22529253099201,0.010408962166994686,61.71216918573392,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,215,2023-01-06,83.35875701904297,0.015885440023095766,84.82393623455995,80.18245086669921,79.31928227742513,80.79501334700127,0.01104784936869979,77.32170583628006,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
216,216,2023-01-09,84.41368865966797,0.012575909467709803,83.651801507379,80.7910545349121,79.45500335693359,81.45295431294068,0.00936331061591611,83.09328261182911,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
217,217,2023-01-10,84.49183654785156,0.0009253444333906074,85.34163521138781,81.37243957519532,79.58813959757487,82.00547835565175,0.0095549454368257,81.67141470646435,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,218,2023-01-11,86.54307556152344,0.02398735256045479,86.64075806108869,82.14629821777343,79.83279266357422,82.83049602944659,0.010673346036577469,84.29491772890742,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
219,219,2023-01-12,86.71890258789062,0.0020296095958549174,85.90817762482715,83.00099182128906,80.10082321166992,83.53747904007278,0.009221213393900345,83.7664758280338,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25
220,220,2023-01-13,87.12915802001953,0.004719709754060596,87.11938209427436,83.79258651733399,80.31181462605794,84.19051158188127,0.009320642306112643,92.32542150011997,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666
221,221,2023-01-17,86.54307556152344,-0.0067493193499155975,86.54308985999752,84.49248657226562,80.46823679606119,84.61825048727076,0.01057305196767781,86.98374340160909,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
222,222,2023-01-18,84.69696807861328,-0.02156246834036543,84.3941593310287,84.81509552001953,80.58777491251628,84.63256277660575,0.012730337682845694,73.85082974955886,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
223,223,2023-01-19,83.94483947753906,-0.008919894762314608,84.03274828577707,84.98853302001953,80.80939814249675,84.50752217677544,0.013181107617383938,73.14262469567771,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
224,224,2023-01-20,85.22442626953125,0.015128175798157643,85.16582048013805,85.30647277832031,81.09054183959961,84.63786837545831,0.013693119249709946,73.64623473907876,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
